"from","to","delta","A_dm","replicate","scenario"
"Pop08","Pop09",-0.157594804698562,0.0138976426328943,5,"Isotropic"
"Pop08","Pop11",0.0754717164799141,0.0755110513733052,5,"Isotropic"
"Pop08","Pop13",0.07399310044683,0.0694558873679797,5,"Isotropic"
"Pop08","Pop25",-0.00464008058141432,-0.0145407688566491,5,"Isotropic"
"Pop09","Pop10",0.108007879240638,0.0475913821070023,5,"Isotropic"
"Pop10","Pop11",0.110104280635931,0.0455500058325293,5,"Isotropic"
"Pop10","Pop12",0.0275308652720568,0.104740843611347,5,"Isotropic"
"Pop10","Pop14",-0.0121259169750102,0.0256382431008641,5,"Isotropic"
"Pop11","Pop12",-0.0597742033717196,-0.0155250005478908,5,"Isotropic"
"Pop11","Pop13",0.00328272625062265,0.0125701372374272,5,"Isotropic"
"Pop11","Pop14",-0.00886470656913851,0.0266671296672347,5,"Isotropic"
"Pop11","Pop15",-0.00595121047590605,-0.00363953508475581,5,"Isotropic"
"Pop11","Pop18",0.0315468751471808,0.00135597465366911,5,"Isotropic"
"Pop11","Pop25",-0.0114643624363787,-0.160136751305398,5,"Isotropic"
"Pop12","Pop13",0.0649599459936625,0.0150178506970286,5,"Isotropic"
"Pop12","Pop24",0.0175440174705677,-0.129277455398237,5,"Isotropic"
"Pop13","Pop14",-0.0159716194311176,0.0184217269338276,5,"Isotropic"
"Pop13","Pop16",0.0307345340826801,-0.00852148164223723,5,"Isotropic"
"Pop13","Pop19",0.0332108428896375,-0.00557248982042568,5,"Isotropic"
"Pop13","Pop21",0.0302014208841481,-0.0129921492016024,5,"Isotropic"
"Pop14","Pop15",-0.0126980391615342,-0.0141950395459446,5,"Isotropic"
"Pop14","Pop16",0.0337805007355164,-0.00862526609943748,5,"Isotropic"
"Pop14","Pop17",0.0530674201483482,-0.0088283139715598,5,"Isotropic"
"Pop14","Pop18",0.0511247917466553,-0.00143020935449696,5,"Isotropic"
"Pop15","Pop16",0.0753704330789094,0.06639620305507,5,"Isotropic"
"Pop15","Pop17",0.0786798884353871,0.0626530940013805,5,"Isotropic"
"Pop15","Pop18",0.0759694179758028,0.109500742474674,5,"Isotropic"
"Pop15","Pop22",0.0800173434061493,-0.0828964680933187,5,"Isotropic"
"Pop16","Pop17",0.00551953532711638,0.0208710801958019,5,"Isotropic"
"Pop16","Pop18",0.0256959788321411,0.0248226064195544,5,"Isotropic"
"Pop16","Pop19",-0.0039828099207833,0.0167130340274325,5,"Isotropic"
"Pop16","Pop23",0.0325703339977317,-0.075619932380469,5,"Isotropic"
"Pop16","Pop24",-0.0120010067682217,-0.0623328619884028,5,"Isotropic"
"Pop16","Pop25",-0.00075939421221187,-0.194798526144979,5,"Isotropic"
"Pop17","Pop18",0.0163545394041327,0.0170828202457209,5,"Isotropic"
"Pop17","Pop20",0.0188983041661012,-0.12289182659079,5,"Isotropic"
"Pop17","Pop21",-0.0339836442133937,-0.0398525851817047,5,"Isotropic"
"Pop17","Pop22",0.0164436539823919,-0.166309031875995,5,"Isotropic"
"Pop17","Pop23",0.0147495225157899,-0.0323015444487558,5,"Isotropic"
"Pop17","Pop25",-0.0173170684514452,-0.140384136265947,5,"Isotropic"
"Pop18","Pop19",-0.0437372513314827,-0.0994370788050505,5,"Isotropic"
"Pop18","Pop20",-0.0203252568105337,-0.182889160798713,5,"Isotropic"
"Pop18","Pop22",-0.0109849630153836,-0.227331773031589,5,"Isotropic"
"Pop18","Pop23",-0.00288025932870625,-0.132113579767918,5,"Isotropic"
"Pop18","Pop24",-0.0336563860744354,-0.0459362583299469,5,"Isotropic"
"Pop18","Pop25",-0.0284909467481792,-0.0877002183042411,5,"Isotropic"
"Pop19","Pop20",0.00491181917412828,-0.0492018308518423,5,"Isotropic"
"Pop19","Pop22",0.0272427675831684,-0.0799587356540861,5,"Isotropic"
"Pop19","Pop23",0.0336345700729427,-0.0541025382965845,5,"Isotropic"
"Pop19","Pop24",-0.00894193283441161,-0.0477526366647108,5,"Isotropic"
"Pop19","Pop25",0.000619121672123565,-0.095926798038763,5,"Isotropic"
"Pop20","Pop21",-0.0117149175804761,-0.211688886094226,5,"Isotropic"
"Pop20","Pop22",0.0131268097165614,-0.312188960124436,5,"Isotropic"
"Pop20","Pop23",0.00201479698564991,-0.0078068205287072,5,"Isotropic"
"Pop20","Pop25",-0.0435001018465735,-0.061385190697213,5,"Isotropic"
"Pop21","Pop22",0.0381221311069572,-0.0595857466920815,5,"Isotropic"
"Pop21","Pop23",0.0482085943740565,0.0132210370414371,5,"Isotropic"
"Pop21","Pop24",0.00495735113947668,-0.0226015148587129,5,"Isotropic"
"Pop21","Pop25",0.0102315226059441,-0.0469727403243994,5,"Isotropic"
"Pop22","Pop23",0.0112506831008402,0.253562387198982,5,"Isotropic"
"Pop22","Pop24",-0.0397468390287319,-0.0286849971478279,5,"Isotropic"
"Pop23","Pop24",-0.0365372444211916,-0.104567986005755,5,"Isotropic"
"Pop23","Pop25",-0.0168181545508411,-0.242127873534584,5,"Isotropic"
"Pop24","Pop25",0.0402822985891272,-0.750767976230534,5,"Isotropic"
"Pop01","Pop10",0.474431893664712,NA,5,"Flux-conserved"
"Pop01","Pop20",0.069270088265306,NA,5,"Flux-conserved"
"Pop01","Pop21",0.250748669026805,NA,5,"Flux-conserved"
"Pop02","Pop10",0.474431893664712,NA,5,"Flux-conserved"
"Pop02","Pop20",0.069270088265306,NA,5,"Flux-conserved"
"Pop02","Pop21",0.250748669026805,NA,5,"Flux-conserved"
"Pop03","Pop10",0.474431893664712,NA,5,"Flux-conserved"
"Pop03","Pop20",0.069270088265306,NA,5,"Flux-conserved"
"Pop03","Pop21",0.250748669026805,NA,5,"Flux-conserved"
"Pop04","Pop10",0.474431893664712,NA,5,"Flux-conserved"
"Pop04","Pop20",0.069270088265306,NA,5,"Flux-conserved"
"Pop04","Pop21",0.250748669026805,NA,5,"Flux-conserved"
"Pop05","Pop10",0.474431893664712,NA,5,"Flux-conserved"
"Pop05","Pop20",0.069270088265306,NA,5,"Flux-conserved"
"Pop05","Pop21",0.250748669026805,NA,5,"Flux-conserved"
"Pop06","Pop10",0.474431893664712,NA,5,"Flux-conserved"
"Pop06","Pop20",0.069270088265306,NA,5,"Flux-conserved"
"Pop06","Pop21",0.250748669026805,NA,5,"Flux-conserved"
"Pop07","Pop10",0.474431893664712,NA,5,"Flux-conserved"
"Pop07","Pop20",0.069270088265306,NA,5,"Flux-conserved"
"Pop07","Pop21",0.250748669026805,NA,5,"Flux-conserved"
"Pop08","Pop10",0.474431893664712,NA,5,"Flux-conserved"
"Pop08","Pop20",0.069270088265306,NA,5,"Flux-conserved"
"Pop08","Pop21",0.250748669026805,NA,5,"Flux-conserved"
"Pop09","Pop10",0.474431893664712,NA,5,"Flux-conserved"
"Pop09","Pop20",0.069270088265306,NA,5,"Flux-conserved"
"Pop09","Pop21",0.250748669026805,NA,5,"Flux-conserved"
"Pop10","Pop12",-0.2773433582927,0.00693032262787952,5,"Flux-conserved"
"Pop11","Pop12",-0.0112924466476586,-0.00377046404774136,5,"Flux-conserved"
"Pop11","Pop13",0.0274326426861644,0.0256176980612776,5,"Flux-conserved"
"Pop11","Pop14",-0.0228234106625856,0.00139219955497489,5,"Flux-conserved"
"Pop12","Pop13",0.0261800988448244,0.00536640114935344,5,"Flux-conserved"
"Pop13","Pop14",-0.112959233066943,-0.000629838187317908,5,"Flux-conserved"
"Pop13","Pop15",-0.119895521861488,-5.32879342246467e-07,5,"Flux-conserved"
"Pop13","Pop17",-0.0196683971654355,0.000222659904035498,5,"Flux-conserved"
"Pop13","Pop18",-0.039801710343636,0.000458067278877965,5,"Flux-conserved"
"Pop13","Pop19",-0.0408469244774042,5.97533471274463e-05,5,"Flux-conserved"
"Pop13","Pop21",0.0134483576249774,2.61762972293908e-05,5,"Flux-conserved"
"Pop14","Pop15",-0.122905622973377,-1.63884033513106e-05,5,"Flux-conserved"
"Pop14","Pop17",0.0816122430336507,0.000421570325486818,5,"Flux-conserved"
"Pop14","Pop21",0.0145191405564785,5.50649699994018e-05,5,"Flux-conserved"
"Pop15","Pop16",0.0791717123082838,0.001771022480187,5,"Flux-conserved"
"Pop15","Pop17",0.131924084047749,5.47646903289702e-05,5,"Flux-conserved"
"Pop16","Pop17",0.136745930485529,6.29623256802674e-05,5,"Flux-conserved"
"Pop16","Pop19",0.123747147510815,3.6324144254698e-05,5,"Flux-conserved"
"Pop16","Pop23",0.0944625628899706,5.89045719624138e-06,5,"Flux-conserved"
"Pop16","Pop25",0.0462786048685734,1.4153675122242e-05,5,"Flux-conserved"
"Pop17","Pop18",-0.0132411061367808,0.000331449123879696,5,"Flux-conserved"
"Pop17","Pop22",0.0469568034945275,1.71951996990972e-05,5,"Flux-conserved"
"Pop17","Pop23",0.00617696516380323,7.11878724597891e-06,5,"Flux-conserved"
"Pop17","Pop24",0.000525486256191421,3.29686796930882e-05,5,"Flux-conserved"
"Pop18","Pop19",0.018396830225451,2.90248275175928e-05,5,"Flux-conserved"
"Pop18","Pop20",-0.00220484921146663,-4.7531268763522e-05,5,"Flux-conserved"
"Pop18","Pop21",0.0700014002310804,-7.89983259765386e-05,5,"Flux-conserved"
"Pop18","Pop22",0.0341020441231935,-9.75077601840477e-06,5,"Flux-conserved"
"Pop18","Pop23",0.00328677970923798,2.79014880777954e-08,5,"Flux-conserved"
"Pop19","Pop20",0.0171528899224009,-0.000161539954466091,5,"Flux-conserved"
"Pop19","Pop21",0.0443200157077119,-0.000205101829853778,5,"Flux-conserved"
"Pop19","Pop22",0.0150708581410066,-0.000140394587916079,5,"Flux-conserved"
"Pop19","Pop23",-0.00438810662860853,-5.80413610805246e-05,5,"Flux-conserved"
"Pop19","Pop24",-0.0483087641181915,-3.25971704569588e-05,5,"Flux-conserved"
"Pop19","Pop25",-0.114575592802737,-3.57844274377217e-05,5,"Flux-conserved"
"Pop20","Pop21",0.0155925507063706,-1.93263467797523e-05,5,"Flux-conserved"
"Pop20","Pop22",-0.067307755223626,0.000328196869365372,5,"Flux-conserved"
"Pop20","Pop23",-0.0698649703717281,0.000133161661765295,5,"Flux-conserved"
"Pop20","Pop24",-0.119451783686299,0.000579777218628212,5,"Flux-conserved"
"Pop20","Pop25",-0.127856796004791,0.000881257163038486,5,"Flux-conserved"
"Pop21","Pop22",-0.0997508386914609,0.000254105116717958,5,"Flux-conserved"
"Pop21","Pop23",-0.0913454742445185,0.00021328322433266,5,"Flux-conserved"
"Pop21","Pop24",-0.0800941096315177,7.46848912288359e-05,5,"Flux-conserved"
"Pop22","Pop23",0.0156291374496356,-0.000294428507077923,5,"Flux-conserved"
"Pop22","Pop24",-0.056163980236753,5.17569404716261e-05,5,"Flux-conserved"
"Pop23","Pop25",-0.103307749022714,7.62506642870596e-05,5,"Flux-conserved"
"Pop24","Pop25",-0.0686224346717774,0.000340027109074014,5,"Flux-conserved"
"Pop01","Pop03",0.549297570066603,0.00410213917209634,5,"Rate-conserved"
"Pop01","Pop16",-0.00960554905646488,0.00271043428834391,5,"Rate-conserved"
"Pop02","Pop03",0.0488755249566365,-0.00517912880370577,5,"Rate-conserved"
"Pop02","Pop04",-0.449501591148495,0.00100636486253126,5,"Rate-conserved"
"Pop04","Pop07",0.135366256029606,0.00010380784322292,5,"Rate-conserved"
"Pop05","Pop07",-0.0936816422329243,0.000193673288911775,5,"Rate-conserved"
"Pop05","Pop08",-0.0317505604463955,-0.000184472746284823,5,"Rate-conserved"
"Pop06","Pop08",-0.0540605673720439,0.000931861307614846,5,"Rate-conserved"
"Pop06","Pop09",-0.388474932956489,-0.000175583828618218,5,"Rate-conserved"
"Pop09","Pop10",-0.270181786545208,0.000265225648979547,5,"Rate-conserved"
"Pop10","Pop11",0.026108060207566,9.29340696535554e-05,5,"Rate-conserved"
"Pop10","Pop14",-0.0158251566766864,0.000346886403040918,5,"Rate-conserved"
"Pop11","Pop12",-0.42400175789829,0.000342800915421748,5,"Rate-conserved"
"Pop11","Pop13",0.0425810134207916,0.000104861948556542,5,"Rate-conserved"
"Pop11","Pop15",0.0633708706072243,3.46682406359615e-05,5,"Rate-conserved"
"Pop11","Pop25",-0.115757396585039,9.21619690905685e-07,5,"Rate-conserved"
"Pop12","Pop13",0.0406232824396344,2.5302858313831e-05,5,"Rate-conserved"
"Pop13","Pop14",0.0327404667263432,1.58396786425318e-05,5,"Rate-conserved"
"Pop13","Pop15",0.0219636106248496,8.55355666659448e-06,5,"Rate-conserved"
"Pop13","Pop20",-0.0504629648796399,8.02392809631217e-07,5,"Rate-conserved"
"Pop14","Pop15",0.021117990360978,5.72254820690667e-06,5,"Rate-conserved"
"Pop14","Pop17",-0.00770583255694299,6.69654308511832e-06,5,"Rate-conserved"
"Pop14","Pop18",0.00393212197927896,4.24314151535326e-06,5,"Rate-conserved"
"Pop14","Pop20",-0.0235292501712533,8.22552273545917e-07,5,"Rate-conserved"
"Pop15","Pop16",-0.045609106384646,2.03274723073891e-06,5,"Rate-conserved"
"Pop15","Pop18",0.0128982734632439,3.95337071571695e-06,5,"Rate-conserved"
"Pop15","Pop19",-0.0393543806476913,9.39380795608317e-07,5,"Rate-conserved"
"Pop15","Pop21",0.00329578031805396,1.44980444352023e-06,5,"Rate-conserved"
"Pop16","Pop17",0.0287090858430446,5.42693320923797e-06,5,"Rate-conserved"
"Pop16","Pop19",0.00486589693774135,3.29146891955584e-06,5,"Rate-conserved"
"Pop16","Pop21",0.0550441060659609,3.05293489257179e-06,5,"Rate-conserved"
"Pop16","Pop22",-0.00559627822589018,1.82005246273644e-06,5,"Rate-conserved"
"Pop17","Pop18",0.0476506421979612,3.61707950655175e-06,5,"Rate-conserved"
"Pop17","Pop19",-0.0233134903401723,2.79913931451751e-06,5,"Rate-conserved"
"Pop17","Pop20",0.0275330200806936,-4.60749737157828e-06,5,"Rate-conserved"
"Pop17","Pop21",0.0106108231682503,-4.26838747055374e-06,5,"Rate-conserved"
"Pop18","Pop19",-0.025234445066633,-3.90940200696235e-07,5,"Rate-conserved"
"Pop18","Pop20",0.00889587976598566,-7.04784784083179e-06,5,"Rate-conserved"
"Pop18","Pop21",-0.00448979236071639,-1.48282964932978e-05,5,"Rate-conserved"
"Pop18","Pop22",-0.051216223076877,2.50443714591967e-07,5,"Rate-conserved"
"Pop18","Pop24",-0.0912268692021142,-2.03728505574817e-06,5,"Rate-conserved"
"Pop19","Pop20",0.0235067835399882,-2.51959400438213e-05,5,"Rate-conserved"
"Pop19","Pop21",0.0224193493757155,-9.92998677298354e-07,5,"Rate-conserved"
"Pop19","Pop22",-0.012299784035068,2.36729465534288e-07,5,"Rate-conserved"
"Pop19","Pop25",-0.169871502752811,7.65400235059263e-08,5,"Rate-conserved"
"Pop20","Pop21",-0.00472428948962569,9.97033614499753e-07,5,"Rate-conserved"
"Pop20","Pop22",-0.0377976238823662,4.99584392498632e-06,5,"Rate-conserved"
"Pop20","Pop23",-0.095666390006118,2.43116765036623e-06,5,"Rate-conserved"
"Pop20","Pop24",-0.0671272426863659,5.09381623458926e-07,5,"Rate-conserved"
"Pop21","Pop22",-0.0424423060574555,1.56744218904739e-06,5,"Rate-conserved"
"Pop21","Pop24",-0.0854499651411995,1.02842462602546e-06,5,"Rate-conserved"
"Pop22","Pop23",-0.137694332296567,1.57271656954564e-05,5,"Rate-conserved"
"Pop22","Pop24",-0.0444649524895989,-1.0629422570988e-06,5,"Rate-conserved"
"Pop23","Pop24",0.0750178221017073,-4.39334250483309e-06,5,"Rate-conserved"
"Pop23","Pop25",-0.101028142566116,-1.20287604529505e-06,5,"Rate-conserved"
"Pop24","Pop25",-0.154787416006633,1.56975524893689e-07,5,"Rate-conserved"
"Pop01","Pop02",0.0814716965520265,0.950312570093316,6,"Isotropic"
"Pop01","Pop03",0.0554469461977505,0.0657173004873651,6,"Isotropic"
"Pop01","Pop04",0.0670572496753866,0.0478784463614963,6,"Isotropic"
"Pop01","Pop05",0.0412602802897083,0.051240537210123,6,"Isotropic"
"Pop01","Pop06",0.00193198689815444,0.0146379132506202,6,"Isotropic"
"Pop02","Pop03",0.00385649386503195,-0.00142486808932205,6,"Isotropic"
"Pop02","Pop04",0.0195876856461474,0.00128873933075961,6,"Isotropic"
"Pop02","Pop05",0.0355113114102954,0.00522592607241771,6,"Isotropic"
"Pop02","Pop06",0.031158523176392,0.00263786387263964,6,"Isotropic"
"Pop02","Pop09",0.0038323073376362,-0.00133687825051123,6,"Isotropic"
"Pop02","Pop10",0.0202270274499682,-0.00609731433898688,6,"Isotropic"
"Pop03","Pop04",0.00432201123262907,0.0205804750468116,6,"Isotropic"
"Pop03","Pop05",0.03093827698043,0.00718136246831047,6,"Isotropic"
"Pop03","Pop08",0.0180761794443755,0.00131636032202512,6,"Isotropic"
"Pop03","Pop12",-0.0257238660318174,0.000739313274512769,6,"Isotropic"
"Pop03","Pop19",-0.0426983260634454,0.00605658763862188,6,"Isotropic"
"Pop04","Pop05",0.0163141422514104,0.00869042428901267,6,"Isotropic"
"Pop04","Pop06",0.0143259757670825,0.00318334215982791,6,"Isotropic"
"Pop04","Pop08",-0.005692083436709,0.00103275239036902,6,"Isotropic"
"Pop04","Pop09",-0.0256223954635376,-0.000724155373707961,6,"Isotropic"
"Pop05","Pop06",0.0534361214376648,0.0024366300647076,6,"Isotropic"
"Pop05","Pop07",0.0132338076900682,0.000116785742699944,6,"Isotropic"
"Pop05","Pop09",-0.0189419297643129,-0.00121189003115058,6,"Isotropic"
"Pop05","Pop16",-0.00995610054435767,0.0020122178267368,6,"Isotropic"
"Pop06","Pop07",-0.0487328195661162,-0.000933626363022138,6,"Isotropic"
"Pop06","Pop09",-0.0339227272216903,-0.00485529931094939,6,"Isotropic"
"Pop06","Pop10",-0.00210459356145505,-0.00819803882628142,6,"Isotropic"
"Pop06","Pop11",-0.0562855103081897,-0.00101820446421359,6,"Isotropic"
"Pop06","Pop12",-0.0334077410102435,0.000600227029474923,6,"Isotropic"
"Pop06","Pop13",-0.0244586920677335,0.00199321661238743,6,"Isotropic"
"Pop06","Pop14",-0.0195855076029502,0.00425125104584304,6,"Isotropic"
"Pop06","Pop15",-0.0301094707244411,0.000813583610296638,6,"Isotropic"
"Pop06","Pop16",-0.0153357057534629,0.00155720686858505,6,"Isotropic"
"Pop06","Pop17",-0.0306635272817994,0.00181997862449763,6,"Isotropic"
"Pop07","Pop08",-0.00851680301082272,-0.00437839211787914,6,"Isotropic"
"Pop07","Pop09",-0.0126846365002944,-0.00491900312481257,6,"Isotropic"
"Pop07","Pop10",0.0224215556672992,-0.0158820707919402,6,"Isotropic"
"Pop07","Pop13",-0.0126266137109545,0.00624487592923695,6,"Isotropic"
"Pop07","Pop14",-0.0040478554965558,0.00352482593317223,6,"Isotropic"
"Pop07","Pop16",0.0032158378660945,0.00448984668646946,6,"Isotropic"
"Pop07","Pop19",-0.0548280796923413,0.00155412057729608,6,"Isotropic"
"Pop08","Pop09",-0.00166278511006671,-0.00275706648572955,6,"Isotropic"
"Pop08","Pop10",0.0374780089397288,-0.0126704687457359,6,"Isotropic"
"Pop08","Pop13",0.00200418388266378,0.0222601113566394,6,"Isotropic"
"Pop08","Pop14",0.0118356936164418,0.00425433055261853,6,"Isotropic"
"Pop08","Pop17",-0.019231580769879,0.00108255750940952,6,"Isotropic"
"Pop08","Pop18",-0.0322797510041242,0.00151340096444158,6,"Isotropic"
"Pop09","Pop10",0.0404626999425463,-0.00556142356111367,6,"Isotropic"
"Pop09","Pop11",-0.0253704414739546,0.0108936581216297,6,"Isotropic"
"Pop09","Pop16",0.00662314119580398,0.00122900395076233,6,"Isotropic"
"Pop10","Pop11",-0.0629603269012039,0.013365578523081,6,"Isotropic"
"Pop10","Pop12",-0.0265170335430354,0.00525663896369048,6,"Isotropic"
"Pop10","Pop13",-0.0303752193180465,0.0148848214564945,6,"Isotropic"
"Pop10","Pop14",-0.0188939795670305,0.00575014568547182,6,"Isotropic"
"Pop10","Pop15",-0.0318074253939932,0.0136126304392142,6,"Isotropic"
"Pop10","Pop16",-0.0120123455623172,0.00541221681433375,6,"Isotropic"
"Pop10","Pop19",-0.050714307738779,0.0027823034512372,6,"Isotropic"
"Pop11","Pop12",0.0535824297376869,0.000451675340844473,6,"Isotropic"
"Pop11","Pop13",0.0305978222034007,0.00188248727350697,6,"Isotropic"
"Pop11","Pop15",0.0287071430802103,0.0015103608894435,6,"Isotropic"
"Pop11","Pop19",-0.017643144378433,0.00125278212371216,6,"Isotropic"
"Pop11","Pop21",-0.0460954602101083,0.000635735405893265,6,"Isotropic"
"Pop12","Pop13",-0.0221532242783439,0.00250899724448861,6,"Isotropic"
"Pop12","Pop14",0.00934880462303418,0.00198823756866199,6,"Isotropic"
"Pop12","Pop15",-0.00798969062937725,2.58793499803983e-05,6,"Isotropic"
"Pop12","Pop16",0.0174521800470169,0.00114681410272443,6,"Isotropic"
"Pop12","Pop17",0.0028087538173347,0.00123991875604412,6,"Isotropic"
"Pop12","Pop18",-0.00204365868675682,0.00262641969911125,6,"Isotropic"
"Pop12","Pop19",-0.0125102650078582,0.00311067992249718,6,"Isotropic"
"Pop12","Pop21",-0.0349260372135536,0.000881687478574887,6,"Isotropic"
"Pop12","Pop25",-0.0444794127528229,-1.96561400335946e-05,6,"Isotropic"
"Pop13","Pop14",0.0128951454889441,0.00491236374051058,6,"Isotropic"
"Pop13","Pop16",0.0163172811642591,0.000830485891704318,6,"Isotropic"
"Pop13","Pop22",-0.0404921422912205,0.00151168805719882,6,"Isotropic"
"Pop14","Pop15",-0.0101955412079018,-0.00136989753121373,6,"Isotropic"
"Pop14","Pop16",0.0127660719741584,-0.00212153013311673,6,"Isotropic"
"Pop14","Pop17",-0.00908606721791007,0.00189292911523595,6,"Isotropic"
"Pop14","Pop22",-0.0461081030158393,0.000659348539351147,6,"Isotropic"
"Pop15","Pop16",0.0244169385434817,0.000266620111061495,6,"Isotropic"
"Pop15","Pop17",0.00595134960285928,0.000273692378820588,6,"Isotropic"
"Pop15","Pop18",-0.0210874364054334,0.00258231764973333,6,"Isotropic"
"Pop15","Pop19",-0.0279384258626308,0.00119388006636017,6,"Isotropic"
"Pop15","Pop22",-0.0326118507453095,0.000716384268902885,6,"Isotropic"
"Pop16","Pop17",-0.00824413013112672,0.00403144442019486,6,"Isotropic"
"Pop16","Pop22",-0.0390802714271969,0.000109362819713603,6,"Isotropic"
"Pop16","Pop25",-0.0820342484809233,-0.000593825126490914,6,"Isotropic"
"Pop17","Pop18",-0.0199527853886577,0.00206938276823885,6,"Isotropic"
"Pop17","Pop19",-0.0182603190392586,0.00321002439182919,6,"Isotropic"
"Pop17","Pop21",-0.0547165777392475,0.000415550412445853,6,"Isotropic"
"Pop17","Pop22",-0.024364899638279,-0.000186580323331095,6,"Isotropic"
"Pop17","Pop24",-0.0384243047306923,0.000434540270773691,6,"Isotropic"
"Pop17","Pop25",-0.0810231915836434,-0.00184542329369049,6,"Isotropic"
"Pop18","Pop19",0.0067562316228636,-0.000177410561850607,6,"Isotropic"
"Pop18","Pop20",-0.052334292517986,-0.000191739881746816,6,"Isotropic"
"Pop18","Pop22",-0.00437761898282504,-0.00824790583931197,6,"Isotropic"
"Pop18","Pop23",-0.0525274544053533,-0.00162099719801075,6,"Isotropic"
"Pop18","Pop24",-0.0400058446002433,9.10059354992422e-06,6,"Isotropic"
"Pop18","Pop25",-0.0764620186945219,-0.00179872014616251,6,"Isotropic"
"Pop19","Pop20",-0.0515204128663296,-0.00122451547749327,6,"Isotropic"
"Pop19","Pop21",-0.0478287384658437,0.000199867492912237,6,"Isotropic"
"Pop19","Pop24",-0.0304361889929086,-0.000805859672894342,6,"Isotropic"
"Pop20","Pop21",0.0343797938868309,0.000159517061204344,6,"Isotropic"
"Pop20","Pop22",0.0516764636687322,-0.0015939853660224,6,"Isotropic"
"Pop20","Pop23",0.0112990441648626,-0.00173340955460528,6,"Isotropic"
"Pop20","Pop24",0.0118123114162774,-0.000897109452350444,6,"Isotropic"
"Pop21","Pop22",0.0411083929979666,-0.00104404971210039,6,"Isotropic"
"Pop21","Pop23",0.0225955399660587,-0.000781661757426744,6,"Isotropic"
"Pop21","Pop24",0.0259787584451138,-0.000480469151500983,6,"Isotropic"
"Pop22","Pop23",-0.0601397684486304,-0.000998639524186922,6,"Isotropic"
"Pop22","Pop25",-0.0669402290447752,-0.000745839670561822,6,"Isotropic"
"Pop23","Pop24",0.0210089986377522,0.00364490902211924,6,"Isotropic"
"Pop23","Pop25",-0.0277879890632774,-0.000220062550907287,6,"Isotropic"
"Pop24","Pop25",-0.0194945169798458,-0.00518068963869125,6,"Isotropic"
"Pop01","Pop12",0.158583126020472,NA,6,"Flux-conserved"
"Pop01","Pop17",0.11917799651991,NA,6,"Flux-conserved"
"Pop01","Pop20",0.145101368070309,NA,6,"Flux-conserved"
"Pop01","Pop21",0.026552922389939,NA,6,"Flux-conserved"
"Pop01","Pop22",0.0710763980320343,NA,6,"Flux-conserved"
"Pop01","Pop23",0.0834654573915762,NA,6,"Flux-conserved"
"Pop01","Pop25",0.0206101169156066,NA,6,"Flux-conserved"
"Pop02","Pop12",0.158583126020472,NA,6,"Flux-conserved"
"Pop02","Pop17",0.11917799651991,NA,6,"Flux-conserved"
"Pop02","Pop20",0.145101368070309,NA,6,"Flux-conserved"
"Pop02","Pop21",0.026552922389939,NA,6,"Flux-conserved"
"Pop02","Pop22",0.0710763980320343,NA,6,"Flux-conserved"
"Pop02","Pop23",0.0834654573915762,NA,6,"Flux-conserved"
"Pop02","Pop25",0.0206101169156066,NA,6,"Flux-conserved"
"Pop03","Pop12",0.158583126020472,NA,6,"Flux-conserved"
"Pop03","Pop17",0.11917799651991,NA,6,"Flux-conserved"
"Pop03","Pop20",0.145101368070309,NA,6,"Flux-conserved"
"Pop03","Pop21",0.026552922389939,NA,6,"Flux-conserved"
"Pop03","Pop22",0.0710763980320343,NA,6,"Flux-conserved"
"Pop03","Pop23",0.0834654573915762,NA,6,"Flux-conserved"
"Pop03","Pop25",0.0206101169156066,NA,6,"Flux-conserved"
"Pop04","Pop12",0.158583126020472,NA,6,"Flux-conserved"
"Pop04","Pop17",0.11917799651991,NA,6,"Flux-conserved"
"Pop04","Pop20",0.145101368070309,NA,6,"Flux-conserved"
"Pop04","Pop21",0.026552922389939,NA,6,"Flux-conserved"
"Pop04","Pop22",0.0710763980320343,NA,6,"Flux-conserved"
"Pop04","Pop23",0.0834654573915762,NA,6,"Flux-conserved"
"Pop04","Pop25",0.0206101169156066,NA,6,"Flux-conserved"
"Pop05","Pop12",0.158583126020472,NA,6,"Flux-conserved"
"Pop05","Pop17",0.11917799651991,NA,6,"Flux-conserved"
"Pop05","Pop20",0.145101368070309,NA,6,"Flux-conserved"
"Pop05","Pop21",0.026552922389939,NA,6,"Flux-conserved"
"Pop05","Pop22",0.0710763980320343,NA,6,"Flux-conserved"
"Pop05","Pop23",0.0834654573915762,NA,6,"Flux-conserved"
"Pop05","Pop25",0.0206101169156066,NA,6,"Flux-conserved"
"Pop06","Pop12",0.158583126020472,NA,6,"Flux-conserved"
"Pop06","Pop17",0.11917799651991,NA,6,"Flux-conserved"
"Pop06","Pop20",0.145101368070309,NA,6,"Flux-conserved"
"Pop06","Pop21",0.026552922389939,NA,6,"Flux-conserved"
"Pop06","Pop22",0.0710763980320343,NA,6,"Flux-conserved"
"Pop06","Pop23",0.0834654573915762,NA,6,"Flux-conserved"
"Pop06","Pop25",0.0206101169156066,NA,6,"Flux-conserved"
"Pop07","Pop12",0.158583126020472,NA,6,"Flux-conserved"
"Pop07","Pop17",0.11917799651991,NA,6,"Flux-conserved"
"Pop07","Pop20",0.145101368070309,NA,6,"Flux-conserved"
"Pop07","Pop21",0.026552922389939,NA,6,"Flux-conserved"
