"replicate","generation","k","subset","n_poly_global","n_poly_pop","He","sumAe_total","sumAe_within","ok","n_edges","mean_delta","mean_abs_delta"
26,2504,8,3,8,5.56,0.22129475,13.0858020353521,10.9984775214491,1,101,0.00346252515237256,0.0357107075131485
26,2504,10,1,10,7.92,0.2711148,18.1336607308558,14.6183523263911,1,107,0.0045119215598956,0.0272709303878249
26,2504,10,2,10,8.04,0.2433628,17.0759634337155,14.0320743171463,1,112,-0.000586561638466758,0.0240512868078267
26,2504,10,3,10,7.76,0.2374288,17.0676075123706,13.9557536537074,1,103,-0.00473908419085543,0.0249377352322405
26,2504,12,1,12,8.92,0.219555,20.3381512350628,16.341329427731,1,110,0.00601214278301895,0.0234432610702579
26,2504,12,2,12,9.92,0.274657,20.9173436439606,17.6337922671236,1,108,-0.00256392703260331,0.022412288106504
26,2504,12,3,12,8.08,0.215776666666667,18.9700235190291,16.3986809269294,1,99,0.00204556736446402,0.0342017935360121
27,2504,2,1,2,1.32,0.173427,2.96285842809889,2.52713553095198,1,62,-0.0727779401920433,0.136051794060599
27,2504,2,2,2,1.04,0.101714,2.26588536841487,2.2861632352263,1,68,-0.0304555288132543,0.0904418171005568
27,2504,2,3,2,1.28,0.162134,3.0241130202957,2.4925375774504,1,98,0.0452253630517129,0.0784383541225554
27,2504,3,1,3,2.24,0.233692,5.06709770506524,4.16811743148596,1,68,0.00850734031109102,0.0497009750892725
27,2504,3,2,3,1.8,0.139206,4.045121013211,3.64466114048885,1,61,-0.00705937454241956,0.0841152042251815
27,2504,3,3,3,2.6,0.275670666666667,5.42647586800227,4.4085064120488,1,76,4.5064941456392e-05,0.0483874568593832
27,2504,4,1,4,3.04,0.2547285,7.34022067119721,5.74286724632128,1,74,0.00850641480095102,0.0519755005632235
27,2504,4,2,4,2.92,0.2062535,6.28432914725371,5.35116558361421,1,69,0.00449041068555023,0.0508874507517065
27,2504,4,3,4,2.96,0.1949075,6.81855393922225,5.24546113124344,1,81,0.00753400723875476,0.035015818281285
27,2504,5,1,5,3.92,0.2318752,7.87110496750261,6.93243545122489,1,104,0.000198960146539907,0.034214350933471
27,2504,5,2,5,3.28,0.1752108,8.01987933069678,6.37734231301338,1,97,0.0185043958741328,0.047535509796392
27,2504,5,3,5,4,0.2523832,8.42918336868865,7.14442161076028,1,112,-0.000899230029130857,0.0353439650817795
27,2504,6,1,6,4.48,0.239555666666667,10.2404512702514,8.43398569377666,1,82,0.00851809001228527,0.0367967331851974
27,2504,6,2,6,4.48,0.234453666666667,9.66063789964587,8.36459552491864,1,106,-0.0115473238056918,0.0403307128937468
27,2504,6,3,6,4.24,0.211358,9.53788697645589,8.10180352177284,1,87,-0.00809208238094075,0.0479116546492159
27,2504,8,1,8,5.8,0.226584,14.0446160685092,11.0952693251243,1,98,0.00143696225700841,0.038954652334478
27,2504,8,2,8,5.68,0.21232075,12.5475280513937,10.809238107275,1,107,-0.0038643284549486,0.029968257067825
27,2504,8,3,8,5.84,0.22239175,12.9544225404349,10.9008930667569,1,90,-0.0013487104126485,0.0345094908275717
27,2504,10,1,10,7.08,0.2147082,16.4779372810365,13.5884514860887,1,97,0.00235546754609303,0.0296600941068138
27,2504,10,2,10,7.16,0.2138598,15.7543677003137,13.5007913713138,1,115,0.00546955295900156,0.0252536866487377
27,2504,10,3,10,7.2,0.2170722,16.7059315299961,13.5635161023892,1,108,0.00972116787011242,0.0292505956400347
27,2504,12,1,12,8.64,0.219465166666667,19.863070018421,16.3970971240159,1,89,0.00879627567932395,0.0397078032798468
27,2504,12,2,12,9.04,0.226943166666667,20.0417253049458,16.5137001147014,1,107,0.000698085998616234,0.0342398396799692
27,2504,12,3,12,9.12,0.2389785,20.6051613627536,16.8014225050973,1,99,-0.00053526529153816,0.0336189269199806
28,2504,2,1,2,1.52,0.280923,3.39529416120026,3.0055703877811,1,54,-0.00924958919111087,0.103428393641513
28,2504,2,2,2,1.56,0.299541,3.26864176610249,3.08747462198159,1,51,0.00432389240079216,0.0843886120771575
28,2504,2,3,2,1.16,0.209638,3.40875798862213,2.72814352514858,1,41,0.0542591934948465,0.133765026128858
28,2504,3,1,3,2.12,0.232229333333333,5.91331761119229,4.20491076288863,1,62,-0.00506264372352017,0.0599013202816121
28,2504,3,2,3,1.72,0.179244,5.33650420962266,3.90996304530906,1,50,-0.0108894201615327,0.0751118872351977
28,2504,3,3,3,1.8,0.188274666666667,5.01483225539856,3.96449079714797,1,50,0.00128560533054526,0.107081031419242
28,2504,4,1,4,2.6,0.2133075,7.60130672156827,5.47715841731861,1,66,-0.00179914046795154,0.0632309676831738
28,2504,4,2,4,2.92,0.2279115,6.60804272405708,5.52276653254696,1,94,-0.00482529048014223,0.0434878570564421
28,2504,4,3,4,2.6,0.2122445,6.80170659473907,5.44675576887332,1,70,-0.00380340427417708,0.0472852459056233
28,2504,5,1,5,4.08,0.2787148,8.31017852251899,7.4123897324235,1,110,0.00830507369764817,0.0333980332933271
28,2504,5,2,5,3.4,0.2275064,8.39517663125358,6.92882298473817,1,88,-0.00500835059561967,0.0379736566847368
28,2504,5,3,5,3.48,0.1929952,9.40586925827904,6.58794524906823,1,71,-0.0183520582441483,0.0594024336646761
28,2504,6,1,6,4.28,0.245805666666667,10.7122728938935,8.57125981386734,1,91,0.00692606252983188,0.0332794083112088
28,2504,6,2,6,4.24,0.224210666666667,10.1781004820113,8.25200373065341,1,109,-0.00123800362318366,0.0315381997071739
28,2504,6,3,6,5.44,0.300966333333333,10.8141358322055,9.09822975933998,1,114,-0.000375251240898255,0.0325316260397653
28,2504,8,1,8,5.76,0.23259725,13.7055259161055,11.1801300405393,1,104,0.0112363858503113,0.0297119063067177
28,2504,8,2,8,5.48,0.217712,13.0518310378495,10.9383548527362,1,98,0.0014119635756275,0.0356155763164532
28,2504,8,3,8,5.72,0.23008425,14.1948471967661,11.1318756716514,1,99,-0.00333812285348475,0.0334564794310974
28,2504,10,1,10,7.32,0.2327038,17.2295057344949,13.9101121039669,1,102,0.00408751071626312,0.0318462438449858
28,2504,10,2,10,7.04,0.2350612,16.7244834634118,14.0776186106249,1,102,0.00489490373372055,0.0245232993630544
28,2504,10,3,10,7.12,0.2299846,17.2001514782056,13.9179144874042,1,95,-0.00147230703465476,0.0308954545155698
28,2504,12,1,12,8.2,0.228669333333333,20.2186377167224,16.7232358165864,1,106,0.0019810405823621,0.030815788808426
28,2504,12,2,12,8.32,0.222881166666667,20.385044610823,16.5278611783641,1,92,0.000681956166389368,0.0333001212478946
28,2504,12,3,12,9.28,0.247820333333333,20.1718395160093,17.0562624406144,1,108,0.00228509596450618,0.0232960461638897
29,2504,2,1,2,1.68,0.288106,3.29610733370234,2.99944691957191,1,52,-0.0233948875328341,0.0932564694281726
29,2504,2,2,2,1.8,0.253455,3.22704437739906,2.84063400335261,1,67,-0.00064647309566296,0.0554782651377308
29,2504,2,3,2,2,0.404563,3.73214383810604,3.4583053670887,1,64,0.0182088211174697,0.0709844700120712
29,2504,3,1,3,2.24,0.270008666666667,4.63236011962958,4.41182886988736,1,82,-0.00181045344883762,0.0503388809911318
29,2504,3,2,3,2.52,0.269334666666667,5.66242101996433,4.35078804689173,1,65,-0.0222681945886826,0.0631370117208799
29,2504,3,3,3,2.44,0.315675333333333,5.41225453228019,4.6805861833752,1,74,0.00295706794094072,0.0445920678963589
29,2504,4,1,4,3.48,0.3306435,6.99282327329637,6.36358392441449,1,102,0.00257325685538689,0.0481877448848414
29,2504,4,2,4,3.2,0.2715875,7.23415001616389,5.85400832968913,1,82,-0.00410201162439005,0.0404534916665973
29,2504,4,3,4,3.12,0.2256785,6.23357310186524,5.48306531531777,1,71,-0.00214394371479779,0.0628655391885659
29,2504,5,1,5,3.88,0.243528,8.09519435654319,7.03499165516452,1,98,0.00846890925622865,0.033312715415377
29,2504,5,2,5,4,0.2930936,8.24811096621166,7.59289213976851,1,103,0.000164549724475401,0.0424677413221427
29,2504,5,3,5,4.08,0.3058124,8.5681614921106,7.7181284500231,1,113,-0.000643265801196896,0.0408010228021236
29,2504,6,1,6,4.76,0.280908666666667,10.4222310577268,8.91752261582755,1,114,0.0121324591588182,0.0322537756670578
29,2504,6,2,6,4.76,0.294398666666667,10.6129202644937,9.09630697013837,1,82,-0.0161121139415284,0.0462974521297796
29,2504,6,3,6,5.2,0.287572,10.4365197587901,8.94742644488067,1,111,0.00931836274484061,0.030306096459464
29,2504,8,1,8,6.16,0.25981575,13.3868695923202,11.5882552209472,1,109,0.00155847099988802,0.0325062664374914
29,2504,8,2,8,6.92,0.319397,13.8736701490259,12.4934794748187,1,138,0.00524992077649724,0.0285422729004803
29,2504,8,3,8,6.36,0.262548,13.1591332033673,11.5831513649251,1,116,0.00398054560881834,0.0286827932100157
29,2504,10,1,10,8.28,0.2866084,17.1321356699469,15.0115410126164,1,122,0.00157997547060109,0.0240076061527485
29,2504,10,2,10,8.24,0.2635892,16.9817812580273,14.4809079474509,1,121,0.00382552325323083,0.0222516476766998
29,2504,10,3,10,8.08,0.2796138,17.2298198974516,14.8644824322238,1,116,-0.00462553013787566,0.026046750241068
29,2504,12,1,12,10.44,0.293746666666667,21.3893535459447,18.0953487492932,1,123,0.00553520731894719,0.0259519582052448
29,2504,12,2,12,9.96,0.284044666666667,20.8233451430107,17.9306533561699,1,114,0.00476246845594124,0.0298353105944874
29,2504,12,3,12,10.12,0.292292666666667,21.1751765626101,18.1260465384849,1,119,0.0047227673788416,0.0305652155668493
30,2504,2,1,2,1.6,0.25447,3.21958497381328,2.86616028089072,1,50,-0.0158175569312577,0.0846196395837419
30,2504,2,2,2,1.64,0.338776,3.74069292201087,3.24125210886435,1,48,-0.0408432181631197,0.11164602759386
30,2504,2,3,2,1.64,0.31881,3.89309579556739,3.15369037526675,1,57,-0.0307377113748999,0.114789451634634
30,2504,3,1,3,2.24,0.274933333333333,5.15253442831011,4.49228316058216,1,80,0.000562222288485553,0.0587900000097353
30,2504,3,2,3,2.44,0.278678,5.26862084530307,4.47558989509952,1,64,-0.00577681454355413,0.0623068411072498
30,2504,3,3,3,2.68,0.312821333333333,5.43814096900904,4.63198874274307,1,87,0.00646822694326858,0.0432166526309046
30,2504,4,1,4,3.24,0.2833775,7.32528238739228,5.96986984424056,1,77,-0.000712116064420469,0.0386300486909183
30,2504,4,2,4,3.08,0.2355505,6.13132434246617,5.54823448435299,1,83,-0.00257705451343,0.0451563787321279
30,2504,4,3,4,3.68,0.307435,7.31303279420209,6.06353574091286,1,105,0.00454476750205623,0.0340190253512026
30,2504,5,1,5,3.88,0.2494692,8.57760301005186,7.14106093324657,1,80,-0.00543154745115606,0.0527682351844583
30,2504,5,2,5,4.32,0.2762988,8.60053917564064,7.32292349003277,1,111,-0.00947173297016837,0.0332741685066244
30,2504,5,3,5,3.8,0.2714908,9.32858074781594,7.40947301366803,1,92,-0.000821436532687558,0.0351983820827818
30,2504,6,1,6,4.56,0.259806333333333,10.8744917115183,8.71969622159188,1,81,0.00202158281596232,0.0375606313534497
30,2504,6,2,6,4.28,0.244294333333333,10.1103552914965,8.56218820338741,1,93,0.0161374276644198,0.0441691805765556
30,2504,6,3,6,4,0.206312,9.36309117326529,8.08613767737193,1,92,0.00384459582461267,0.0374539527294444
30,2504,8,1,8,6.84,0.291517,14.072618714486,12.0039751026774,1,130,-0.00481121298777024,0.0255446030905201
30,2504,8,2,8,6.48,0.279373,14.267139115689,11.8827000911061,1,96,-0.00116828774515425,0.0331689926134332
30,2504,8,3,8,6,0.25829225,13.911990416743,11.5753106766038,1,99,0.00021050631902246,0.0380828431937513
30,2504,10,1,10,7.44,0.2657918,17.6081822926688,14.6964320079632,1,90,0.00533194050485596,0.0348337709296731
30,2504,10,2,10,7.6,0.2521132,16.1031274436076,14.320143267771,1,116,0.00992400015252227,0.0345241116998006
30,2504,10,3,10,8.08,0.2697258,17.3708641708209,14.6200678174999,1,103,-0.0107235101307517,0.0345446948270911
30,2504,12,1,12,8.88,0.254737666666667,21.0227796824083,17.3411721670133,1,93,-0.0018372756588479,0.0313513406407077
30,2504,12,2,12,9.72,0.272646,20.7600205485231,17.5993327245322,1,116,-0.00256133376813521,0.0240526294594717
30,2504,12,3,12,9.52,0.271457666666667,21.0047780699379,17.6402482728151,1,108,-0.00626697133274425,0.026364346482919
31,2504,2,1,2,1.4,0.177847,3.76797348021477,2.58472002010882,1,55,0.0167830895477488,0.104917138803528
31,2504,2,2,2,1.72,0.308937,3.98580201032588,3.09586205357477,1,44,-0.0222937190825642,0.0693375226542413
31,2504,2,3,2,1.4,0.177847,3.76797348021477,2.58472002010882,1,55,0.0167830895477488,0.104917138803528
31,2504,3,1,3,2.28,0.259816,5.64166875049445,4.3526906922085,1,66,0.00708665168292565,0.0593369747506931
31,2504,3,2,3,2.48,0.308886,5.8632633155667,4.6334964158231,1,66,0.0153630119013266,0.0595585657617358
31,2504,3,3,3,2.28,0.250028666666667,5.27029077087109,4.29229829200911,1,79,0.0054270083211936,0.0562103842231147
31,2504,4,1,4,3,0.259104,6.3317549159112,5.82609961423079,1,81,0.00480504925322225,0.0458088385241548
31,2504,4,2,4,2.84,0.2514375,6.64606610995524,5.76186472105186,1,78,-0.00218051774884499,0.0428970968775957
31,2504,4,3,4,3.4,0.320118,7.49896922265885,6.27046239330411,1,101,0.0101285793999369,0.0281493413321621
31,2504,5,1,5,4.24,0.2978376,8.79812811690251,7.58077975033238,1,101,-0.00934657210038563,0.0371680379785218
31,2504,5,2,5,2.84,0.1638044,7.72561860392933,6.3841898029724,1,76,0.0094255719689429,0.058820544979088
31,2504,5,3,5,3.52,0.2166016,8.40440751669707,6.78944948041183,1,84,-0.00115575587267812,0.0516368522169366
31,2504,6,1,6,4.4,0.226562333333333,10.239667732744,8.26126541088107,1,90,0.000667893806573869,0.0502094852707036
31,2504,6,2,6,4.44,0.26973,10.8313745378395,8.84618652855267,1,89,0.00509892105178707,0.046483699876834
31,2504,6,3,6,5,0.281632,11.0299547831226,8.92145698809359,1,89,0.00243323550531607,0.038978608041707
31,2504,8,1,8,6.16,0.2565995,14.9813276596467,11.5616023452585,1,95,0.00678077414713604,0.041097426373811
31,2504,8,2,8,5.84,0.23930325,13.7616747430018,11.2641339706724,1,95,0.00344067911651235,0.0365125042913592
31,2504,8,3,8,5.76,0.23548075,14.2064868342389,11.2281940329695,1,88,0.0102771529229458,0.0436153517980069
31,2504,10,1,10,7.28,0.2360248,17.0832343433345,14.0222258693917,1,102,0.000220097726530994,0.0365932319872504
31,2504,10,2,10,7.12,0.242987,17.5464479874579,14.2375971814471,1,98,0.00368068190594807,0.0400196995543921
31,2504,10,3,10,7.92,0.2805904,18.4717193990966,14.919901851779,1,97,0.00191145279241589,0.0349840223169092
31,2504,12,1,12,8.72,0.248429833333333,20.7589432943024,17.1668592117709,1,101,0.00544714842019496,0.0322110551206194
31,2504,12,2,12,9.48,0.26626,21.9130120932165,17.5070408226033,1,99,0.0055724788315179,0.0359184148583924
31,2504,12,3,12,8.6,0.2384205,20.9177759031351,16.947626977212,1,102,0.00933760920991855,0.0352257752539264
32,2504,2,1,2,1.32,0.17492,3.3845124338348,2.5550442396014,1,35,-0.154706567269529,0.185673057261894
32,2504,2,2,2,1.08,0.146562,2.64441055479575,2.49268211117393,1,59,-0.0976326968137921,0.166323638207673
32,2504,2,3,2,1.44,0.202903,2.84991527834082,2.68736247115837,1,53,-0.00968271309322197,0.0684614087606831
32,2504,3,1,3,2.2,0.198138,4.14032005803671,3.98039227283009,1,66,-0.00967518492050052,0.0727415953405432
32,2504,3,2,3,2.44,0.224110666666667,4.238226039654,4.12729087808299,1,73,-0.00556293675828027,0.0699035998966422
32,2504,3,3,3,1.96,0.190974,4.83815366761296,3.96084404761204,1,56,-0.00845495794003982,0.0982419173047944
32,2504,4,1,4,2.04,0.1093675,5.17429392825577,4.65323726768389,1,67,-0.0373088983129411,0.0796542466839801
32,2504,4,2,4,2.64,0.190793,6.71899658035235,5.23851982469991,1,73,-0.0125404657618362,0.0664157006634582
32,2504,4,3,4,2.48,0.182123,5.49297040726241,5.23976586111896,1,83,0.0111515904028957,0.0479907249469659
32,2504,5,1,5,3,0.2019544,7.30015762597938,6.74906982307541,1,105,0.00411174152688769,0.0383870281611902
32,2504,5,2,5,2.68,0.1488264,6.90741859082452,6.21763704912388,1,90,-0.009495892316751,0.0613005610085362
32,2504,5,3,5,3.48,0.2294692,8.04868393500117,6.9908351400946,1,83,0.00431480181012309,0.0478843209085922
32,2504,6,1,6,3.76,0.194502666666667,8.9621219786654,8.01909396270993,1,101,-0.00103022313109647,0.034437702998011
32,2504,6,2,6,3.72,0.173212,8.38995253507738,7.72461654560815,1,105,0.011699433777264,0.0458346522957899
32,2504,6,3,6,3.76,0.192026,9.58782746726414,7.92269930089656,1,91,0.00346516439726993,0.039515532636117
32,2504,8,1,8,5.6,0.2059365,11.2387143716475,10.7821515191304,1,136,0.00180174639798922,0.02555224645645
32,2504,8,2,8,5.16,0.18138625,11.53160183951,10.390806211441,1,113,0.00942309267342407,0.0282964083115547
32,2504,8,3,8,4.88,0.1789405,11.6428501727326,10.3837701250348,1,107,-0.00184290030395301,0.0381979617886698
32,2504,10,1,10,6.4,0.1841492,14.2140033022104,13.1006804488783,1,100,0.000241893200615126,0.0324730257656187
32,2504,10,2,10,6.76,0.1940722,15.1109498873428,13.239209130516,1,104,-0.00490440712090443,0.0313191249582885
32,2504,10,3,10,6.56,0.2042022,15.5072287347837,13.4402368027372,1,94,-0.00107593600838246,0.0417695935488989
32,2504,12,1,12,8.6,0.215002,18.2142845866368,16.367423648073,1,114,-0.000918501759332238,0.02146613635661
32,2504,12,2,12,7.72,0.1888735,18.2683774884197,15.7776880256012,1,103,0.00400091521581992,0.032334326875639
32,2504,12,3,12,8.16,0.20024,18.6296725802971,16.0399654231024,1,109,0.00125845909853467,0.0323527047990637
33,2504,2,1,2,1.92,0.251916,3.27153785216901,2.84584552552857,1,65,0.0190305087421156,0.0565624157141467
33,2504,2,2,2,1.48,0.252118,3.13082982435949,2.8950514018646,1,43,0.00139729281669633,0.0933305392955783
33,2504,2,3,2,1.96,0.324988,3.95174229646193,3.13548792899745,1,50,0.00434001869038741,0.0806517844255301
33,2504,3,1,3,2,0.216042,4.94996624331669,4.09877615982058,1,51,0.00499253622813762,0.0829844531261545
33,2504,3,2,3,1.92,0.202797333333333,4.94643883663394,4.03461313484118,1,65,-0.0294306081011325,0.0546506146542848
33,2504,3,3,3,1.56,0.182822,4.34878991208343,3.9669638455002,1,54,0.00694577123354994,0.0594579709459007
33,2504,4,1,4,2.92,0.2343975,6.22750303488484,5.5939183676388,1,69,-0.00287275190778058,0.0495866692514627
33,2504,4,2,4,3.24,0.262069,6.7825150318334,5.80089109828476,1,82,0.00837917305176205,0.0438124656665875
33,2504,4,3,4,3.48,0.310955,7.33720937658683,6.19688090979487,1,95,0.00869858875189999,0.0416099792978691
33,2504,5,1,5,2.88,0.1956608,7.862637089805,6.72464973111747,1,68,-0.00783804251799173,0.0547123433736584
33,2504,5,2,5,4.44,0.2411904,8.12516194747518,7.04796921093837,1,107,-0.00408778322029189,0.0289254780477216
33,2504,5,3,5,3.68,0.2357056,8.21143381811812,7.0421682333674,1,90,0.00703244151111875,0.0347864211451093
33,2504,6,1,6,4.84,0.280884,10.4209034805445,8.9372203311543,1,93,-0.0131762808953629,0.0403002012986683
33,2504,6,2,6,4.44,0.221158333333333,9.08487277774576,8.26416055551185,1,100,-0.00307481026152643,0.0302398457099334
33,2504,6,3,6,5.2,0.237429,9.79496689468498,8.36367273231122,1,101,0.00175816632790248,0.0396424608199032
33,2504,8,1,8,6.64,0.265737,13.9429252127381,11.6597657734603,1,107,0.00743558415298525,0.0274201517510526
33,2504,8,2,8,5.88,0.21717725,12.5884360321446,10.9762614500903,1,111,0.00151398742462236,0.0264814076092936
33,2504,8,3,8,6.68,0.25021875,13.3154908940808,11.4140667076501,1,112,-0.000819068305381717,0.0253167603369602
33,2504,10,1,10,8.4,0.2657094,16.7227410622523,14.5549039047508,1,111,-0.000183477479214389,0.0264867487585896
33,2504,10,2,10,8.36,0.2580332,16.8184929117528,14.413609548519,1,96,-0.00807186408836619,0.0316284377536997
33,2504,10,3,10,8.04,0.2313472,16.3510912189788,13.8576228795012,1,115,-0.00168967415046369,0.0270293341458959
33,2504,12,1,12,9.48,0.262377,20.8098214033502,17.4212626200722,1,121,0.000961714883169654,0.02920015472552
33,2504,12,2,12,9.8,0.2493625,20.2063326826904,17.0559142330058,1,112,-0.00741410822866715,0.0252381278200078
33,2504,12,3,12,9,0.22895,19.3722127280533,16.652901098344,1,122,0.000652008289493017,0.0257043735501636
34,2504,2,1,2,1.52,0.260575,3.45340820591865,2.89408590234391,1,34,-0.0320244211723291,0.131373744230808
34,2504,2,2,2,1.96,0.34656,3.78348546752292,3.22859170112155,1,65,0.0207996257749443,0.0757767062587999
34,2504,2,3,2,1.76,0.313905,3.41063025184716,3.09536349953118,1,64,0.0066672812169147,0.0742094377945876
34,2504,3,1,3,2.8,0.322222666666667,5.18657570067183,4.68509684142429,1,80,0.00281049646516246,0.0411410040322455
34,2504,3,2,3,2.88,0.362000666666667,5.79051911132788,4.91381520847007,1,87,0.00104333640407212,0.0495036501819755
34,2504,3,3,3,2.96,0.357585333333333,5.38497952736165,4.85986673593446,1,85,-0.00475047267209105,0.0420895428057065
34,2504,4,1,4,2.4,0.1628705,5.63630922720847,5.04960528436359,1,63,0.00667565742136344,0.0634247331516612
34,2504,4,2,4,2.84,0.2274645,6.30500653837224,5.54182683774276,1,86,0.0097469269931591,0.0450728320315365
34,2504,4,3,4,3.4,0.2716445,6.83373200195304,5.81684934594687,1,80,0.0102830273043736,0.0515402324064989
34,2504,5,1,5,3.12,0.1912712,7.23719227271053,6.6189791409972,1,86,0.00694604924215193,0.0462326470861245
34,2504,5,2,5,3.68,0.223636,8.64572878598658,6.88125391262872,1,76,0.00400816714624949,0.0340190679102121
34,2504,5,3,5,3,0.1699376,7.41516820077786,6.39411922897595,1,83,0.0123652253636151,0.049697771660354
34,2504,6,1,6,4.76,0.257422666666667,9.56573118102714,8.6236107358791,1,105,0.00928166857629654,0.0362118837594635
34,2504,6,2,6,4.16,0.21796,9.72787379358851,8.20355599906413,1,93,0.0133709648176849,0.0422136430809494
34,2504,6,3,6,4.24,0.219492666666667,8.84627167324384,8.20045029128524,1,90,0.00492153163444258,0.0339135344015771
34,2504,8,1,8,6.48,0.25900125,12.9439177779512,11.5263166083883,1,116,0.0124331631489394,0.0319343641201874
34,2504,8,2,8,6.6,0.26534525,13.5104720384666,11.6262444236166,1,114,0.0083761670305208,0.030661800727714
34,2504,8,3,8,5.8,0.22451925,12.5080660520473,10.9951233325012,1,88,-0.00509067715718408,0.0486864299290164
34,2504,10,1,10,7.4,0.22952,16.0654407569556,13.8732151221606,1,102,0.00201854464741597,0.0302858432860712
34,2504,10,2,10,8.6,0.2891138,17.9462682758671,14.9976909341351,1,110,0.0131587410502955,0.0257055688567853
34,2504,10,3,10,7.4,0.2368448,15.4137836350965,14.000185314269,1,101,0.0100648996234843,0.0329770703194181
34,2504,12,1,12,8.8,0.2277445,19.1440585216544,16.6200948061363,1,96,0.0155759121304875,0.0388740453828986
34,2504,12,2,12,9.84,0.265781,19.7376698488168,17.4336953897611,1,115,0.00407525577796959,0.0185279224873143
34,2504,12,3,12,8.96,0.242749666666667,19.5961004647175,16.9496440766629,1,91,0.0101081776050435,0.034670039917926
35,2504,2,1,2,1.2,0.196582,3.37811169925981,2.67207668907528,1,49,-0.0505387953888403,0.124657279354501
35,2504,2,2,2,0.96,0.168768,3.18442983047456,2.58979626203462,1,58,-0.127150149618708,0.189285781548865
35,2504,2,3,2,1,0.151392,2.60737127153421,2.50271894813827,1,33,-0.239118763542376,0.325394383740976
35,2504,3,1,3,2.04,0.217546,4.83838220360195,4.11089145286052,1,60,-0.0379569534870541,0.074250820259219
35,2504,3,2,3,1.36,0.114969333333333,4.5221773866447,3.56935160272182,1,42,0.00708305292196503,0.108048884981668
35,2504,3,3,3,2.32,0.209410666666667,5.05045355394,4.02185993691838,1,51,0.0312660548188336,0.0757005470269419
35,2504,4,1,4,2.48,0.185745,5.91934228192499,5.22984783024446,1,76,0.00693576297149964,0.0569222986975856
35,2504,4,2,4,3.4,0.252433,7.53633364560704,5.69046817904219,1,66,0.0149847142333025,0.0477662094316802
35,2504,4,3,4,3.36,0.2893,7.50291391472707,5.99787381168728,1,90,-0.00287783199624339,0.0407385941166352
35,2504,5,1,5,3.08,0.2001192,7.72115539474767,6.7060033212793,1,89,0.000304521140150874,0.045283539835576
35,2504,5,2,5,4.04,0.2727612,8.96468184234594,7.34659513450407,1,104,0.00282524368927921,0.0335179750974617
35,2504,5,3,5,3.08,0.1859816,8.02359422488162,6.57247494801136,1,89,0.0105660004442346,0.0452560701129913
35,2504,6,1,6,4.08,0.228206666666667,10.1319375897417,8.37236261470381,1,93,0.0128169867311774,0.033774260211083
35,2504,6,2,6,4.48,0.231162,10.4886614941443,8.36470929981562,1,83,-0.000644834807278114,0.0365924885761507
35,2504,6,3,6,3.2,0.176898666666667,8.76054818885561,7.82101923435982,1,93,0.0143515812900374,0.0537601706369501
35,2504,8,1,8,5.36,0.211443,12.3601373490011,10.858478448261,1,95,0.0147050576703014,0.0430944442079962
35,2504,8,2,8,5.44,0.21910975,13.1840177253728,11.0162361466985,1,95,0.0125390989286436,0.0329234905900883
35,2504,8,3,8,5.68,0.21470975,13.602323410306,10.8643385910761,1,93,0.00579582218737228,0.0313318653754706
35,2504,10,1,10,5.48,0.1637704,14.5766745447967,12.7550553135868,1,77,0.00501617520783051,0.0440205692330907
35,2504,10,2,10,6.76,0.2159692,16.1770049973659,13.6705620101515,1,97,0.00739705121375802,0.0284361555696166
35,2504,10,3,10,7.04,0.2193592,16.5979745730119,13.6974572266128,1,84,0.000690542625789477,0.0325815394186452
35,2504,12,1,12,8.4,0.217608666666667,19.6929215800548,16.4219266290506,1,79,-0.00226806213193362,0.0409575122539726
35,2504,12,2,12,7.2,0.1788305,18.3547000324459,15.5768387697262,1,74,-0.000722212385371995,0.0571997292485214
35,2504,12,3,12,7.44,0.192416166666667,19.2557193686374,15.9187611753609,1,87,0.00538615972280717,0.0344729983558676
36,2504,2,1,2,1.36,0.230424,3.26526801971327,2.80350584929207,1,82,-0.0314769555079197,0.0921405608234089
36,2504,2,2,2,1.08,0.165361,2.93850761275087,2.59193261521645,1,44,-0.144239676085216,0.217982168221942
36,2504,2,3,2,1.08,0.197191,2.87124751359798,2.70446525487971,1,144,-0.0116299240229692,0.0435327856041449
36,2504,3,1,3,1.92,0.219438666666667,5.22452100404861,4.15450785432519,1,61,-0.0129645248785696,0.0753668589767349
36,2504,3,2,3,2,0.171884666666667,4.97321242505663,3.84319679079783,1,38,0.0427738971193252,0.105861868656102
36,2504,3,3,3,1.8,0.158896666666667,4.21895553346778,3.77113074147548,1,66,0.0376587763533724,0.11065764081253
36,2504,4,1,4,2.24,0.1710155,6.16865190109603,5.16130721580869,1,90,0.00470293473201944,0.0492180557267563
36,2504,4,2,4,2.96,0.244932,7.26223834794205,5.67201907459421,1,69,-0.00931920268926954,0.0688915147211747
36,2504,4,3,4,2.16,0.148666,6.37707824982055,4.96187238708835,1,40,0.0147948954332804,0.114204120566784
36,2504,5,1,5,3.96,0.2727896,8.5548115575642,7.33325629372699,1,101,0.008042255646343,0.0347413420630517
36,2504,5,2,5,3.6,0.2411308,8.41299942270792,7.04722122152933,1,76,0.0327293444175571,0.0636430807384597
36,2504,5,3,5,3.2,0.1949252,7.35354983741661,6.65949636817543,1,76,-0.00218642215519288,0.061686424111324
36,2504,6,1,6,3.64,0.217509666666667,10.0675564714545,8.29054768169437,1,80,0.0213588483173292,0.0506084906870771
