"edge_class","mean_delta","mean_abs","n","replicate","scenario","generation"
"interior",-0.0178877969661186,0.0363566044986059,104,49,"Rate-conserved",2704
"all",-0.0178877969661186,0.0363566044986059,104,49,"Rate-conserved",2704
"interior",-0.00868475274668403,0.0323668633728215,98,50,"Rate-conserved",2704
"all",-0.00868475274668403,0.0323668633728215,98,50,"Rate-conserved",2704
"interior",-0.00100802736336854,0.0253123800033141,120,1,"Isotropic",2754
"all",-0.00100802736336854,0.0253123800033141,120,1,"Isotropic",2754
"interior",0.0130816261984292,0.0273454367353982,86,2,"Isotropic",2754
"all",0.0130816261984292,0.0273454367353982,86,2,"Isotropic",2754
"interior",0.0104171661314541,0.0252911034679357,114,3,"Isotropic",2754
"all",0.0104171661314541,0.0252911034679357,114,3,"Isotropic",2754
"interior",-0.00787820069555921,0.0282271001433414,129,4,"Isotropic",2754
"all",-0.00787820069555921,0.0282271001433414,129,4,"Isotropic",2754
"interior",0.00890733614225107,0.0379296745828039,86,5,"Isotropic",2754
"all",0.00890733614225107,0.0379296745828039,86,5,"Isotropic",2754
"interior",-0.00823019887648374,0.0268369393101515,101,6,"Isotropic",2754
"all",-0.00823019887648374,0.0268369393101515,101,6,"Isotropic",2754
"interior",0.0104172715591184,0.0352644047219111,84,7,"Isotropic",2754
"all",0.0104172715591184,0.0352644047219111,84,7,"Isotropic",2754
"interior",0.0116533509936225,0.0312148275983547,94,8,"Isotropic",2754
"all",0.0116533509936225,0.0312148275983547,94,8,"Isotropic",2754
"interior",0.00254208950034402,0.0221149732078462,118,9,"Isotropic",2754
"all",0.00254208950034402,0.0221149732078462,118,9,"Isotropic",2754
"interior",-0.0199089130637827,0.0488774768780008,78,10,"Isotropic",2754
"all",-0.0199089130637827,0.0488774768780008,78,10,"Isotropic",2754
"interior",-0.00746785102880404,0.0280834840761585,99,11,"Isotropic",2754
"all",-0.00746785102880404,0.0280834840761585,99,11,"Isotropic",2754
"interior",0.00887023590916114,0.0255285871013474,101,12,"Isotropic",2754
"all",0.00887023590916114,0.0255285871013474,101,12,"Isotropic",2754
"interior",-0.00592478682463508,0.0414764703189939,70,13,"Isotropic",2754
"all",-0.00592478682463508,0.0414764703189939,70,13,"Isotropic",2754
"interior",0.00922812559472274,0.0319413584945132,98,14,"Isotropic",2754
"all",0.00922812559472274,0.0319413584945132,98,14,"Isotropic",2754
"interior",0.00183942361440226,0.0315727265761586,90,15,"Isotropic",2754
"all",0.00183942361440226,0.0315727265761586,90,15,"Isotropic",2754
"interior",-0.0113108961571657,0.0368149776650117,102,16,"Isotropic",2754
"all",-0.0113108961571657,0.0368149776650117,102,16,"Isotropic",2754
"interior",0.00432860527525087,0.0390163405417846,88,17,"Isotropic",2754
"all",0.00432860527525087,0.0390163405417846,88,17,"Isotropic",2754
"interior",-0.00324282168245893,0.0444709002846915,70,18,"Isotropic",2754
"all",-0.00324282168245893,0.0444709002846915,70,18,"Isotropic",2754
"interior",-0.00091042517612756,0.0298369713249417,125,19,"Isotropic",2754
"all",-0.00091042517612756,0.0298369713249417,125,19,"Isotropic",2754
"interior",-0.00301397262183304,0.0367007069845365,83,20,"Isotropic",2754
"all",-0.00301397262183304,0.0367007069845365,83,20,"Isotropic",2754
"interior",0.00297068239939871,0.0368939812257746,85,21,"Isotropic",2754
"all",0.00297068239939871,0.0368939812257746,85,21,"Isotropic",2754
"interior",-0.00640161683416401,0.0381744679297569,80,22,"Isotropic",2754
"all",-0.00640161683416401,0.0381744679297569,80,22,"Isotropic",2754
"interior",0.00222112936985141,0.0319931173049118,92,23,"Isotropic",2754
"all",0.00222112936985141,0.0319931173049118,92,23,"Isotropic",2754
"interior",0.0043939251962098,0.0291473993746546,94,24,"Isotropic",2754
"all",0.0043939251962098,0.0291473993746546,94,24,"Isotropic",2754
"interior",-0.00429733329758975,0.027950305312042,106,25,"Isotropic",2754
"all",-0.00429733329758975,0.027950305312042,106,25,"Isotropic",2754
"interior",-0.00266535581851242,0.0467532335987255,88,26,"Isotropic",2754
"all",-0.00266535581851242,0.0467532335987255,88,26,"Isotropic",2754
"interior",-0.00233235562098448,0.0404664710499142,72,27,"Isotropic",2754
"all",-0.00233235562098448,0.0404664710499142,72,27,"Isotropic",2754
"interior",0.00459016130805638,0.0237240527817828,111,28,"Isotropic",2754
"all",0.00459016130805638,0.0237240527817828,111,28,"Isotropic",2754
"interior",-7.06129492894427e-06,0.0301226350820043,105,29,"Isotropic",2754
"all",-7.06129492894427e-06,0.0301226350820043,105,29,"Isotropic",2754
"interior",0.00577296667482152,0.0307156032677274,87,30,"Isotropic",2754
"all",0.00577296667482152,0.0307156032677274,87,30,"Isotropic",2754
"interior",0.00429022569761992,0.0348373039085269,90,31,"Isotropic",2754
"all",0.00429022569761992,0.0348373039085269,90,31,"Isotropic",2754
"interior",-0.0101273214004078,0.0373424874087788,91,32,"Isotropic",2754
"all",-0.0101273214004078,0.0373424874087788,91,32,"Isotropic",2754
"interior",0.00027463314975997,0.0255834743640888,101,33,"Isotropic",2754
"all",0.00027463314975997,0.0255834743640888,101,33,"Isotropic",2754
"interior",0.0102156742925734,0.0415225346495751,96,34,"Isotropic",2754
"all",0.0102156742925734,0.0415225346495751,96,34,"Isotropic",2754
"interior",0.00103307930771066,0.032045043183025,80,35,"Isotropic",2754
"all",0.00103307930771066,0.032045043183025,80,35,"Isotropic",2754
"interior",0.0138472943577097,0.034357815687605,95,36,"Isotropic",2754
"all",0.0138472943577097,0.034357815687605,95,36,"Isotropic",2754
"interior",4.12935059658715e-05,0.0379088810606667,82,37,"Isotropic",2754
"all",4.12935059658715e-05,0.0379088810606667,82,37,"Isotropic",2754
"interior",0.00237428514499071,0.0342609309063951,85,38,"Isotropic",2754
"all",0.00237428514499071,0.0342609309063951,85,38,"Isotropic",2754
"interior",0.00990794457693962,0.0370748699669047,88,39,"Isotropic",2754
"all",0.00990794457693962,0.0370748699669047,88,39,"Isotropic",2754
"interior",0.010122857734463,0.0326680924570548,92,40,"Isotropic",2754
"all",0.010122857734463,0.0326680924570548,92,40,"Isotropic",2754
"interior",0.00475647400146551,0.0385729998533363,91,41,"Isotropic",2754
"all",0.00475647400146551,0.0385729998533363,91,41,"Isotropic",2754
"interior",0.00205658805942015,0.0216604789642314,118,42,"Isotropic",2754
"all",0.00205658805942015,0.0216604789642314,118,42,"Isotropic",2754
"interior",-0.0039812995615037,0.0347451559303731,88,43,"Isotropic",2754
"all",-0.0039812995615037,0.0347451559303731,88,43,"Isotropic",2754
"interior",-0.00896032420276552,0.0284958668105721,97,44,"Isotropic",2754
"all",-0.00896032420276552,0.0284958668105721,97,44,"Isotropic",2754
"interior",-0.00544645731579963,0.03185035377776,105,45,"Isotropic",2754
"all",-0.00544645731579963,0.03185035377776,105,45,"Isotropic",2754
"interior",0.00128361878384229,0.0358655018147228,81,46,"Isotropic",2754
"all",0.00128361878384229,0.0358655018147228,81,46,"Isotropic",2754
"interior",0.00281410694296386,0.0332271891741439,103,47,"Isotropic",2754
"all",0.00281410694296386,0.0332271891741439,103,47,"Isotropic",2754
"interior",0.010844964362663,0.0278718736578205,119,48,"Isotropic",2754
"all",0.010844964362663,0.0278718736578205,119,48,"Isotropic",2754
"interior",0.00230479401567669,0.0275550884976593,84,49,"Isotropic",2754
"all",0.00230479401567669,0.0275550884976593,84,49,"Isotropic",2754
"interior",0.00797142174409694,0.0279338191457261,132,50,"Isotropic",2754
"all",0.00797142174409694,0.0279338191457261,132,50,"Isotropic",2754
"interior",0.000191172996881827,0.106373825536968,60,1,"Flux-conserved",2754
"all",0.000191172996881827,0.106373825536968,60,1,"Flux-conserved",2754
"interior",0.04036097567638,0.10540432487221,100,2,"Flux-conserved",2754
"all",0.04036097567638,0.10540432487221,100,2,"Flux-conserved",2754
"interior",0.0135728967981391,0.0603173119074246,132,3,"Flux-conserved",2754
"all",0.0135728967981391,0.0603173119074246,132,3,"Flux-conserved",2754
"interior",0.123956647172407,0.191334813706501,57,4,"Flux-conserved",2754
"all",0.123956647172407,0.191334813706501,57,4,"Flux-conserved",2754
"interior",0.0530120718394864,0.117231275934129,76,5,"Flux-conserved",2754
"all",0.0530120718394864,0.117231275934129,76,5,"Flux-conserved",2754
"interior",0.0429376017189072,0.140929331300123,62,6,"Flux-conserved",2754
"all",0.0429376017189072,0.140929331300123,62,6,"Flux-conserved",2754
"interior",-0.0514013784013185,0.0837830686359655,57,7,"Flux-conserved",2754
"leaf-incident",0.841700313423335,0.841700313423335,6,7,"Flux-conserved",2754
"all",0.0336559255819818,0.15596566337762,63,7,"Flux-conserved",2754
"interior",0.0142555797920666,0.0734449000998269,100,8,"Flux-conserved",2754
"all",0.0142555797920666,0.0734449000998269,100,8,"Flux-conserved",2754
"interior",-0.0124640039590006,0.0720605588529253,87,9,"Flux-conserved",2754
"all",-0.0124640039590006,0.0720605588529253,87,9,"Flux-conserved",2754
"interior",0.0445525637358977,0.149534516949828,45,10,"Flux-conserved",2754
"leaf-incident",0.471859568947396,0.471859568947396,1,10,"Flux-conserved",2754
"all",0.0538418464578868,0.156541583297601,46,10,"Flux-conserved",2754
"interior",0.0113721544638699,0.0569262513543453,113,11,"Flux-conserved",2754
"all",0.0113721544638699,0.0569262513543453,113,11,"Flux-conserved",2754
"interior",0.0974655685396051,0.166410784058353,69,12,"Flux-conserved",2754
"all",0.0974655685396051,0.166410784058353,69,12,"Flux-conserved",2754
"interior",-0.0375632960835162,0.0887595765057517,63,13,"Flux-conserved",2754
"all",-0.0375632960835162,0.0887595765057517,63,13,"Flux-conserved",2754
"interior",0.0110305420040018,0.0924327126104915,62,14,"Flux-conserved",2754
"all",0.0110305420040018,0.0924327126104915,62,14,"Flux-conserved",2754
"interior",-0.0209578102556241,0.0413156294224185,109,15,"Flux-conserved",2754
"all",-0.0209578102556241,0.0413156294224185,109,15,"Flux-conserved",2754
"interior",-0.013505238358336,0.0410347403642809,93,16,"Flux-conserved",2754
"all",-0.013505238358336,0.0410347403642809,93,16,"Flux-conserved",2754
"interior",-0.0140526116993099,0.048610658250057,74,17,"Flux-conserved",2754
"all",-0.0140526116993099,0.048610658250057,74,17,"Flux-conserved",2754
"interior",0.0307043860284977,0.0926524592122659,98,18,"Flux-conserved",2754
"all",0.0307043860284977,0.0926524592122659,98,18,"Flux-conserved",2754
"interior",0.0181774946713731,0.129729766307315,49,19,"Flux-conserved",2754
"all",0.0181774946713731,0.129729766307315,49,19,"Flux-conserved",2754
"interior",-0.021697064092123,0.059135007861769,80,20,"Flux-conserved",2754
"all",-0.021697064092123,0.059135007861769,80,20,"Flux-conserved",2754
"interior",0.105487872700027,0.167927636683135,74,21,"Flux-conserved",2754
"all",0.105487872700027,0.167927636683135,74,21,"Flux-conserved",2754
"interior",0.0548730827839696,0.129497401574407,59,22,"Flux-conserved",2754
"all",0.0548730827839696,0.129497401574407,59,22,"Flux-conserved",2754
"interior",-0.0507707606405405,0.101237217608016,53,23,"Flux-conserved",2754
"all",-0.0507707606405405,0.101237217608016,53,23,"Flux-conserved",2754
"interior",0.0166309232422107,0.100219386475848,84,24,"Flux-conserved",2754
"all",0.0166309232422107,0.100219386475848,84,24,"Flux-conserved",2754
"interior",0.0163550452587449,0.074478490947398,85,25,"Flux-conserved",2754
"all",0.0163550452587449,0.074478490947398,85,25,"Flux-conserved",2754
"interior",-0.0387935824990129,0.0696213281170939,67,26,"Flux-conserved",2754
"all",-0.0387935824990129,0.0696213281170939,67,26,"Flux-conserved",2754
"interior",-0.0511466123554946,0.090335945065904,57,27,"Flux-conserved",2754
"all",-0.0511466123554946,0.090335945065904,57,27,"Flux-conserved",2754
"interior",-0.0134469461551694,0.0741916364155983,85,28,"Flux-conserved",2754
"all",-0.0134469461551694,0.0741916364155983,85,28,"Flux-conserved",2754
"interior",0.00594039526799727,0.0310140276578573,176,29,"Flux-conserved",2754
"all",0.00594039526799727,0.0310140276578573,176,29,"Flux-conserved",2754
"interior",0.0434759033401102,0.101976432805841,74,30,"Flux-conserved",2754
"all",0.0434759033401102,0.101976432805841,74,30,"Flux-conserved",2754
"interior",0.0252772799723029,0.0956591770221922,59,31,"Flux-conserved",2754
"all",0.0252772799723029,0.0956591770221922,59,31,"Flux-conserved",2754
"interior",0.00153020549058116,0.0610176490011789,58,32,"Flux-conserved",2754
"all",0.00153020549058116,0.0610176490011789,58,32,"Flux-conserved",2754
"interior",-0.0373304803067598,0.0710559229587545,65,33,"Flux-conserved",2754
"leaf-incident",-0.241796172407408,0.241796172407408,1,33,"Flux-conserved",2754
"all",-0.0404284453385878,0.0736428964352493,66,33,"Flux-conserved",2754
"interior",0.0624821834065945,0.0940844236403725,126,34,"Flux-conserved",2754
"all",0.0624821834065945,0.0940844236403725,126,34,"Flux-conserved",2754
"interior",-0.0302538158938681,0.0602172188823778,85,35,"Flux-conserved",2754
"all",-0.0302538158938681,0.0602172188823778,85,35,"Flux-conserved",2754
"interior",-0.0344175355759548,0.0828504609899361,61,36,"Flux-conserved",2754
"all",-0.0344175355759548,0.0828504609899361,61,36,"Flux-conserved",2754
"interior",0.00697474609790121,0.10467324850722,65,37,"Flux-conserved",2754
"all",0.00697474609790121,0.10467324850722,65,37,"Flux-conserved",2754
"interior",-0.0140755036491011,0.0816688164180271,61,38,"Flux-conserved",2754
"all",-0.0140755036491011,0.0816688164180271,61,38,"Flux-conserved",2754
"interior",-0.0232586250980709,0.0469255367515996,93,39,"Flux-conserved",2754
"all",-0.0232586250980709,0.0469255367515996,93,39,"Flux-conserved",2754
"interior",-0.0376976325804992,0.0624415813325397,79,40,"Flux-conserved",2754
"all",-0.0376976325804992,0.0624415813325397,79,40,"Flux-conserved",2754
"interior",-0.0395919610029209,0.0803684930181245,49,41,"Flux-conserved",2754
"all",-0.0395919610029209,0.0803684930181245,49,41,"Flux-conserved",2754
"interior",0.032414522754467,0.0941630390670071,66,42,"Flux-conserved",2754
"all",0.032414522754467,0.0941630390670071,66,42,"Flux-conserved",2754
"interior",-0.0225575628459854,0.0514029301418319,64,43,"Flux-conserved",2754
"leaf-incident",0.375392145349716,0.750784290699431,4,43,"Flux-conserved",2754
"all",0.000851243518467603,0.0925430101746318,68,43,"Flux-conserved",2754
"interior",0.0967142274418962,0.190438001881309,61,44,"Flux-conserved",2754
"all",0.0967142274418962,0.190438001881309,61,44,"Flux-conserved",2754
"interior",-0.00447420181380133,0.0752934915987575,33,45,"Flux-conserved",2754
"leaf-incident",0,0.909090909090909,10,45,"Flux-conserved",2754
"all",-0.0034336897640801,0.269199867759723,43,45,"Flux-conserved",2754
"interior",-0.0358752633011104,0.0694917080216696,72,46,"Flux-conserved",2754
"all",-0.0358752633011104,0.0694917080216696,72,46,"Flux-conserved",2754
"interior",-0.0305345905626625,0.0587939957725464,70,47,"Flux-conserved",2754
"all",-0.0305345905626625,0.0587939957725464,70,47,"Flux-conserved",2754
"interior",-0.0277448435164009,0.0657424715390491,59,48,"Flux-conserved",2754
"all",-0.0277448435164009,0.0657424715390491,59,48,"Flux-conserved",2754
"interior",0.0238955443683708,0.09455128465814,84,49,"Flux-conserved",2754
"all",0.0238955443683708,0.09455128465814,84,49,"Flux-conserved",2754
"interior",-0.0232181675125211,0.0512124805743965,81,50,"Flux-conserved",2754
"all",-0.0232181675125211,0.0512124805743965,81,50,"Flux-conserved",2754
"interior",-0.0178546402836877,0.051325499839589,71,1,"Rate-conserved",2754
"all",-0.0178546402836877,0.051325499839589,71,1,"Rate-conserved",2754
"interior",-0.0299474931641435,0.0559333807957435,52,2,"Rate-conserved",2754
"leaf-incident",0.315003652607885,0.315003652607885,1,2,"Rate-conserved",2754
"all",-0.0234389809797656,0.0608214991318216,53,2,"Rate-conserved",2754
"interior",-0.0228579917153876,0.0539399026955446,84,3,"Rate-conserved",2754
"all",-0.0228579917153876,0.0539399026955446,84,3,"Rate-conserved",2754
"interior",-0.0214456244596323,0.0404224006937119,99,4,"Rate-conserved",2754
"all",-0.0214456244596323,0.0404224006937119,99,4,"Rate-conserved",2754
"interior",-0.0274754052572808,0.0506849923419453,80,5,"Rate-conserved",2754
"all",-0.0274754052572808,0.0506849923419453,80,5,"Rate-conserved",2754
"interior",-0.0137676824898127,0.0438018530876152,91,6,"Rate-conserved",2754
"all",-0.0137676824898127,0.0438018530876152,91,6,"Rate-conserved",2754
"interior",-0.0269222498244675,0.0609256311674115,64,7,"Rate-conserved",2754
"all",-0.0269222498244675,0.0609256311674115,64,7,"Rate-conserved",2754
"interior",-0.0205559698981613,0.0480066945232527,59,8,"Rate-conserved",2754
"leaf-incident",0.729151453947655,0.729151453947655,1,8,"Rate-conserved",2754
"all",-0.00806084616739771,0.0593591071803261,60,8,"Rate-conserved",2754
"interior",-0.0311685366695776,0.0606981324538159,68,9,"Rate-conserved",2754
"all",-0.0311685366695776,0.0606981324538159,68,9,"Rate-conserved",2754
"interior",-0.0151586475222176,0.0454320866679563,69,10,"Rate-conserved",2754
"leaf-incident",0.83333347320948,0.83333347320948,6,10,"Rate-conserved",2754
"all",0.0527207221363182,0.108464197591278,75,10,"Rate-conserved",2754
"interior",-0.0232396998342055,0.0505426034409503,78,11,"Rate-conserved",2754
"all",-0.0232396998342055,0.0505426034409503,78,11,"Rate-conserved",2754
"interior",-0.0140970042660004,0.0469173536558075,85,12,"Rate-conserved",2754
"all",-0.0140970042660004,0.0469173536558075,85,12,"Rate-conserved",2754
"interior",-0.0214374867318359,0.0387944612517897,80,13,"Rate-conserved",2754
"leaf-incident",0.506011741504967,0.506011741504967,2,13,"Rate-conserved",2754
"all",-0.00857287140898701,0.0501900046725989,82,13,"Rate-conserved",2754
"interior",-0.0166243966666365,0.0474287790805929,87,14,"Rate-conserved",2754
"all",-0.0166243966666365,0.0474287790805929,87,14,"Rate-conserved",2754
"interior",0.00379369635592292,0.0413723977288696,80,15,"Rate-conserved",2754
"all",0.00379369635592292,0.0413723977288696,80,15,"Rate-conserved",2754
"interior",-0.0222043535580685,0.0451551193163187,84,16,"Rate-conserved",2754
"all",-0.0222043535580685,0.0451551193163187,84,16,"Rate-conserved",2754
"interior",-0.0040626797119932,0.0339911540547643,94,17,"Rate-conserved",2754
"all",-0.0040626797119932,0.0339911540547643,94,17,"Rate-conserved",2754
"interior",-0.0110718707417015,0.0538931363496109,88,18,"Rate-conserved",2754
"all",-0.0110718707417015,0.0538931363496109,88,18,"Rate-conserved",2754
"interior",-0.0295529592545845,0.0623264095805275,76,19,"Rate-conserved",2754
"all",-0.0295529592545845,0.0623264095805275,76,19,"Rate-conserved",2754
"interior",-0.0168810326285957,0.0597226232240711,80,20,"Rate-conserved",2754
"all",-0.0168810326285957,0.0597226232240711,80,20,"Rate-conserved",2754
"interior",-0.00674392338418056,0.0550801804381949,74,21,"Rate-conserved",2754
"all",-0.00674392338418056,0.0550801804381949,74,21,"Rate-conserved",2754
"interior",-0.0156253558368187,0.0314990468412628,110,22,"Rate-conserved",2754
"all",-0.0156253558368187,0.0314990468412628,110,22,"Rate-conserved",2754
"interior",-0.0166351221547983,0.0391004580633062,89,23,"Rate-conserved",2754
"all",-0.0166351221547983,0.0391004580633062,89,23,"Rate-conserved",2754
"interior",-0.0125431949942052,0.0434057742734701,69,24,"Rate-conserved",2754
"all",-0.0125431949942052,0.0434057742734701,69,24,"Rate-conserved",2754
"interior",-0.0193133148075439,0.049093543678938,92,25,"Rate-conserved",2754
"all",-0.0193133148075439,0.049093543678938,92,25,"Rate-conserved",2754
"interior",-0.0138086107672117,0.0479059176965484,64,26,"Rate-conserved",2754
"all",-0.0138086107672117,0.0479059176965484,64,26,"Rate-conserved",2754
"interior",-0.0112893809042273,0.0439608335132372,70,27,"Rate-conserved",2754
"all",-0.0112893809042273,0.0439608335132372,70,27,"Rate-conserved",2754
"interior",-0.01914396531705,0.0466262952223839,86,28,"Rate-conserved",2754
"all",-0.01914396531705,0.0466262952223839,86,28,"Rate-conserved",2754
"interior",-0.017859503536324,0.0367310869541942,93,29,"Rate-conserved",2754
"all",-0.017859503536324,0.0367310869541942,93,29,"Rate-conserved",2754
"interior",-0.0109247599427437,0.0493819053168091,71,30,"Rate-conserved",2754
"all",-0.0109247599427437,0.0493819053168091,71,30,"Rate-conserved",2754
"interior",-0.0152047369593605,0.0432343211526833,88,31,"Rate-conserved",2754
"all",-0.0152047369593605,0.0432343211526833,88,31,"Rate-conserved",2754
"interior",-0.0332298006111027,0.059464215263588,84,32,"Rate-conserved",2754
"leaf-incident",0.135036422922802,0.135036422922802,1,32,"Rate-conserved",2754
"all",-0.0312501979812921,0.0603533000595788,85,32,"Rate-conserved",2754
"interior",-0.0268813312589263,0.0409562501696032,92,33,"Rate-conserved",2754
"all",-0.0268813312589263,0.0409562501696032,92,33,"Rate-conserved",2754
"interior",-0.0161518879515222,0.0448189037497453,96,34,"Rate-conserved",2754
"all",-0.0161518879515222,0.0448189037497453,96,34,"Rate-conserved",2754
"interior",-0.0083954641481602,0.0222376129608084,103,35,"Rate-conserved",2754
"all",-0.0083954641481602,0.0222376129608084,103,35,"Rate-conserved",2754
"interior",-0.0193375973356426,0.043606557610472,82,36,"Rate-conserved",2754
"all",-0.0193375973356426,0.043606557610472,82,36,"Rate-conserved",2754
"interior",-0.0220684294319969,0.0501151473509196,87,37,"Rate-conserved",2754
"all",-0.0220684294319969,0.0501151473509196,87,37,"Rate-conserved",2754
"interior",-0.00492644077782459,0.0459392502493795,81,38,"Rate-conserved",2754
"all",-0.00492644077782459,0.0459392502493795,81,38,"Rate-conserved",2754
"interior",0.00281083661918955,0.054164922024631,77,39,"Rate-conserved",2754
"all",0.00281083661918955,0.054164922024631,77,39,"Rate-conserved",2754
"interior",-0.0174163352766137,0.0408288850852321,86,40,"Rate-conserved",2754
"all",-0.0174163352766137,0.0408288850852321,86,40,"Rate-conserved",2754
"interior",-0.0268622614512727,0.0468585174599771,90,41,"Rate-conserved",2754
"all",-0.0268622614512727,0.0468585174599771,90,41,"Rate-conserved",2754
"interior",-0.00556059966923837,0.0496787862598327,79,42,"Rate-conserved",2754
"all",-0.00556059966923837,0.0496787862598327,79,42,"Rate-conserved",2754
"interior",-0.0151145787030499,0.0595662735158666,72,43,"Rate-conserved",2754
"all",-0.0151145787030499,0.0595662735158666,72,43,"Rate-conserved",2754
"interior",-0.0398755553036268,0.0579786405572658,72,44,"Rate-conserved",2754
"all",-0.0398755553036268,0.0579786405572658,72,44,"Rate-conserved",2754
"interior",-0.013694492659068,0.0615233929530643,69,45,"Rate-conserved",2754
"all",-0.013694492659068,0.0615233929530643,69,45,"Rate-conserved",2754
"interior",-0.0153875309551771,0.0480443727067051,81,46,"Rate-conserved",2754
"all",-0.0153875309551771,0.0480443727067051,81,46,"Rate-conserved",2754
"interior",-0.0136246331031413,0.0353894429821172,92,47,"Rate-conserved",2754
"all",-0.0136246331031413,0.0353894429821172,92,47,"Rate-conserved",2754
"interior",-0.0203572753737153,0.0430038584968588,80,48,"Rate-conserved",2754
"all",-0.0203572753737153,0.0430038584968588,80,48,"Rate-conserved",2754
"interior",-0.0305744199620886,0.0383209578782236,107,49,"Rate-conserved",2754
"all",-0.0305744199620886,0.0383209578782236,107,49,"Rate-conserved",2754
"interior",-0.0216735183212678,0.0446054011061853,82,50,"Rate-conserved",2754
"all",-0.0216735183212678,0.0446054011061853,82,50,"Rate-conserved",2754
"interior",0.00147698315864105,0.0345011216255509,111,1,"Isotropic",2804
"all",0.00147698315864105,0.0345011216255509,111,1,"Isotropic",2804
"interior",0.0067054391025127,0.0423097399633796,83,2,"Isotropic",2804
"all",0.0067054391025127,0.0423097399633796,83,2,"Isotropic",2804
"interior",0.00829521784153446,0.0189017795062602,121,3,"Isotropic",2804
"all",0.00829521784153446,0.0189017795062602,121,3,"Isotropic",2804
"interior",-0.00366787305420067,0.0297151764986303,126,4,"Isotropic",2804
"all",-0.00366787305420067,0.0297151764986303,126,4,"Isotropic",2804
"interior",-0.0120353470511517,0.0449228286662164,72,5,"Isotropic",2804
"all",-0.0120353470511517,0.0449228286662164,72,5,"Isotropic",2804
"interior",-0.00755881210452501,0.044444649660787,87,6,"Isotropic",2804
"all",-0.00755881210452501,0.044444649660787,87,6,"Isotropic",2804
"interior",-0.00530835094629413,0.0356483238471164,78,7,"Isotropic",2804
"all",-0.00530835094629413,0.0356483238471164,78,7,"Isotropic",2804
"interior",0.00918237167128193,0.0358102009026078,88,8,"Isotropic",2804
"all",0.00918237167128193,0.0358102009026078,88,8,"Isotropic",2804
"interior",0.00422773559525982,0.0306081472405216,108,9,"Isotropic",2804
"all",0.00422773559525982,0.0306081472405216,108,9,"Isotropic",2804
"interior",-0.00944698445013015,0.0377354750703271,91,10,"Isotropic",2804
"all",-0.00944698445013015,0.0377354750703271,91,10,"Isotropic",2804
"interior",-0.0114118773045554,0.0251237712287847,101,11,"Isotropic",2804
"all",-0.0114118773045554,0.0251237712287847,101,11,"Isotropic",2804
"interior",0.00420233618941575,0.0268082169485167,105,12,"Isotropic",2804
"all",0.00420233618941575,0.0268082169485167,105,12,"Isotropic",2804
"interior",-0.00433779820656242,0.0354835034659524,76,13,"Isotropic",2804
"all",-0.00433779820656242,0.0354835034659524,76,13,"Isotropic",2804
"interior",0.00530047610409427,0.0300346987201081,99,14,"Isotropic",2804
"all",0.00530047610409427,0.0300346987201081,99,14,"Isotropic",2804
"interior",0.00456354053200034,0.0340684575339344,98,15,"Isotropic",2804
"all",0.00456354053200034,0.0340684575339344,98,15,"Isotropic",2804
"interior",-0.00343955327027527,0.0247334178947189,104,16,"Isotropic",2804
"all",-0.00343955327027527,0.0247334178947189,104,16,"Isotropic",2804
"interior",0.00272991999387534,0.0367054289322808,89,17,"Isotropic",2804
"all",0.00272991999387534,0.0367054289322808,89,17,"Isotropic",2804
"interior",0.0104438906170935,0.0344434644365165,82,18,"Isotropic",2804
"all",0.0104438906170935,0.0344434644365165,82,18,"Isotropic",2804
"interior",-0.00683742331517853,0.0418112562894183,78,19,"Isotropic",2804
"all",-0.00683742331517853,0.0418112562894183,78,19,"Isotropic",2804
"interior",-0.00118980865344712,0.0303004533710268,96,20,"Isotropic",2804
"all",-0.00118980865344712,0.0303004533710268,96,20,"Isotropic",2804
"interior",-0.00460452838004941,0.0416015379317668,88,21,"Isotropic",2804
"all",-0.00460452838004941,0.0416015379317668,88,21,"Isotropic",2804
"interior",-0.0109864101990389,0.0360100439198513,80,22,"Isotropic",2804
"all",-0.0109864101990389,0.0360100439198513,80,22,"Isotropic",2804
"interior",-0.00243465997146778,0.0325306851598041,104,23,"Isotropic",2804
"all",-0.00243465997146778,0.0325306851598041,104,23,"Isotropic",2804
"interior",0.0039542680061085,0.0290912324510373,92,24,"Isotropic",2804
"all",0.0039542680061085,0.0290912324510373,92,24,"Isotropic",2804
"interior",0.00806969352626013,0.0279009374875157,107,25,"Isotropic",2804
"all",0.00806969352626013,0.0279009374875157,107,25,"Isotropic",2804
"interior",-0.0107371460856333,0.0378443915356011,85,26,"Isotropic",2804
"all",-0.0107371460856333,0.0378443915356011,85,26,"Isotropic",2804
"interior",-0.00327645688375475,0.0382984756976618,81,27,"Isotropic",2804
"all",-0.00327645688375475,0.0382984756976618,81,27,"Isotropic",2804
"interior",0.00596052136418924,0.0277020387144367,95,28,"Isotropic",2804
"all",0.00596052136418924,0.0277020387144367,95,28,"Isotropic",2804
"interior",-0.0089781351992437,0.0269340671172681,114,29,"Isotropic",2804
"all",-0.0089781351992437,0.0269340671172681,114,29,"Isotropic",2804
"interior",0.00836615812193174,0.0452311050113192,76,30,"Isotropic",2804
"all",0.00836615812193174,0.0452311050113192,76,30,"Isotropic",2804
"interior",-0.000693337713700179,0.0383059952101015,96,31,"Isotropic",2804
"all",-0.000693337713700179,0.0383059952101015,96,31,"Isotropic",2804
