"Scenario","replicate","generation","n_edges","CD","diameter","mean_delta","mean_abs_delta","sd_delta","n_pendant","n_poly_global","n_poly_pop","He","sumAe_total","sumAe_within"
"Isotropic",5,2509,86,0.286666666666667,20.8147836754593,-0.00177025262937847,0.0414893203123472,0.0505187492066407,0,19,14.44,0.2295184,33.6435634829498,27.7934995917582
"Isotropic",5,2514,75,0.25,21.9570711894582,0.00107100651870338,0.0455766731865492,0.0564711830190975,0,19,14.48,0.2274172,33.662333463044,27.7342984703011
"Isotropic",5,2519,84,0.28,21.3958502783677,-0.000546243736595734,0.0447838905276259,0.0658747507150663,0,19,14.56,0.2232219,33.5823991669309,27.5233681793841
"Isotropic",5,2524,77,0.256666666666667,20.6455687084662,0.00509695119538105,0.0565758427388313,0.070942398152882,0,19,14.36,0.2237612,33.619378962017,27.5405084725713
"Isotropic",5,2529,79,0.263333333333333,21.72947977223,0.0126879752062258,0.0370619533865987,0.0468362899331215,0,19,14.28,0.2244611,33.7610190240494,27.5660326786473
"Isotropic",5,2534,77,0.256666666666667,19.934434111299,0.00721017385274002,0.051681816780003,0.074916444735676,0,19,14.12,0.2241909,33.7308986405302,27.5626215639747
"Isotropic",5,2539,74,0.246666666666667,22.5209724611341,0.00878934363624201,0.0430201042277981,0.0569099522681858,0,19,14.32,0.2228474,33.6584504897573,27.514280170621
"Isotropic",5,2544,74,0.246666666666667,22.0947120924542,0.00275922003679817,0.0426347515040341,0.0537001999021241,0,19,14.32,0.2226773,33.7004445837749,27.4674442954926
"Isotropic",5,2549,89,0.296666666666667,19.0079302136402,-0.00448728618680848,0.0414478329202909,0.0566184336892453,0,19,14.28,0.222245,33.6354396064034,27.4669489889682
"Isotropic",5,2554,82,0.273333333333333,19.8647366969663,0.01143056125765,0.0473187091408886,0.064643751999067,0,19,14.16,0.2200521,33.6866360081247,27.4377951335595
"Isotropic",5,2559,80,0.266666666666667,20.3647075300661,0.00586569389795117,0.0391678860317913,0.0523222092545273,0,19,14.52,0.2216775,33.612262069386,27.4967728093805
"Isotropic",5,2564,91,0.303333333333333,20.2597105626297,0.00300403414106069,0.0319890221924129,0.0427947884982697,0,19,14.32,0.2221817,33.6143989876591,27.5146601783975
"Isotropic",5,2569,90,0.3,18.0992258999117,-0.00184394696068248,0.0365457422260552,0.0482291988255155,0,19,14.48,0.2217631,33.485383592173,27.5247882415112
"Isotropic",5,2574,86,0.286666666666667,19.7866501007237,0.00657453932250011,0.0355477206036698,0.0550946020238082,0,19,14.52,0.2151022,33.4871941132287,27.2629928453272
"Isotropic",5,2579,88,0.293333333333333,20.8195664520224,-0.00355623153132378,0.0375821233701367,0.0534549339333818,0,19,14.12,0.2157374,33.4611624521261,27.283850482052
"Isotropic",5,2584,82,0.273333333333333,23.0048260123688,0.00123215991530871,0.0415850062504213,0.0595932491551889,0,19,14.28,0.2136253,33.4826000408878,27.2561298871423
"Isotropic",5,2589,84,0.28,21.2859080736863,0.000585559875155855,0.0387386006691158,0.0556186867256014,0,19,14.24,0.2121784,33.3293822086369,27.1914452622251
"Isotropic",5,2594,76,0.253333333333333,20.8179546635142,0.00279184972955218,0.0394791825965692,0.0557895888935761,0,19,14.04,0.2122588,33.3847708038114,27.1583322503066
"Isotropic",5,2599,79,0.263333333333333,22.6357181493889,0.00112189989524048,0.0479576930417304,0.0725571805500988,0,19,13.76,0.2066887,33.1543724611036,26.9250503175142
"Isotropic",5,2604,83,0.276666666666667,24.2167803909783,0.00406268192446187,0.0434712084016786,0.0587118966002055,0,19,14.12,0.2060642,33.1034145747984,26.9037989771223
"Isotropic",5,2609,72,0.24,22.553776350088,-0.002093579608194,0.0407343032862647,0.0672017073950008,0,19,14.12,0.2041334,33.0019164463376,26.7745115448687
"Isotropic",5,2614,86,0.286666666666667,21.3198592897279,0.00449181969100746,0.0286434924206946,0.0481541625477707,0,19,14.04,0.2027664,33.1434540994362,26.6947524961436
"Isotropic",5,2619,70,0.233333333333333,22.9795253025064,-2.33790447838698e-05,0.0496274802126689,0.0663783416750334,0,19,14.12,0.2054325,33.2228283405274,26.7843210699507
"Isotropic",5,2624,76,0.253333333333333,24.2901525001187,-0.00709126182382019,0.0411411612145131,0.0577792426250347,0,19,14.04,0.2049708,33.2891168892343,26.7355423547505
"Isotropic",5,2629,80,0.266666666666667,25.5211528483711,0.00556047705896025,0.0430798763669492,0.0599317053178478,0,19,14,0.2075906,33.2663817323756,26.8744797008944
"Isotropic",5,2634,85,0.283333333333333,22.4876660670064,0.007065413496924,0.0333422903686972,0.0418289797199775,0,19,14.08,0.2079384,33.2642383950394,26.9339941256627
"Isotropic",5,2639,81,0.27,22.7309690834311,0.000708411802401233,0.0431071012789576,0.0631887758034956,0,19,14.44,0.2049297,33.230452269737,26.784401307105
"Isotropic",5,2644,85,0.283333333333333,23.6407089069705,0.000169254275971646,0.0416802230948981,0.0515467165028618,0,19,14.12,0.2031636,33.247390724861,26.7263088373573
"Isotropic",5,2649,67,0.223333333333333,23.467923788624,0.00172739655067864,0.0617625242290378,0.0808894298061673,0,19,14.28,0.2074089,33.4200033583103,26.8801298658101
"Isotropic",5,2654,74,0.246666666666667,26.8085666702542,-0.0124313968062563,0.0432150214010529,0.0530820089721109,0,19,14.32,0.2068967,33.1549872362677,26.8993694980233
"Isotropic",5,2659,75,0.25,24.8766494768676,-0.00218769491026463,0.049497531308021,0.0659465213840389,0,19,14.12,0.2048651,32.9836287243976,26.8248902388387
"Isotropic",5,2664,77,0.256666666666667,26.629101866127,-0.00746258855598553,0.0435479105709283,0.0668530232776484,0,19,13.84,0.2072465,33.0033721067844,26.9787639827891
"Isotropic",5,2669,79,0.263333333333333,24.4387225694755,0.00401762367872708,0.0428597942249083,0.0603309992866212,0,19,13.96,0.2066935,32.92089484751,26.9671973972359
"Isotropic",5,2674,84,0.28,22.378941633452,0.00294681818591669,0.0453340502954122,0.0572892952503749,0,19,13.64,0.2054354,32.8551363111074,26.9618402558038
"Isotropic",5,2679,87,0.29,23.6989989491581,0.00621470165408705,0.0346249755877082,0.0459551560152177,0,19,13.64,0.2030596,32.9321218655634,26.83658063955
"Isotropic",5,2684,87,0.29,22.3476512945182,-0.00210294800127828,0.0392357337884317,0.0459013912312549,0,19,13.52,0.2037723,32.8831083830325,26.8156766289047
"Isotropic",5,2689,90,0.3,22.0430375237482,-0.00230496873789635,0.0394374579733374,0.0508941828292647,0,19,13.72,0.206221,32.8359653720183,26.9035838783834
"Isotropic",5,2694,87,0.29,23.0031744364307,0.00336299640930433,0.0368763522007388,0.0463971110080162,0,19,13.64,0.2032933,33.0748164830183,26.8070749012576
"Isotropic",5,2699,81,0.27,23.7017775614541,0.00360865794423058,0.0386697723018617,0.0463943101429205,0,19,13.64,0.2029735,32.9865580132576,26.7986283603221
"Isotropic",5,2704,88,0.293333333333333,22.7789509160985,-0.000302621992118338,0.0296503186115196,0.0373453647925726,0,19,13.56,0.2026237,32.9464411830085,26.7651633649086
"Isotropic",5,2709,76,0.253333333333333,21.754361024459,0.000252619967508041,0.0390420998841701,0.0525704385727092,0,19,13.88,0.2033452,32.9259179063069,26.8612377913318
"Isotropic",5,2714,87,0.29,22.6179353139262,0.00252917056365586,0.0305848812836842,0.0389151462626058,0,19,13.44,0.2009873,32.9826413950136,26.7741754342325
"Isotropic",5,2719,85,0.283333333333333,21.3281175693231,-0.00395857716383517,0.0442769234810032,0.0589101931016305,0,19,13.2,0.2002412,33.0464046513927,26.7129522620664
"Isotropic",5,2724,83,0.276666666666667,21.9126872022806,-0.00110239588684248,0.0399303929476881,0.0516451734016808,0,19,13.2,0.2002903,33.2048976348895,26.6707620919434
"Isotropic",5,2729,65,0.216666666666667,23.4252224851103,0.00725138217697821,0.0544011843621438,0.0731049288259417,0,19,13.52,0.1988363,33.4288717472773,26.5666619361133
"Isotropic",5,2734,77,0.256666666666667,24.6369527312606,0.0129308390915933,0.045476125923261,0.0726545764763464,0,19,13.44,0.1999863,33.5950295987921,26.6154075419196
"Isotropic",5,2739,76,0.253333333333333,23.4571962847671,0.00106611056596551,0.0488263308532111,0.0664886432848582,0,19,13.36,0.2006456,33.6835618328384,26.6328740595814
"Isotropic",5,2744,77,0.256666666666667,23.6567160708248,0.00615779602959445,0.0433449982345873,0.055018061589539,0,19,13.44,0.1986434,33.5474334653549,26.5736798017342
"Isotropic",5,2749,82,0.273333333333333,27.1040627703355,0.0105584027119737,0.0351906806996964,0.0470712133293899,0,19,13.24,0.1940936,33.5093489094836,26.3794936789431
"Isotropic",5,2754,86,0.286666666666667,22.2619207120427,0.00890733614225107,0.0379296745828039,0.0471232563077371,0,19,13.32,0.1985838,33.4559589386398,26.5429896191004
"Isotropic",5,2759,87,0.29,22.9951430490899,0.0131276060023747,0.0310454223335475,0.0363371259009965,0,19,13.56,0.1975188,33.3707885798471,26.4811523139448
"Isotropic",5,2764,81,0.27,23.0163466605742,0.0136075406954749,0.034871339956593,0.0436890877729039,0,19,13.68,0.1992953,33.5809277327137,26.5485003985504
"Isotropic",5,2769,76,0.253333333333333,25.3969409193381,0.0125713852863216,0.0359672958264442,0.0439426967297379,0,19,13.76,0.1966624,33.5004510826392,26.4387736987723
"Isotropic",5,2774,67,0.223333333333333,25.9720880267936,0.0047145585032927,0.0445236509494742,0.0583378991000301,0,19,13.68,0.1936179,33.4018686593119,26.3156460637113
"Isotropic",5,2779,82,0.273333333333333,24.546824379182,0.0121318513790522,0.0377495453720196,0.067663646709166,0,19,13.36,0.1962398,33.5381256069093,26.4702071044834
"Isotropic",5,2784,77,0.256666666666667,24.3079777523872,0.0109795373494385,0.0346641873117918,0.0460258859483579,0,19,13.48,0.1972185,33.520321330148,26.5588817936047
"Isotropic",5,2789,74,0.246666666666667,24.5536912502554,0.00775949792372559,0.053221789025002,0.0675157072096844,0,19,13.52,0.197352,33.4291004337193,26.5258496636232
"Isotropic",5,2794,89,0.296666666666667,24.0217064344977,0.00510079625466903,0.0370721082139627,0.0484659185596274,0,19,13.64,0.1980904,33.4268430808439,26.5243093563536
"Isotropic",5,2799,83,0.276666666666667,25.7818580742325,0.00470855666505126,0.0327207405594414,0.0500554663983828,0,19,13.52,0.1976566,33.3448203100127,26.5507218779593
"Isotropic",5,2804,72,0.24,26.8766351406353,-0.0120353470511517,0.0449228286662164,0.0612341143269753,0,19,13.8,0.1934133,33.3655053935342,26.3755826685708
"Isotropic",5,2809,72,0.24,25.8007305583804,-0.0106634724224616,0.0449334648492925,0.0573304490934311,0,19,13.96,0.1904777,33.366652042773,26.28234632475
"Isotropic",5,2814,89,0.296666666666667,24.6523968534376,-0.00547140325483877,0.037973092181104,0.0475395022917589,0,19,13.6,0.1911799,33.3201329987537,26.331567017879
"Isotropic",5,2819,87,0.29,24.2504929845428,-0.0013557498618687,0.0312858319120883,0.0399706125291505,0,19,13.72,0.1921381,33.3348571179884,26.3310756025302
"Isotropic",5,2824,84,0.28,22.5285581949346,-0.00164694588415011,0.0309574943854807,0.0424990638100314,0,19,13.68,0.1942981,33.2571136359481,26.4184667433242
"Isotropic",5,2829,74,0.246666666666667,23.7309358046868,-0.00179238648434403,0.0405014097080089,0.0505953126140339,0,19,13.28,0.197819,33.3405952489522,26.6523623981066
"Isotropic",5,2834,84,0.28,24.2761159912528,0.00215993326561294,0.0400033749304647,0.0515312079404443,0,19,13.44,0.1909634,33.1095702938296,26.3434467290676
"Isotropic",5,2839,84,0.28,24.6951018082016,-0.00421421705918048,0.0325620611583476,0.0410672185792184,0,19,13.2,0.1853193,33.0852665575084,26.0783525537801
"Isotropic",5,2844,88,0.293333333333333,22.0708525851605,0.00167808339539188,0.0314864700099512,0.0432803819785227,0,19,13.2,0.18816,32.9988724833499,26.2119374825009
"Isotropic",5,2849,81,0.27,24.7397755126706,0.000206451293160341,0.0379549228021459,0.0488241144907369,0,19,13.16,0.1884126,32.8526050532666,26.2607134912981
"Isotropic",5,2854,68,0.226666666666667,26.8045350609013,-0.000488454013694626,0.0374991661534385,0.0472281712142706,0,19,13.36,0.1922566,33.0187191457123,26.4012635361845
"Isotropic",5,2859,88,0.293333333333333,24.0490884785112,0.00560664840697702,0.0269015270997851,0.0327477376116705,0,19,13.12,0.1912547,32.9377782569693,26.3612454413838
"Isotropic",5,2864,78,0.26,26.8063404861753,-0.00567303882096999,0.0384716912633732,0.0474140943607915,0,19,13.12,0.188726,32.9465986897952,26.280972448021
"Isotropic",5,2869,84,0.28,23.8421030608997,-0.000995628096709178,0.0390349747346084,0.0488039181169529,0,19,13.04,0.1872738,33.011306555053,26.2300822332405
"Isotropic",5,2874,85,0.283333333333333,24.0678942543648,0.00914226290350077,0.039130467976172,0.0494748724582552,0,19,12.76,0.1893073,32.9359356173866,26.2897457568662
"Isotropic",5,2879,79,0.263333333333333,21.8388110389503,0.00534394668174678,0.0398144920514895,0.05076278285205,0,19,13.36,0.1946466,33.1285157175311,26.4802728711078
"Isotropic",5,2884,90,0.3,22.3665601244154,0.00292148118300699,0.0342792937305945,0.0452244600583423,0,19,13.4,0.1933179,33.1308469958367,26.4510786161764
"Isotropic",5,2889,81,0.27,23.3026651653533,0.00274360674191588,0.032290112938885,0.0403834384972244,0,19,13.48,0.1914534,33.1314303040902,26.2943854264086
"Isotropic",5,2894,81,0.27,24.1256579959509,-0.000411937182847951,0.0337761393518455,0.0438683946468346,0,19,13.32,0.1849692,32.9248451832517,26.0936048084121
"Isotropic",5,2899,83,0.276666666666667,24.5014328588226,0.00673582260450863,0.03424367176146,0.0447263177323642,0,19,13.28,0.1840655,32.9686978507024,26.038673386074
"Isotropic",5,2904,66,0.22,27.6301661957963,0.00523116000306857,0.0439608807951748,0.0553381096801752,0,19,13.2,0.1829476,32.9636492140625,26.0326497401394
"Isotropic",5,2909,80,0.266666666666667,23.6303643628996,0.011307947170629,0.0381613445885247,0.0495579562248489,0,19,13.48,0.1885803,33.0215817894427,26.2397085699211
"Isotropic",5,2914,85,0.283333333333333,22.2828568338408,0.00748283895082992,0.0317132508846565,0.0416361854265345,0,19,13.48,0.1913193,33.135881232907,26.3120801530274
"Isotropic",5,2919,89,0.296666666666667,18.9987461545266,0.00613402824054792,0.034758126593859,0.0457377136929265,0,19,13.44,0.1895559,33.1368536484058,26.3002009988283
"Isotropic",5,2924,79,0.263333333333333,22.9402365264302,0.000140740025155695,0.0405760831159725,0.050146811543329,0,19,13.28,0.1867532,33.2374771244727,26.2191890131186
"Isotropic",5,2929,81,0.27,23.672445309425,-0.00689524352637452,0.0359467312287158,0.0618101741677434,0,19,12.72,0.1839806,33.2348316653174,26.1747422185462
"Isotropic",5,2934,82,0.273333333333333,22.2348542645451,-6.41722762654305e-05,0.0407004576975065,0.0543524893414543,0,19,12.52,0.1878208,33.2193305974151,26.3120937171163
"Isotropic",5,2939,77,0.256666666666667,23.0633038000336,0.00127443804773473,0.0394205768264247,0.0617414174979762,0,19,12.56,0.1863669,33.1226655055486,26.2984600680199
"Isotropic",5,2944,83,0.276666666666667,22.0734553850636,0.00458318070997508,0.0310527078557178,0.0401485540326118,0,19,12.36,0.1860359,33.1004463916291,26.2814411056842
"Isotropic",5,2949,91,0.303333333333333,23.0145156388135,-0.00112448833871135,0.0265989794578193,0.0344135476255289,0,19,12.36,0.1870645,32.98613718361,26.372736446115
"Isotropic",5,2954,91,0.303333333333333,23.0098280157341,-0.000752004661009198,0.030152098631201,0.0391181616540413,0,19,12.56,0.1890094,32.9338352476981,26.4119410030997
"Isotropic",5,2959,91,0.303333333333333,22.8722718194694,0.00311340826728882,0.0339197592329896,0.0450462939306017,0,19,12.72,0.190809,32.8908641835876,26.439751505792
"Isotropic",5,2964,75,0.25,23.9508624270555,0.0117859982428195,0.0304406181937514,0.0353942837711777,0,19,12.88,0.1858825,32.8677031855917,26.255641014653
"Isotropic",5,2969,73,0.243333333333333,24.5770215634711,-0.000823391852209707,0.0365746841108951,0.0464438306979695,0,19,12.56,0.185176,32.8362913562312,26.1631629345964
"Isotropic",5,2974,81,0.27,21.675678626554,0.000410589986168163,0.0394571984604803,0.0498516473175596,0,19,12.24,0.1807855,32.6895727153498,26.0296075953663
"Isotropic",5,2979,81,0.27,21.0824342214282,-0.00680272164031882,0.0369263130646001,0.0472951889431061,0,19,12.08,0.1828657,32.7042645525463,26.1226378064055
"Isotropic",5,2984,82,0.273333333333333,22.9903527423829,-0.00253842607974227,0.0358487279307809,0.0453014343031609,0,19,12.12,0.1807899,32.8489498365053,26.0376363607389
"Isotropic",5,2989,80,0.266666666666667,22.3581628241685,-0.00123506254777663,0.0433307799689842,0.0559000039104086,0,19,12.4,0.1838455,32.8836454280114,26.1497406342609
"Isotropic",5,2994,73,0.243333333333333,24.0548932513778,-0.000778601364892867,0.0533948104344381,0.0717094139711172,0,19,12.08,0.1821722,32.7750598842877,26.1223154061591
"Isotropic",5,2999,87,0.29,22.8706830376764,0.0084969593040458,0.0311943247362144,0.0419633505809395,0,19,12.08,0.1758756,32.53551880077,25.8838092505013
"Isotropic",6,2004,102,0.34,13.8576591076192,-0.00427857145033623,0.0280018641078512,0.0347198843635321,0,18,12.72,0.2081863,30.1919380659773,27.134980383506
"Isotropic",6,2009,113,0.376666666666667,14.3323794464532,-0.00271327489375681,0.0299703524336142,0.036800160095069,0,18,12.72,0.2067027,30.055740914631,27.0250634210282
"Isotropic",6,2014,107,0.356666666666667,16.2501498574058,-0.00678382562154118,0.031740112369842,0.0526273221682648,0,18,12.84,0.2070075,30.2960741263581,27.044729234983
"Isotropic",6,2019,103,0.343333333333333,14.8313714153605,-0.00672089995920577,0.0319179201344931,0.0400572068558745,0,18,12.96,0.2047003,30.1797185925499,26.9867342003586
"Isotropic",6,2024,104,0.346666666666667,15.2964091294703,-0.00597585123773463,0.0260132329449897,0.0300967199081541,0,18,12.4,0.2021238,30.0071498772183,26.910056771736
"Isotropic",6,2029,108,0.36,15.8243453076203,-0.00191854492452238,0.0310335848666096,0.0401803749798567,0,18,12.44,0.1991874,29.9677131329728,26.8124748555233
"Isotropic",6,2034,86,0.286666666666667,17.0567558793089,0.00102940300368342,0.0335485149750179,0.0429533989835127,0,18,12.44,0.1967688,29.9639455352388,26.7184409347951
"Isotropic",6,2039,85,0.283333333333333,18.209259193847,-0.00768837964602135,0.0377444036266847,0.0462454390910781,0,18,12.36,0.1962964,29.9615133712626,26.7240343797877
"Isotropic",6,2044,100,0.333333333333333,17.1848157173239,0.00240519813467722,0.0209537395019962,0.0258041564443932,0,18,12.44,0.1946414,30.0929739629302,26.6622898000405
"Isotropic",6,2049,102,0.34,18.6855573872072,-0.00454066775119192,0.0279781574585723,0.0384243089386733,0,18,12.16,0.1949385,30.0886406619,26.651376262967
"Isotropic",6,2054,96,0.32,17.2823099516602,-0.00343146489039165,0.0310661872513642,0.044244541407092,0,18,12.44,0.1966995,30.1045708563846,26.6869592336711
"Isotropic",6,2059,96,0.32,17.9238558073904,-0.0109623842952399,0.0261194325994826,0.0333446338231313,0,18,12.24,0.1965334,30.2022937772932,26.7073769199275
"Isotropic",6,2064,99,0.33,16.6816331477773,-0.00769485560196302,0.0287891963356592,0.0381343165001891,0,18,12.08,0.1950588,30.2005558986084,26.7166275786037
"Isotropic",6,2069,97,0.323333333333333,18.5411444114616,-0.0018087967316347,0.0313324310654275,0.0409031981339922,0,18,12.12,0.1966936,30.2871595105723,26.7565315258423
"Isotropic",6,2074,101,0.336666666666667,16.4372795733325,-0.00675837963758721,0.0283700054824688,0.0360774583035978,0,18,12.36,0.1999161,30.3609432844331,26.8338861380762
"Isotropic",6,2079,93,0.31,16.3018513292337,0.0037076184326513,0.0348189641556843,0.0465677914960445,0,18,12.24,0.2018619,30.4180171902791,26.9564792635511
"Isotropic",6,2084,100,0.333333333333333,15.3719889258496,0.00202453943578825,0.0299754435988732,0.0406983039616945,0,18,12.36,0.2013022,30.266237465172,26.9065095766723
"Isotropic",6,2089,109,0.363333333333333,15.1339647349161,-0.00343344451747014,0.0193694434633882,0.0287985446402607,0,18,12.4,0.2039036,30.2183014884611,26.9932689545185
"Isotropic",6,2094,101,0.336666666666667,16.1414299395833,-0.00131879637354057,0.032622462402683,0.0423995159948025,0,18,12.36,0.205874,30.1887410181206,27.0597003729733
"Isotropic",6,2099,93,0.31,16.0301108911694,-5.87944013021409e-05,0.0294472813419479,0.0402975422324511,0,18,12.4,0.2066867,30.2851359567734,27.1298738137001
"Isotropic",6,2104,89,0.296666666666667,16.5366961441502,0.00141522291615782,0.036711790457681,0.0476128177148495,0,18,12.28,0.2090935,30.3588475467053,27.2420031259836
"Isotropic",6,2109,98,0.326666666666667,14.5152262382633,0.00321845828361875,0.0247672088729643,0.0352371060310426,0,18,12.4,0.2098073,30.4031620748326,27.2502084132602
"Isotropic",6,2114,101,0.336666666666667,15.9551450348074,-0.00228277194266145,0.0263701725653938,0.0375357458973531,0,18,12.4,0.2093809,30.3047461398722,27.2139922326211
"Isotropic",6,2119,106,0.353333333333333,13.8804489932579,0.0023596979225274,0.0274176549068157,0.0347435638926036,0,18,12.24,0.2081745,30.2566219663966,27.1639254400121
"Isotropic",6,2124,103,0.343333333333333,15.8175843581255,0.00468287698097375,0.0330783369767031,0.0404770997331646,0,17,12.2,0.2083719,30.2686661567676,27.1883068129699
"Isotropic",6,2129,101,0.336666666666667,16.380152838466,0.00068323390282615,0.0284443043335239,0.0384930366097074,0,17,12.24,0.2061236,30.1648341684041,27.1652764484098
"Isotropic",6,2134,92,0.306666666666667,16.720780225337,0.00118456290940224,0.0307689427106248,0.0489344975453481,0,17,12.28,0.2069922,30.236491780507,27.1800745326397
"Isotropic",6,2139,99,0.33,16.8199525531574,0.000993729333524978,0.0278348358085114,0.0412346241375056,0,17,12.44,0.2083886,30.1932769998423,27.163960933191
"Isotropic",6,2144,107,0.356666666666667,16.122342609099,-0.00374564030793175,0.0328542897723443,0.0425734972171922,0,17,12.44,0.2060613,30.3160909778566,27.1314524526976
"Isotropic",6,2149,112,0.373333333333333,16.0813855959267,0.00167943393193114,0.0267188444694223,0.0404520323602114,0,17,12.52,0.209812,30.2802844181759,27.2219434024375
"Isotropic",6,2154,105,0.35,17.5675497956865,-0.00235200529577305,0.0291091713164741,0.0379182987648973,0,17,12.12,0.2079316,30.3813963483516,27.1254674223594
"Isotropic",6,2159,107,0.356666666666667,16.5162356558116,-0.000871446670055926,0.0315921355037966,0.0438215059977637,0,17,12.16,0.2049713,30.2276394257246,27.0033510521484
"Isotropic",6,2164,98,0.326666666666667,16.4118006570372,0.00352309324482747,0.0315213762034545,0.0451763936041643,0,17,12.4,0.2046067,30.1864239436436,26.9930705602729
"Isotropic",6,2169,94,0.313333333333333,17.049977454019,-0.0017535726994809,0.0341237210806029,0.0452610298771593,0,17,12.36,0.2028687,30.2822003138865,26.9327022717705
"Isotropic",6,2174,96,0.32,16.4880077083696,-0.00388322314039546,0.0323309634695078,0.0389439089550403,0,17,12.32,0.2024858,30.3136299527927,26.9467938971558
"Isotropic",6,2179,95,0.316666666666667,18.1277382987867,-0.00116859281437372,0.0258832695660821,0.0350637496013019,0,17,12.16,0.2022855,30.2265166180523,26.9411702732013
"Isotropic",6,2184,98,0.326666666666667,16.3359932702109,-0.00182851447815322,0.0238306931801191,0.0333639191767762,0,17,12.24,0.2038184,30.226402733145,27.017210075693
"Isotropic",6,2189,108,0.36,14.7584849015221,-0.0010056927295023,0.0274714989956757,0.0350679802244289,0,17,12.2,0.2069883,30.1967415365944,27.1903002494572
"Isotropic",6,2194,95,0.316666666666667,15.9258685729225,0.00355941599574296,0.0270833137719872,0.034719286101104,0,17,12.4,0.206554,30.1596080138758,27.1532564768141
"Isotropic",6,2199,103,0.343333333333333,15.4509532566318,0.000742594718084604,0.0315196502709642,0.048206362034246,0,17,12.44,0.2058598,30.1663790330283,27.0436480236378
"Isotropic",6,2204,114,0.38,16.5619926804245,-0.00266034396736348,0.026008865812085,0.0366813362163921,0,17,12.4,0.2102613,30.3078058916511,27.256827780338
"Isotropic",6,2209,104,0.346666666666667,16.128172031035,-0.00268638925197812,0.0271637718865385,0.0365153412619634,0,17,12.28,0.2090374,30.1946078524623,27.221051611298
"Isotropic",6,2214,109,0.363333333333333,15.4226507031646,0.000632931705294919,0.0244695102168772,0.0309253687722134,0,17,12.48,0.2101184,30.2014464904891,27.3084261244579
"Isotropic",6,2219,112,0.373333333333333,15.980421831013,0.00015754542909319,0.0257665320668992,0.033178884857145,0,17,12.52,0.2091938,30.1881757700018,27.253977418912
"Isotropic",6,2224,103,0.343333333333333,15.3622252788618,0.00440493538267997,0.0312010940525732,0.044644972499487,0,17,12.64,0.210711,30.3003809001839,27.3027293889093
"Isotropic",6,2229,109,0.363333333333333,15.0325179102705,-0.00813926885252018,0.0330364785363674,0.0448514697128278,0,17,12.56,0.2086417,30.1158160832415,27.1731010396833
"Isotropic",6,2234,102,0.34,15.1166795695628,-0.00306512093997247,0.0332382802515305,0.0462787318345086,0,17,12.56,0.2111249,30.212017607787,27.267247351503
"Isotropic",6,2239,110,0.366666666666667,15.2105513161025,-0.00449749507721484,0.0324649027277054,0.0424226866133423,0,17,12.44,0.2074925,29.9988055649988,27.0491298145172
"Isotropic",6,2244,103,0.343333333333333,15.1936026757609,-0.000103112073824697,0.0348992961629967,0.0422723921669071,0,17,12.6,0.2072563,30.1395694436877,27.029313746292
"Isotropic",6,2249,104,0.346666666666667,16.1190009906069,0.00157345480330637,0.0300580237135588,0.0387110135684573,0,17,12.8,0.2053601,30.0936443023951,26.9800975781957
"Isotropic",6,2254,105,0.35,15.2373636392195,0.00302561687358232,0.0332880962451122,0.0459252890273345,0,17,12.96,0.2030446,29.8865690796452,26.8789031393731
"Isotropic",6,2259,100,0.333333333333333,16.2521987255413,-0.000539109241057715,0.0308268252351794,0.0407292786453888,0,17,12.76,0.202673,29.8746052178252,26.8849050634099
"Isotropic",6,2264,98,0.326666666666667,16.8125513718685,-0.00247339326859105,0.0309168098818436,0.0370864115166584,0,17,12.64,0.200902,29.793779764215,26.8358174235818
"Isotropic",6,2269,97,0.323333333333333,14.9725637626513,0.00106900178470674,0.03090569747425,0.0392091594311841,0,17,12.52,0.2006162,29.8975072328567,26.872269300968
"Isotropic",6,2274,98,0.326666666666667,16.0223106634509,0.00459833615213841,0.0400765732213801,0.054028658190519,0,17,12.6,0.2001534,29.9641186295146,26.8084243709908
"Isotropic",6,2279,113,0.376666666666667,15.8975150485393,0.00266457425424526,0.0254399390256666,0.0326453950009818,0,17,12.4,0.1985983,30.031027817356,26.7833333379695
"Isotropic",6,2284,99,0.33,17.2551898148009,0.00329320457973307,0.029464586757925,0.0368022114662321,0,17,12.52,0.2038521,30.0974634145815,26.9911278649733
"Isotropic",6,2289,89,0.296666666666667,16.1732284333332,0.0044299667366915,0.029950916808167,0.0395100970586797,0,17,12.52,0.2055248,30.2701275916363,27.0376026420059
"Isotropic",6,2294,84,0.28,19.2843883560201,0.000967884973079996,0.0391775912392966,0.0518223864642662,0,17,12.6,0.2014309,30.1433454310926,26.8544012467486
"Isotropic",6,2299,89,0.296666666666667,18.4658329104618,0.00153298370925971,0.0319577126377152,0.0414215326298003,0,17,12.68,0.2021879,30.0775930575692,26.9218182781247
"Isotropic",6,2304,93,0.31,17.2733914573551,-0.00518879604297235,0.032094136049504,0.0399500736631587,0,17,12.72,0.2023901,30.0468974460256,26.9408681489496
"Isotropic",6,2309,96,0.32,16.7988880646147,-0.00469517311128324,0.0315007724919965,0.0405867772915214,0,17,12.76,0.2019521,30.1060742594511,26.9037385157962
"Isotropic",6,2314,97,0.323333333333333,17.0147587350267,0.00339463803145265,0.0325355170600992,0.0406139753694758,0,17,12.48,0.2031421,30.1074435033801,26.9887243223825
