"replicate","phase","generation","n_edges","diameter","mean_delta","mean_abs_delta"
4,"burnin",959,108,14.4884347689269,0.00474690567095073,0.0228106833943451
4,"burnin",964,94,15.4490830359018,0.0075840264847007,0.0303542952418506
4,"burnin",969,98,15.2207591256537,2.40021581814661e-05,0.0307375556072433
4,"burnin",974,98,14.1544928530744,0.00529988484926785,0.0297610980593871
4,"burnin",979,106,15.1216875185205,0.00419208667658478,0.0269499854960455
4,"burnin",984,88,15.0888046588861,0.00782472173097337,0.0447778604408614
4,"burnin",989,108,14.3049673622557,0.0076916400889561,0.0291922174189993
4,"burnin",994,94,15.2787117225601,0.00456597509212751,0.0307390499528376
4,"burnin",999,93,16.2393261113563,0.0066063983842186,0.0348959047153023
4,"burnin",1004,83,15.922967252329,-0.00209208323031185,0.0396297510521487
4,"burnin",1009,94,16.8414831771439,0.00209951417618157,0.032414203112972
4,"burnin",1014,92,16.6511105164291,0.00530948398106867,0.0402572707061725
4,"burnin",1019,98,15.388226829614,0.006611731049032,0.0305979166989837
4,"burnin",1024,91,16.2088467678393,0.00955152927383485,0.0314293085850437
4,"burnin",1029,86,15.2706601059447,0.00615688001719036,0.0338221616446977
4,"burnin",1034,91,15.4860455514641,0.0100480738887691,0.0379482101579942
4,"burnin",1039,92,15.608807487661,0.00358264509922847,0.0303457756127479
4,"burnin",1044,102,15.5902484874538,0.00705901455835039,0.0323338809722538
4,"burnin",1049,97,17.1149724285566,0.00126830855842567,0.0301688415715889
4,"burnin",1054,97,17.8487956322803,0.0055215300312793,0.0253026191704514
4,"burnin",1059,96,17.2078251933834,-0.00124347339740618,0.0324577507133595
4,"burnin",1064,92,17.107471632273,-0.000655899245741045,0.0336251734634115
4,"burnin",1069,87,18.0813341316049,0.0038059259347093,0.0411126277707487
4,"burnin",1074,105,18.1901528859808,0.00104809917408133,0.0279561748526375
4,"burnin",1079,114,15.5934306341663,0.00372057938604981,0.0247617240481058
4,"burnin",1084,101,16.014998573856,0.00178364277406266,0.0330497691339076
4,"burnin",1089,98,14.0551258633271,0.00464421340147274,0.0314117355267962
4,"burnin",1094,107,14.2563594105142,-3.16475050671106e-06,0.0215697637720139
4,"burnin",1099,103,14.3839062934254,0.00921642207756743,0.0225284834463879
4,"burnin",1104,100,13.5103746356962,0.00213433618838937,0.0314099594298858
4,"burnin",1109,103,14.1372362337743,-0.00205480971426581,0.0272294148297906
4,"burnin",1114,103,13.9678897962217,0.00531132879102487,0.0234780578619663
4,"burnin",1119,94,14.5382151012364,0.00373669870523742,0.0301909103980366
4,"burnin",1124,97,14.3814635250221,0.00115754796792946,0.0301391039023017
4,"burnin",1129,113,12.8028017727287,-0.000985969405083729,0.0290363015271593
4,"burnin",1134,111,12.9801209278163,0.00019370921785352,0.0275929932459732
4,"burnin",1139,115,13.5013773286242,0.00477926665736651,0.0255436955528869
4,"burnin",1144,121,12.373660545283,-0.00119698325904506,0.0233362580751485
4,"burnin",1149,103,12.5293391844589,0.00387826750313464,0.0273459738016704
4,"burnin",1154,110,14.5793281894461,-0.000286901470858474,0.0271735800055364
4,"burnin",1159,99,14.1671224908139,-0.00412188441971233,0.0407139275531589
4,"burnin",1164,115,13.2049718920421,-0.000680481335972073,0.0285070914716819
4,"burnin",1169,108,13.445976040622,-0.00291909540245295,0.0318358720117054
4,"burnin",1174,99,12.3881150811515,2.7440845715071e-05,0.0325012741776318
4,"burnin",1179,113,13.0530012605825,0.000204990773022456,0.0241508211310833
4,"burnin",1184,109,13.0696343007412,0.00171294889622651,0.0258015462061869
4,"burnin",1189,121,12.6342207127797,-0.000833795744581335,0.0228799368315777
4,"burnin",1194,123,12.6025055673328,0.00270999714878798,0.0263077178774852
4,"burnin",1199,113,14.1929903958183,0.00263848948893661,0.025951672873869
4,"burnin",1204,115,12.7154163585109,-0.000594387600239756,0.0259716882663719
4,"burnin",1209,101,12.6710231133495,-0.000925035860406539,0.0257304734765248
4,"burnin",1214,117,11.6024404683943,0.00175838261539499,0.0229585833588631
4,"burnin",1219,124,12.576858100869,0.0047348586804941,0.0227771168405735
4,"burnin",1224,125,13.1217282841835,0.00335639373338832,0.0212892034737401
4,"burnin",1229,109,13.3351301993594,0.00333720004296748,0.0303051851729983
4,"burnin",1234,114,13.2839323265834,0.00210254863572922,0.0261942970941354
4,"burnin",1239,122,12.5491029728935,0.000621167974571654,0.0185980785329362
4,"burnin",1244,133,13.5676802948945,0.00467225976382353,0.0233440956839918
4,"burnin",1249,117,13.7763658158217,-0.00473587974372869,0.0260538831744791
4,"burnin",1254,118,12.5352974801546,0.00265129414519069,0.0313873768021215
4,"burnin",1259,106,13.029527825634,0.0068824446265849,0.0272710968386626
4,"burnin",1264,116,12.4003863150045,0.00643157395883316,0.0284469662935441
4,"burnin",1269,119,12.8188665673208,0.00348682532078154,0.0213895975543694
4,"burnin",1274,109,13.4077885111396,0.0103276126030434,0.0314808077947103
4,"burnin",1279,102,12.6855104857228,0.0020132240999657,0.0286277692956638
4,"burnin",1284,100,13.3764217953008,0.00375138219335229,0.0309379292336743
4,"burnin",1289,95,13.0904840274494,0.00396164262963794,0.0282119899945236
4,"burnin",1294,108,14.2404940199038,0.00696117859857302,0.0300555061940907
4,"burnin",1299,99,13.8490465031406,0.0096904160451413,0.0268589356084471
4,"burnin",1304,110,12.9181708443922,0.00385888473317527,0.0246077626184728
4,"burnin",1309,121,13.6716895593017,0.00412438750447858,0.0232126156230986
4,"burnin",1314,115,14.2253879100944,-0.000127029599525915,0.0247346951832495
4,"burnin",1319,112,14.4058494761077,0.0069306791380107,0.0255954209998258
4,"burnin",1324,110,14.4228166050417,0.000224364135346453,0.0262281936815708
4,"burnin",1329,106,13.2947785108784,-0.000860845591454162,0.0308772915837236
4,"burnin",1334,115,12.1850851489365,0.0028074356383403,0.0268813834204926
4,"burnin",1339,108,13.1910691450749,0.00259500287987416,0.0273534157536366
4,"burnin",1344,91,13.8243002235805,-6.11594506725889e-05,0.0335632884980525
4,"burnin",1349,105,15.2484866946508,0.00164816500161676,0.0306125530867663
4,"burnin",1354,97,15.1928254040539,-3.22032202465994e-05,0.0379202232644124
4,"burnin",1359,107,13.9796194676395,0.00335567596323721,0.02916360790907
4,"burnin",1364,96,15.2662886172134,0.00141680832128292,0.0364816435667627
4,"burnin",1369,96,14.602938051259,0.00414288215875826,0.0312490762344499
4,"burnin",1374,103,14.9175794757806,0.00556152566469567,0.0282732711741553
4,"burnin",1379,100,14.9789067240895,-0.00255475627065165,0.0296919752369095
4,"burnin",1384,105,13.9599833065747,-0.00532294090656707,0.0257701434555904
4,"burnin",1389,110,15.3460875462718,-0.00205142483748739,0.0258353520036207
4,"burnin",1394,101,15.5099745223002,-0.00352822813869513,0.0257117195452975
4,"burnin",1399,96,15.8190569666218,0.000501640852048052,0.0322650942390696
4,"burnin",1404,95,15.3939537934373,-0.00369708452042316,0.0253396331968442
4,"burnin",1409,99,14.3484871554599,0.0025317246950471,0.0332142613904779
4,"burnin",1414,83,14.3933867791874,0.00663122002695282,0.0364546854241451
4,"burnin",1419,87,14.4766088911726,0.00439625393676173,0.0373768333997395
4,"burnin",1424,84,15.0589359267752,0.000899650936073035,0.0418751494340078
4,"burnin",1429,91,15.3404472744672,-0.00392082356335289,0.0366887255653403
4,"burnin",1434,93,15.1677300474814,-0.00385498730094569,0.0328071542871555
4,"burnin",1439,97,14.1440934840065,-0.00461929870717282,0.0347925044291395
4,"burnin",1444,95,14.0840591196284,-1.8332465861295e-05,0.0257164588098134
4,"burnin",1449,107,13.3059179530424,-0.0048713759744207,0.0308248096159348
4,"burnin",1454,99,15.0839600511131,0.00796440506436944,0.0363097434682825
4,"burnin",1459,89,15.5689105876978,0.00443467506211909,0.0314545613340512
4,"burnin",1464,95,17.3872470210143,0.00437458912880698,0.035138803474073
4,"burnin",1469,106,16.4512464849079,0.00308883701768386,0.0303960967656189
4,"burnin",1474,107,15.504000148205,0.00692992187033747,0.0343854505325409
4,"burnin",1479,96,15.0287660773686,0.00382541935589631,0.0309008775513053
4,"burnin",1484,88,17.8898977738102,0.00254545517531198,0.0380311107834783
4,"burnin",1489,105,16.4714575753402,0.00456712287952517,0.0317341661228578
4,"burnin",1494,104,15.861780075234,-0.00165099875432312,0.0310787127550188
4,"burnin",1499,102,16.7665789886463,0.00539040411118185,0.0260884175195139
4,"burnin",1504,102,15.4044504429803,0.0024270061948841,0.0272071328326599
4,"burnin",1509,107,14.4191595487796,-0.00228903183759093,0.0278637808341558
4,"burnin",1514,103,15.2453203507862,-0.00636827797093178,0.0291670887888447
4,"burnin",1519,104,12.6463180625483,-0.00601133984928118,0.036909944253747
4,"burnin",1524,103,15.823543301109,-0.0007794125602396,0.0276190564839468
4,"burnin",1529,124,12.8657271152933,-0.00385978075699083,0.0178856780449757
4,"burnin",1534,121,13.9119488195496,-0.00100753651788102,0.0208689131692941
4,"burnin",1539,112,13.8942805888667,0.000750777825523603,0.0237252991066088
4,"burnin",1544,104,13.7715442037586,-0.00137096133532382,0.0282811731036756
4,"burnin",1549,96,14.7341618926136,0.00233623588687438,0.0353523365344724
4,"burnin",1554,117,14.0967662455124,-0.00109300264897143,0.0271114928714169
4,"burnin",1559,103,14.477096469992,0.00221635416239992,0.0267653830049049
4,"burnin",1564,108,15.4647400135777,0.00478869223260278,0.024830748029041
4,"burnin",1569,116,13.9220803733121,0.00147745344085644,0.029171237790906
4,"burnin",1574,122,13.2649950023436,0.000134375404014548,0.0246310146563965
4,"burnin",1579,109,14.3179455567728,-0.000673494562261854,0.0284710305876769
4,"burnin",1584,107,13.995855843141,0.00213199707813445,0.029366201352808
4,"burnin",1589,103,13.6568026988315,0.00219679235119364,0.0314483105801116
4,"burnin",1594,114,14.1209808702633,-0.000947503426914243,0.0228807180113958
4,"burnin",1599,111,14.6883416869707,0.00189581954613928,0.0187146949998288
4,"burnin",1604,119,13.2046089239798,-0.000957814734641918,0.0196102484048499
4,"burnin",1609,122,12.9062340748911,0.00417600324024878,0.0190236481342438
4,"burnin",1614,115,12.4921947483261,-0.000990595012351338,0.0270563722693306
4,"burnin",1619,99,14.5366696301656,0.00351863660926274,0.0258315885246485
4,"burnin",1624,105,13.5384416450621,0.00649598648706026,0.0349269410135735
4,"burnin",1629,105,13.2530794779113,-0.00230937119480341,0.0290511809254327
4,"burnin",1634,101,12.2701982022837,-0.00151081789762544,0.0266875912399306
4,"burnin",1639,123,11.9371838027798,0.000114863461673297,0.0233695808302588
4,"burnin",1644,116,12.7897020743073,0.00198472097787996,0.02193578535701
4,"burnin",1649,115,12.9534373546032,-0.0033837513145713,0.0269213572655067
4,"burnin",1654,117,12.7330962130021,-0.00405935975880038,0.0222637571536178
4,"burnin",1659,118,13.0484552422464,0.000937530405971387,0.0181052494826543
4,"burnin",1664,105,13.4316370817065,-0.000745567264790978,0.0336939505136995
4,"burnin",1669,105,13.5477003841224,-0.00366883184421922,0.0341732677145627
4,"burnin",1674,106,13.7474923729823,-0.00420181984818346,0.0334696705113784
4,"burnin",1679,99,13.3065472441818,-0.00351550411545461,0.0207865634746144
4,"burnin",1684,113,12.7095150517535,-0.00635046018448062,0.0241259800489434
4,"burnin",1689,114,13.3082725889529,-5.0075330807097e-05,0.0305877669846688
4,"burnin",1694,125,12.9667100727366,-0.000160909739830305,0.0239747968124808
4,"burnin",1699,116,12.2184231978198,0.0024023779426123,0.0247462082426328
4,"burnin",1704,103,12.9974999220301,0.00735055097835324,0.0305007427187362
4,"burnin",1709,106,12.783089397988,0.00843957020723608,0.0276897886157934
4,"burnin",1714,106,12.3230997125617,0.0136750153413886,0.031550744723742
4,"burnin",1719,115,13.6336317081708,0.00816356620674824,0.025942411182332
4,"burnin",1724,110,12.6019206584749,-0.000159234278268613,0.0346799665514309
4,"burnin",1729,101,14.4852698283365,0.0105766698211837,0.0337690408507517
4,"burnin",1734,106,13.4818014750761,0.00693424044959542,0.0278378365997397
4,"burnin",1739,103,13.7099170578976,0.00356463440871202,0.0311323528117781
4,"burnin",1744,108,12.3125504957417,-0.00188219382962657,0.0234898694754904
4,"burnin",1749,109,13.526652077586,0.00549693666453616,0.0275930304900486
4,"burnin",1754,100,14.1523794537736,0.00622688987514271,0.0320020081409476
4,"burnin",1759,110,13.4343809741843,0.0055197496815138,0.0273036072764498
4,"burnin",1764,95,13.7298398591766,0.00252122782304288,0.0319566994757421
4,"burnin",1769,110,13.8649494839756,0.00692576200775966,0.0279265271640214
4,"burnin",1774,114,13.2664657901137,0.00679852668064608,0.0273682864807272
4,"burnin",1779,107,13.8665752309803,0.00592048301009921,0.0282954843799174
4,"burnin",1784,101,15.4348161929557,0.0112015346582054,0.0363851450158199
4,"burnin",1789,97,15.8323244630222,0.0104888933758913,0.0323666648608104
4,"burnin",1794,106,14.3893123093435,0.00819711708716231,0.028317423698483
4,"burnin",1799,93,16.296793993659,0.00713743761889794,0.0360592740208321
4,"burnin",1804,109,14.6876308126328,0.00338037580335389,0.0272431425914368
4,"burnin",1809,104,14.8034646121365,0.00432060648965299,0.0391656703696895
4,"burnin",1814,107,13.6591042925253,0.00643885510983971,0.0262646544634641
4,"burnin",1819,107,13.4484990615916,0.0133481007886993,0.0339502767277066
4,"burnin",1824,106,14.5313234234553,0.00547443644259639,0.0314550227963024
4,"burnin",1829,98,14.2703172262593,0.0130185880012817,0.0341361377838306
4,"burnin",1834,105,13.8069632312564,0.00843966317720979,0.0300711106858991
4,"burnin",1839,105,14.2239666111751,0.00593794449960563,0.0323061042088896
4,"burnin",1844,93,15.3223949631655,0.00608261505424198,0.0292839536674291
4,"burnin",1849,104,14.5378526082481,0.0115496154869223,0.0304180323475285
4,"burnin",1854,92,16.5292206386163,0.00778316767186062,0.0359809621428216
4,"burnin",1859,111,13.6348779390301,0.00559274492780225,0.0288463167913245
4,"burnin",1864,117,13.7649973941784,0.0100988933889845,0.0250459913636917
4,"burnin",1869,112,13.9587860171561,0.00948092331136471,0.030188851213528
4,"burnin",1874,111,13.7294296662126,0.010669601664991,0.0274791296973339
4,"burnin",1879,108,14.1430182633513,0.00754021562594493,0.0265441776965419
4,"burnin",1884,109,12.7780947943894,0.0100140362904201,0.0309910161032087
4,"burnin",1889,103,13.862176930021,0.00946984429816156,0.0287239525234243
4,"burnin",1894,105,12.8053737774467,0.0091380641378771,0.0281511669826571
4,"burnin",1899,108,14.8199782180623,0.0101502118684194,0.0343329422198678
4,"burnin",1904,115,14.5874110129037,0.00946146787587608,0.0267614521534528
4,"burnin",1909,113,14.5895287673971,0.01232750320084,0.0326674678335497
4,"burnin",1914,104,15.808902562432,0.0103586960349513,0.0368347164199696
4,"burnin",1919,106,16.4532655091074,0.00472666530379047,0.0372023942510818
4,"burnin",1924,105,14.1645663118043,0.00833947997574099,0.0304278066521732
4,"burnin",1929,98,14.7690843300844,0.00423347792104547,0.0300127152304202
4,"burnin",1934,103,14.3283984712849,0.00131008184123909,0.0304903589898884
4,"burnin",1939,107,14.7814412684769,0.000879664556141281,0.0333639060875161
4,"burnin",1944,96,16.0371743185604,0.00250233987379343,0.0343640982881706
4,"burnin",1949,110,14.1691693743139,0.00666439173167048,0.0251218867162127
4,"burnin",1954,97,15.206786921034,-0.000563410835871217,0.0372897565450638
4,"burnin",1959,106,14.3196066352342,0.00783073407820989,0.0280064708168489
4,"burnin",1964,104,14.2271103628682,0.0160523917845306,0.0346210949396618
4,"burnin",1969,97,13.5566902652264,0.0113088548586301,0.0350556180699826
4,"burnin",1974,102,15.326437707694,0.0121981739755799,0.0339987241571404
4,"burnin",1979,107,14.437263850929,0.0124124499969336,0.0303603626545143
4,"burnin",1984,102,16.7566333101706,0.0132476503348182,0.0358073983046167
4,"burnin",1989,108,13.7439612127291,0.0111101551174508,0.0322967883658213
4,"burnin",1994,105,14.2200110392632,0.0132838399488008,0.0257497497340288
4,"burnin",1999,114,14.6450313277134,0.0135567738293201,0.0242168683133628
4,"forward",2004,108,13.9756473551487,0.00757337348964936,0.0267173427049458
4,"forward",2009,104,15.4532886966673,0.0144600898296853,0.0306721286047518
4,"forward",2014,114,15.7754575031814,0.0144650479237029,0.0253694325572803
4,"forward",2019,113,14.5929142482096,0.0108297606462298,0.0260537525358686
4,"forward",2024,115,15.909834924054,0.0100201307618601,0.0265153897078278
4,"forward",2029,98,16.3945081836861,0.014650642781878,0.0353403402571509
4,"forward",2034,97,15.523682193159,0.0106049644283119,0.0377760694918614
4,"forward",2039,103,15.2775680432174,0.0111999073769624,0.0321176207836885
4,"forward",2044,111,14.8707663355087,0.0198941290287023,0.0276850228077682
4,"forward",2049,111,14.452284823102,0.0096875581202982,0.0293042447830913
4,"forward",2054,113,15.6280686016133,0.00722644002356508,0.029808584137742
4,"forward",2059,105,14.5759702858773,0.0109312116245115,0.0331845195205815
4,"forward",2064,102,14.4541405164913,0.00238379796691365,0.0264717769484254
4,"forward",2069,116,14.4381929533295,0.00080187971501065,0.0215072380954698
4,"forward",2074,103,15.3971811452172,0.00491737829879033,0.0235319927155695
4,"forward",2079,102,15.0749760997251,0.00113385454444353,0.0297774525092491
4,"forward",2084,107,13.4858410514911,0.00474826362336278,0.0291101036666768
4,"forward",2089,95,15.8566164735571,0.00599677444499104,0.0308683729818792
4,"forward",2094,85,15.3621337853512,-0.00263799928350774,0.0362225599824477
4,"forward",2099,101,15.9154988343126,0.00215124835246632,0.0270479465762286
4,"forward",2104,100,17.188916891084,0.00216933851550399,0.029441635043795
4,"forward",2109,84,16.5651699160296,0.00219963192385812,0.0317520048282617
4,"forward",2114,95,16.0575372901712,0.00523375108057759,0.0312074329830829
4,"forward",2119,105,14.6507652645823,0.0079392401584352,0.0212867784150513
4,"forward",2124,98,15.1601216823675,0.00527397368102651,0.035437790041171
4,"forward",2129,124,13.7701928660107,0.00867801235558074,0.0254876079684611
4,"forward",2134,118,12.7667305092697,-0.0025258093547217,0.0271769783882359
4,"forward",2139,103,13.4950837754792,-0.00105042106591078,0.0279288628231525
4,"forward",2144,107,14.3255572182327,0.00309062362208098,0.025121774091606
4,"forward",2149,97,13.5648240536746,0.00348146437454509,0.0284726368282556
4,"forward",2154,95,14.0982475816483,-0.00906032292553331,0.0302835930234412
4,"forward",2159,105,13.3542898116989,0.00374527158446167,0.0288783658811545
4,"forward",2164,116,12.813753246551,0.0108626851349473,0.0296679684899555
4,"forward",2169,109,15.1020112882851,0.00300368208118234,0.0289781689883021
4,"forward",2174,91,13.5924280196952,0.00547893942233244,0.0429296567174138
4,"forward",2179,114,12.5525426057817,0.00189174073048869,0.0275022793701923
4,"forward",2184,107,13.389233027094,0.00700664329610988,0.0301159630520452
4,"forward",2189,112,13.5476871773866,0.00190124290399672,0.0276856219492874
4,"forward",2194,118,12.7460186014304,0.00137458178276157,0.0248308141960393
4,"forward",2199,124,13.2153935909945,0.00294797870963811,0.0264680760135426
4,"forward",2204,120,12.2889551283747,0.000618785016153162,0.0233883068750029
4,"forward",2209,120,13.6402553268478,0.00246904267864162,0.0270960447501513
4,"forward",2214,117,12.9835845348307,0.00842345867698776,0.0299907138736185
4,"forward",2219,113,13.8056494170614,0.00520333934566779,0.0336206403768168
4,"forward",2224,110,12.8537336560829,0.00610336861736031,0.0270513907961306
4,"forward",2229,124,12.0898646316915,0.00811333603040655,0.0267895110562852
4,"forward",2234,120,12.3377904577787,0.00493891845979072,0.0304394968788138
4,"forward",2239,114,11.6212488995202,0.0131695326503251,0.0345925682152655
4,"forward",2244,119,12.8749135677137,0.0101119949838277,0.0337784602045822
4,"forward",2249,124,13.2162361825368,0.00821439053730027,0.0270552301027265
4,"forward",2254,115,12.7559887456675,0.008360317847892,0.0267250187650108
4,"forward",2259,126,12.1632827240258,0.0121143094458041,0.0227488773862842
4,"forward",2264,113,12.0880982543105,0.0086398603852179,0.0255640217677342
4,"forward",2269,138,10.7672250027265,0.00764481863179831,0.0186258133461106
4,"forward",2274,117,11.385364602512,0.0119066919839216,0.0270585848201985
4,"forward",2279,129,10.71228498544,0.00513318462306343,0.0161898820222859
4,"forward",2284,111,9.96461028815103,0.00973707911947552,0.0287561078472855
4,"forward",2289,139,10.2969224098866,0.0113858610287141,0.0210204865719486
4,"forward",2294,125,11.149703432793,0.00374005355307204,0.0283297662619462
4,"forward",2299,130,11.2186119457344,-0.0002763458410334,0.0279957591312462
4,"forward",2304,133,11.1865177651202,0.00123941234884601,0.0231220234520086
4,"forward",2309,143,10.3119982695347,0.00494289678939911,0.0184513422345718
4,"forward",2314,123,10.5838531902904,-9.64615946332861e-05,0.0237558494608315
4,"forward",2319,120,9.71107884531972,0.00446205170731248,0.018380968987683
4,"forward",2324,123,9.8745840730358,0.00250197826595614,0.024321091496859
4,"forward",2329,121,11.3236595068675,0.00561110393450469,0.0313462099402133
4,"forward",2334,124,11.4149960572326,0.00124071132160393,0.0279963457202652
4,"forward",2339,130,10.4075247073941,0.00256351487065168,0.0224881248418572
4,"forward",2344,129,11.3998164450456,0.0101895880830136,0.0277007729826406
4,"forward",2349,119,11.4183332053064,0.00179506386730737,0.029219327937339
4,"forward",2354,126,11.040481579538,0.000879928501571838,0.0198368317656248
4,"forward",2359,103,11.1458401969869,0.0126594717262764,0.0292005295649026
4,"forward",2364,126,11.1205585589741,0.005885412635668,0.0224022135011004
4,"forward",2369,108,12.3575372559352,0.0170922192723957,0.0362925478302198
4,"forward",2374,132,11.1461813628913,0.00901366326000855,0.0259752665402998
4,"forward",2379,135,10.8301406494271,0.00582805437253567,0.0194774596709883
4,"forward",2384,115,11.7213833870442,0.0125197678878107,0.0280402015963578
4,"forward",2389,130,10.9007747415092,0.0125335908732089,0.0277976799736057
4,"forward",2394,118,10.6269395540161,0.0112318245983934,0.0281181139878024
4,"forward",2399,115,11.1306548695692,0.0110851276062333,0.0312516336000847
4,"forward",2404,115,9.51078975225934,0.00605389928194442,0.0289578359158619
4,"forward",2409,108,9.8798001584886,0.00314759828308854,0.029049398766627
4,"forward",2414,123,10.9845493125292,0.00624773199758335,0.0283425255550685
4,"forward",2419,117,11.9580390507988,0.0069723645272276,0.0250466400158512
4,"forward",2424,123,10.9434372887799,0.00520001048735962,0.0218602666885863
4,"forward",2429,113,11.3155029044897,0.00602877837804059,0.0278213212934405
4,"forward",2434,130,11.3482053489501,0.0061837613021047,0.0195010037481465
4,"forward",2439,136,12.3643614182454,0.00939194336307188,0.0260476770778298
4,"forward",2444,114,13.1115190776381,0.00842174608385294,0.0283759300249483
4,"forward",2449,127,12.2508227043574,0.000750004880264399,0.0238857399670562
4,"forward",2454,127,12.4753088770353,0.0023269003701706,0.0283932274563107
4,"forward",2459,113,13.4043757716827,0.000135569622818591,0.0260523681845409
4,"forward",2464,117,12.5927919532835,0.003997334281882,0.0262247223637811
4,"forward",2469,109,12.9496765913122,0.00505669811453563,0.0315602841814058
4,"forward",2474,115,12.6389539596579,0.00627764283724263,0.0287126707843217
4,"forward",2479,129,13.055562107022,0.0102094110333687,0.0285731690028367
4,"forward",2484,100,13.3523856787897,0.00839303367971964,0.0351393011726185
4,"forward",2489,127,11.813112435112,0.00880511933355686,0.0270850654294511
4,"forward",2494,112,11.6416475368541,0.00539515306611692,0.0338039643216634
4,"forward",2499,104,11.6337710904312,0.00686436968089595,0.0317545171302541
4,"forward",2504,129,10.859601544909,0.00627470307648459,0.0248682690895396
4,"forward",2509,129,11.954266938413,0.00542653315949602,0.0304698866276738
4,"forward",2514,137,11.3473654439974,0.00605072742032564,0.0253419163834803
4,"forward",2519,129,11.4323083231035,0.0108198917273094,0.0253112928716854
4,"forward",2524,113,11.6020207956853,0.00393147264210306,0.0229821644912958
4,"forward",2529,127,10.969307997032,0.00360235742341047,0.0185027083284262
4,"forward",2534,131,10.2898525149526,0.00741320997056053,0.0213813430001388
4,"forward",2539,136,10.4116590059793,0.00448499131464196,0.0228210198318325
4,"forward",2544,125,9.82022467677011,0.00594983554113314,0.0205024567443652
4,"forward",2549,131,9.57210138701298,0.00261373475786024,0.0210934845009766
4,"forward",2554,125,9.54089573396951,0.00532007045488148,0.023954023552875
4,"forward",2559,117,9.29911124130658,0.0120309483693107,0.0265683232408101
4,"forward",2564,122,10.0099920351958,0.00762809667584847,0.0272470786517422
4,"forward",2569,122,10.0723191061992,0.00539560952231532,0.020716492716414
4,"forward",2574,129,10.3261581147283,0.00811461457016327,0.0238590524964472
4,"forward",2579,127,9.91871043189367,0.00788391343403851,0.0280746223154815
4,"forward",2584,142,9.91070915648126,0.00821164843456815,0.0211243165514287
4,"forward",2589,122,9.99653202938462,0.00392220931730479,0.0267100494617509
4,"forward",2594,112,11.6716340858857,0.0088295370575147,0.0301262641357124
4,"forward",2599,129,9.49866884376108,0.00573286257418192,0.0274969743870655
4,"forward",2604,134,9.80446085349262,0.00868082960232328,0.0247193015110889
4,"forward",2609,138,9.48851633728217,0.00714702387998794,0.0232477871130257
4,"forward",2614,139,10.2744437608487,0.0068937667325422,0.022341601521987
4,"forward",2619,137,10.4389268021514,0.00266770511278464,0.0215162329976796
4,"forward",2624,128,9.81745376731938,0.00618537063408735,0.0266729165339359
4,"forward",2629,141,9.01889161075677,0.00358232601855844,0.020520355314627
4,"forward",2634,133,8.78189027119433,0.00501378511815966,0.0202266975211288
4,"forward",2639,135,9.66534127214601,0.00180385044846777,0.0200858194436343
4,"forward",2644,141,8.61021241895838,-0.00101981347889473,0.0226710863448755
4,"forward",2649,127,10.5545487790015,0.000305427547645376,0.02910460448717
4,"forward",2654,137,9.85047811951514,0.00259447252162645,0.0205144166759418
4,"forward",2659,142,10.8907852515752,-0.0032019706613825,0.0233837414509078
4,"forward",2664,129,8.26466810648877,-0.00013616162031001,0.0248367089510089
4,"forward",2669,136,9.48085480396997,-0.0014809252854871,0.0255629234846595
4,"forward",2674,136,9.3232669994731,-0.00261270943490857,0.0253537982110861
4,"forward",2679,137,9.08838890821097,-0.00736350315540386,0.0273247716429749
4,"forward",2684,134,8.66854294078299,-0.00620452390544946,0.0256009705743547
4,"forward",2689,134,8.92298427637024,-0.0029507461455801,0.0278323647042573
4,"forward",2694,156,8.04284631397757,0.000741115730912174,0.0181712067714113
4,"forward",2699,150,8.58799319251445,-0.000339399993138303,0.0167529208667902
4,"forward",2704,137,8.69401851128682,-0.00257136497566749,0.0242549328329773
4,"forward",2709,138,9.52747380258304,-0.0110549372329984,0.0237361930570489
4,"forward",2714,142,9.71298754695705,-0.00180382728862934,0.0229730949210289
4,"forward",2719,130,8.80671940730242,0.00180476117120874,0.0223115198861276
4,"forward",2724,127,8.05824748521937,0.000192452788316392,0.0264337602233637
4,"forward",2729,112,10.0726138583774,0.000379270865431378,0.0323587666245873
4,"forward",2734,125,9.0894419175404,0.00376282982880907,0.0231811380341991
4,"forward",2739,134,8.89105997213735,-0.00149552614584922,0.0257365852228367
4,"forward",2744,148,9.35923563937494,-0.00458077649256199,0.0216495197051473
4,"forward",2749,132,8.85131183366306,-0.00349296581831692,0.0221653745001367
4,"forward",2754,129,9.16033835171532,-0.00787820069555921,0.0282271001433414
4,"forward",2759,140,8.62800789213356,-0.00569636917960758,0.0272513398439426
4,"forward",2764,129,10.039512981252,-0.00809619216518977,0.0329422452299552
4,"forward",2769,129,10.5954270377911,-0.00924300762199405,0.0295648298574018
4,"forward",2774,138,10.704465697905,-0.00442686342802843,0.0301914196557517
4,"forward",2779,138,9.51122270030755,-0.00431209661091688,0.0280215009850258
4,"forward",2784,147,9.57014503223489,-0.00558448245251964,0.0277353786039515
4,"forward",2789,139,10.7671606027014,0.00151882436754474,0.0270716098336129
4,"forward",2794,137,11.364430126666,-0.00848212284244255,0.0333527089208735
4,"forward",2799,130,10.9289020887932,-0.00103406292210614,0.0297805656327847
4,"forward",2804,126,10.401910409403,-0.00366787305420067,0.0297151764986303
4,"forward",2809,124,10.8783969614239,-0.00391748329695414,0.033372512520057
