"replicate","phase","generation","n_edges","diameter","mean_delta","mean_abs_delta"
1,"burnin",1289,110,12.3775531200166,0.00615910727524123,0.0268020215498965
1,"burnin",1294,104,14.203116770994,-0.00228388869608074,0.0256769041242833
1,"burnin",1299,111,13.4719689795371,0.00131306985613653,0.0248932133169439
1,"burnin",1304,121,13.7256222728411,-0.000645774461697724,0.0239628190202171
1,"burnin",1309,106,13.8054612731814,-0.00498701252051651,0.0319304357604962
1,"burnin",1314,105,14.2907559839018,0.00539762195403638,0.0295332941676983
1,"burnin",1319,99,13.5606322043419,0.00382985780365673,0.0310902968522954
1,"burnin",1324,101,15.0509171280332,-0.00288349393457804,0.0306455296971635
1,"burnin",1329,98,14.0988239613143,-0.000888044297142381,0.0286885208383314
1,"burnin",1334,85,16.2108714620879,0.00172007025768484,0.0408139290501153
1,"burnin",1339,89,15.6807563985295,0.00468966902024045,0.026111267585278
1,"burnin",1344,91,14.4087872020045,0.0101331486888291,0.0342585101883153
1,"burnin",1349,105,15.3104796840542,-0.00192877089158244,0.0280168584309864
1,"burnin",1354,97,15.3510337150447,0.00979912789990884,0.0349606454319742
1,"burnin",1359,107,14.6664168015142,-0.00197341179005427,0.0347825695232668
1,"burnin",1364,104,14.8057698896818,-0.00172036815347422,0.0314745846684029
1,"burnin",1369,99,16.2017781950675,0.00113227786214438,0.0278467268201562
1,"burnin",1374,108,14.5982390812016,-0.0033172069761908,0.0277086358414673
1,"burnin",1379,106,14.3309687866119,0.00282120269426077,0.0301446105794949
1,"burnin",1384,102,14.5255888936288,-0.00351743496421539,0.0302851083350054
1,"burnin",1389,101,15.9907376830113,0.0036404379866675,0.0381079042722268
1,"burnin",1394,107,14.9552662112986,0.00223052047682129,0.0394304514541445
1,"burnin",1399,101,14.8040895677714,0.00112602047862877,0.033224499373889
1,"burnin",1404,96,14.3324416005675,-0.00182774709309033,0.0316717424661071
1,"burnin",1409,100,13.939323252356,-0.00151035937626194,0.033330291271393
1,"burnin",1414,123,13.5621759779672,-0.00418611720714246,0.0218209574833955
1,"burnin",1419,95,15.9528586902256,-0.0110492084799866,0.0348547227573798
1,"burnin",1424,111,14.6872836100166,-0.0100749129587102,0.0236640076571549
1,"burnin",1429,103,14.2409759610233,-0.00470482130507272,0.0344017892213413
1,"burnin",1434,117,13.6992259539499,-0.00843599095180394,0.0275136877840917
1,"burnin",1439,103,14.2552058221527,-0.00206786600438994,0.0300086937221032
1,"burnin",1444,105,14.3186169739219,-0.00148154839822467,0.0281862688647338
1,"burnin",1449,102,14.5178316730008,-0.0064311911640976,0.0266717768302699
1,"burnin",1454,110,15.0143155922322,-0.00867831852143834,0.0212372539317432
1,"burnin",1459,111,13.8947246199193,-0.00492637394980273,0.0235145863274966
1,"burnin",1464,103,15.4370042844864,-0.00209354833554125,0.028138840761195
1,"burnin",1469,92,14.8141426385464,-0.00905006698832029,0.0353530716741612
1,"burnin",1474,97,14.6416816327792,0.00503152339390197,0.0352035267361882
1,"burnin",1479,116,14.9847803560572,-0.00580781442572967,0.0231039945773895
1,"burnin",1484,103,14.4704190506775,-0.00745795779518646,0.0325101761454002
1,"burnin",1489,112,14.3274543610306,-0.0128918587903236,0.0258236071628719
1,"burnin",1494,125,13.6189064290367,-0.0119802557051768,0.0274915172518933
1,"burnin",1499,107,15.8837694442566,-0.00816761591753355,0.0321602268862503
1,"burnin",1504,100,15.7512274458399,-0.00430293677842355,0.0371097182423462
1,"burnin",1509,106,14.0302484462394,-0.0120225713742416,0.0292004369654745
1,"burnin",1514,108,15.6044398347361,-0.00456192096512033,0.0292932542514091
1,"burnin",1519,103,13.9853073331058,-0.00770122448398104,0.0336163693442843
1,"burnin",1524,106,15.8994594124294,-0.00106085323531435,0.0363317939296542
1,"burnin",1529,116,13.4366075765428,-0.00141344517337536,0.029564102517919
1,"burnin",1534,107,14.5212288640733,-0.00149034806454788,0.0365413143847155
1,"burnin",1539,108,15.7038299491475,0.00305167455533667,0.0362247635421746
1,"burnin",1544,100,12.9498125645824,-0.00135487286074574,0.0334739778004288
1,"burnin",1549,108,14.215994578533,-0.00324705536849334,0.02527123187346
1,"burnin",1554,119,13.1504012234805,-0.0010369161063808,0.0288176757833498
1,"burnin",1559,111,14.5088675853639,0.00169675509206845,0.0320114062671573
1,"burnin",1564,111,14.5921514620236,-0.00340734496487437,0.0314079853738362
1,"burnin",1569,125,13.7057734783053,-0.00302937676902413,0.026613632205144
1,"burnin",1574,113,14.2637467109289,-0.00394573928482863,0.0313224657262065
1,"burnin",1579,119,13.8755199775985,-0.0020774190255023,0.0277848088602844
1,"burnin",1584,107,13.5238338365815,-0.000447727898416947,0.0292726453337152
