"replicate","scenario","generation","method","Excluded","Exclusion","rho_all","rmse_all","mae_all","rho_corr","rmse_corr","mae_corr","auc_corr"
30,"Isotropic",2969,"gravity",FALSE,"",0.568626288916748,0.233840213392483,0.117514963655717,NA,0.323863414156284,0.29772204980533,0.980978260869565
30,"Isotropic",2974,"divMigrate",FALSE,"",0.457586489842175,0.193407809375661,0.0989684928845343,NA,0.61909932603928,0.581161883344971,0.986903683574879
30,"Isotropic",2974,"gravity",FALSE,"",0.540997019709008,0.25668872994296,0.140916134726223,NA,0.311178737843469,0.291800308642153,0.982903079710145
30,"Isotropic",2979,"divMigrate",FALSE,"",0.449712355996352,0.209661149272548,0.0890220423886235,NA,0.716865672479068,0.68405360142409,0.978525060386473
30,"Isotropic",2979,"gravity",FALSE,"",0.576230260667539,0.233678329320895,0.113699828656667,NA,0.326301622161671,0.298162721935167,0.9771663647343
30,"Isotropic",2984,"divMigrate",FALSE,"",0.458721500126258,0.200738953498724,0.0956707201231691,NA,0.666301275942033,0.638617441140351,0.988111413043478
30,"Isotropic",2984,"gravity",FALSE,"",0.584128262214167,0.229698913054424,0.111982519989997,NA,0.328068398557641,0.307003839607464,0.981544384057971
30,"Isotropic",2989,"divMigrate",FALSE,"",0.450953773494567,0.205482520736906,0.099027232575688,NA,0.671001301564745,0.646865405756436,0.979846014492754
30,"Isotropic",2989,"gravity",FALSE,"",0.559309405321069,0.24297611327014,0.125008638398277,NA,0.330764962556596,0.309824228594392,0.978751509661836
30,"Isotropic",2994,"divMigrate",FALSE,"",0.448329062212626,0.21203640678739,0.0949574288228503,NA,0.708817687317159,0.677281980870551,0.977053140096618
30,"Isotropic",2994,"gravity",FALSE,"",0.572536126574474,0.232611211239671,0.115226972797595,NA,0.332842843720328,0.309690829829042,0.978260869565217
30,"Isotropic",2999,"divMigrate",FALSE,"",0.442831356149101,0.22320562527149,0.0984550194178084,NA,0.738233701995461,0.722283099427969,0.971203200483092
30,"Isotropic",2999,"gravity",FALSE,"",0.553004222430969,0.262251043750874,0.130992905733527,NA,0.271533368779198,0.245929661393165,0.973354468599034
31,"Isotropic",2004,"divMigrate",FALSE,"",0.455954912558806,0.21986003467835,0.0956087582069072,NA,0.7473529943401,0.730317647659201,0.985167572463768
31,"Isotropic",2004,"gravity",FALSE,"",0.571303437169651,0.255315252566462,0.12597637287812,NA,0.259760285951703,0.236381184970545,0.983242753623188
31,"Isotropic",2009,"divMigrate",FALSE,"",0.455387407416765,0.216925698153699,0.0963245919716255,NA,0.734450601950857,0.717277341452948,0.984563707729469
31,"Isotropic",2009,"gravity",FALSE,"",0.533034409721577,0.271843541331787,0.144144695065674,NA,0.278717871286128,0.252845547071916,0.972750603864734
31,"Isotropic",2014,"divMigrate",FALSE,"",0.452691757992069,0.200358548837475,0.111764254319135,NA,0.583061894635535,0.551491254105017,0.981695350241546
31,"Isotropic",2014,"gravity",FALSE,"",0.562245752247327,0.259888165037065,0.126778537715691,NA,0.264948233437317,0.236643244130768,0.975581219806763
31,"Isotropic",2019,"divMigrate",FALSE,"",0.461204335122688,0.182722133440628,0.104682229380604,NA,0.544515496107454,0.507866836819766,0.990753321256039
31,"Isotropic",2019,"gravity",FALSE,"",0.578691419733904,0.243261656580515,0.116586169338064,NA,0.282742477800658,0.258785963865703,0.97920440821256
31,"Isotropic",2024,"divMigrate",FALSE,"",0.457302737271154,0.192333742139399,0.110489502034473,NA,0.573450809106047,0.54771248049276,0.986601751207729
31,"Isotropic",2024,"gravity",FALSE,"",0.568334275266754,0.253935720781842,0.121633744365559,NA,0.266397000360454,0.238752755178822,0.974750905797101
31,"Isotropic",2029,"divMigrate",FALSE,"",0.454678025989213,0.205514559289187,0.0980339117190001,NA,0.680190751939011,0.643394387489938,0.983808876811594
31,"Isotropic",2029,"gravity",FALSE,"",0.566573808589522,0.245662695394555,0.123612504479496,NA,0.311193489355603,0.289328063292939,0.979242149758454
31,"Isotropic",2034,"divMigrate",FALSE,"",0.450634551852169,0.216811957030964,0.0996949894729895,NA,0.731272899823994,0.709258520392392,0.97950634057971
31,"Isotropic",2034,"gravity",FALSE,"",0.522391842274098,0.278672895505228,0.155779291225462,NA,0.311525958014704,0.292922053297264,0.972033514492754
31,"Isotropic",2039,"divMigrate",FALSE,"",0.45868603105488,0.204979538155902,0.102952735912434,NA,0.671033973709729,0.652979051199372,0.988073671497585
31,"Isotropic",2039,"gravity",FALSE,"",0.53521186081137,0.278631624776279,0.146973903638715,NA,0.279731634673219,0.259186783121972,0.971542874396135
31,"Isotropic",2044,"divMigrate",FALSE,"",0.448612814783647,0.21233647819486,0.098331844416213,NA,0.705670450939929,0.672361932907791,0.977355072463768
31,"Isotropic",2044,"gravity",FALSE,"",0.506804489664442,0.276932208831141,0.14502705358776,NA,0.355488112274152,0.30302520675953,0.943463164251208
31,"Isotropic",2049,"divMigrate",FALSE,"",0.443398861291143,0.211017619417465,0.108689098747709,NA,0.672886098611871,0.651997059463464,0.971807065217391
31,"Isotropic",2049,"gravity",FALSE,"",0.541032394195211,0.273743797254973,0.14318667089228,NA,0.268153069368354,0.251395497968948,0.975052838164251
31,"Isotropic",2054,"divMigrate",FALSE,"",0.444391995289715,0.198326912306573,0.115012228810135,NA,0.555840881196503,0.512575107743533,0.972863828502415
31,"Isotropic",2054,"gravity",FALSE,"",0.529283678015433,0.272904275790245,0.151202825808189,NA,0.307506747969483,0.292515635144262,0.975392512077295
31,"Isotropic",2059,"divMigrate",FALSE,"",0.443363392219765,0.206406138420838,0.108077031545486,NA,0.633365029847945,0.604937325467318,0.971769323671498
31,"Isotropic",2059,"gravity",FALSE,"",0.56689373616012,0.252406547131292,0.121253239264877,NA,0.28537788661215,0.261684964268445,0.971505132850242
31,"Isotropic",2064,"divMigrate",FALSE,"",0.448932036426045,0.201510636260631,0.106306379696827,NA,0.609954108817507,0.582826096546339,0.977694746376812
31,"Isotropic",2064,"gravity",FALSE,"",0.532736592806503,0.264653116627745,0.14062717827097,NA,0.323773916272482,0.301099838412222,0.967768719806763
31,"Isotropic",2069,"divMigrate",FALSE,"",0.446697484929258,0.202496363238649,0.0973390683054604,NA,0.651458034173719,0.601390253708878,0.975317028985507
31,"Isotropic",2069,"gravity",FALSE,"",0.552325356536726,0.249644561264733,0.128308073588127,NA,0.315700722490679,0.28570635356204,0.976373792270531
31,"Isotropic",2074,"divMigrate",FALSE,"",0.454678025989213,0.208343449133141,0.0997788500802791,NA,0.673662487468172,0.65407805103778,0.983808876811594
31,"Isotropic",2074,"gravity",FALSE,"",0.526603841895269,0.277541935313665,0.150316422597032,NA,0.30729536819782,0.288848978792104,0.968561292270531
31,"Isotropic",2079,"divMigrate",FALSE,"",0.443469799433898,0.232609434108292,0.0946004851586189,NA,0.787917051989303,0.775384707197657,0.971882548309179
31,"Isotropic",2079,"gravity",FALSE,"",0.523751876830645,0.274150810357848,0.149666636849098,NA,0.309074157202484,0.284428400014008,0.968976449275362
31,"Isotropic",2084,"divMigrate",FALSE,"",0.451379402351098,0.210363818040719,0.0985438530903645,NA,0.682159424127404,0.65557518228066,0.980298913043478
31,"Isotropic",2084,"gravity",FALSE,"",0.56313667150584,0.251797491267893,0.123441796597628,NA,0.300587101737702,0.272368742195707,0.972410929951691
31,"Isotropic",2089,"divMigrate",FALSE,"",0.454075051775795,0.231005104671028,0.0908638109380312,NA,0.799716623892652,0.787070262184665,0.983167270531401
31,"Isotropic",2089,"gravity",FALSE,"",0.569162581658239,0.242518610886423,0.118409855399133,NA,0.322094492766636,0.30005247200433,0.973392210144927
31,"Isotropic",2094,"divMigrate",FALSE,"",0.450882835351812,0.209517809064342,0.105343802415244,NA,0.655205791831942,0.634836405194295,0.979770531400966
31,"Isotropic",2094,"gravity",FALSE,"",0.561557095738174,0.274085284397441,0.129279866825776,NA,0.234166064055566,0.206517325845707,0.969089673913043
31,"Isotropic",2099,"divMigrate",FALSE,"",0.45414598991855,0.18944922794376,0.10394811485662,NA,0.57285505830761,0.537931098649176,0.983242753623188
31,"Isotropic",2099,"gravity",FALSE,"",0.546682556902799,0.258091563968614,0.134739975787804,NA,0.313961973018417,0.293816053954709,0.974977355072464
31,"Isotropic",2104,"divMigrate",FALSE,"",0.443540737576653,0.205806728575989,0.100750356291635,NA,0.653100157123834,0.618887382123426,0.971958031400966
31,"Isotropic",2104,"gravity",FALSE,"",0.508104417546449,0.272778731608718,0.134649010291459,NA,0.387509159736568,0.310275821371858,0.928026871980676
31,"Isotropic",2109,"divMigrate",FALSE,"",0.441838222150529,0.219754066430794,0.0972055450019027,NA,0.726943909049202,0.704025766752897,0.970146437198068
31,"Isotropic",2109,"gravity",FALSE,"",0.535538291376109,0.245565283355802,0.121078227850946,NA,0.406519580194655,0.367486741542875,0.945425724637681
31,"Isotropic",2114,"divMigrate",FALSE,"",0.436908021229045,0.233373674803478,0.0925103614778288,NA,0.80621844969623,0.785847311711782,0.964900362318841
31,"Isotropic",2114,"gravity",FALSE,"",0.530759355169816,0.245862007710186,0.133572774621571,NA,0.410054018568395,0.394364281948951,0.966032608695652
31,"Isotropic",2119,"divMigrate",FALSE,"",0.445172314860022,0.211654800616749,0.109101154341653,NA,0.645117685039614,0.620913046854813,0.973694142512077
31,"Isotropic",2119,"gravity",FALSE,"",0.489492132655401,0.298905149502114,0.157319567132217,NA,0.341563161572587,0.284570214786595,0.932706823671498
31,"Isotropic",2124,"divMigrate",FALSE,"",0.44006476858165,0.209346983298889,0.107124045337506,NA,0.658182105659976,0.618041061250241,0.968259359903382
31,"Isotropic",2124,"gravity",FALSE,"",0.529771496930864,0.267164654383408,0.142935314060136,NA,0.327178047281842,0.302940656176419,0.966749698067633
31,"Isotropic",2129,"divMigrate",FALSE,"",0.437120835657311,0.218566841339513,0.105768067110668,NA,0.705353015519354,0.684074728987185,0.965126811594203
31,"Isotropic",2129,"gravity",FALSE,"",0.537338392557204,0.27092290766143,0.140346809831629,NA,0.307118114950287,0.286477334263256,0.965164553140097
31,"Isotropic",2134,"divMigrate",FALSE,"",0.437830217084862,0.224158574030361,0.104525213462416,NA,0.720475469478999,0.711905155933351,0.965881642512077
31,"Isotropic",2134,"gravity",FALSE,"",0.523498978773266,0.295448435751213,0.157820604594419,NA,0.247719525779745,0.222281898095063,0.96875
31,"Isotropic",2139,"divMigrate",FALSE,"",0.444711216932113,0.211496114180454,0.09689257958094,NA,0.690546186869102,0.657612050778428,0.973203502415459
31,"Isotropic",2139,"gravity",FALSE,"",0.567635646272205,0.244482348693043,0.119131786041513,NA,0.291882623282241,0.260839985410701,0.976185084541063
31,"Isotropic",2144,"divMigrate",FALSE,"",0.438575067583792,0.218437174544022,0.112663788494447,NA,0.646308270010111,0.631892693309787,0.966674214975845
31,"Isotropic",2144,"gravity",FALSE,"",0.517836417474803,0.285903376435998,0.157134974806808,NA,0.294036097695445,0.27526626379926,0.966523248792271
31,"Isotropic",2149,"divMigrate",FALSE,"",0.441306186079865,0.240292980636028,0.0959263968611249,NA,0.81696792451539,0.813816103290572,0.969580314009662
31,"Isotropic",2149,"gravity",FALSE,"",0.55626724474252,0.265589765768603,0.132419710969144,NA,0.274246142611694,0.249397003274023,0.974298007246377
31,"Isotropic",2154,"divMigrate",FALSE,"",0.431374846094143,0.21951393077923,0.0982313863606071,NA,0.722736303028101,0.693848519432173,0.95901268115942
31,"Isotropic",2154,"gravity",FALSE,"",0.528326945658952,0.264859745535396,0.138251269748414,NA,0.32943589880358,0.29939571475674,0.960673309178744
31,"Isotropic",2159,"divMigrate",FALSE,"",0.440738680937824,0.205359262538504,0.0971482029476837,NA,0.665973870894141,0.625160731500694,0.968976449275362
31,"Isotropic",2159,"gravity",FALSE,"",0.563454706006176,0.259706329925518,0.125564855505723,NA,0.281236124932801,0.250652536069457,0.97067481884058
31,"Isotropic",2164,"divMigrate",FALSE,"",0.435702072802208,0.223554320795245,0.0961950456153608,NA,0.754938020573123,0.737235568342331,0.963617149758454
31,"Isotropic",2164,"gravity",FALSE,"",0.552034194294031,0.256471749842807,0.130754482926548,NA,0.308186673293347,0.283920955298229,0.972524154589372
31,"Isotropic",2169,"divMigrate",FALSE,"",0.430275304881438,0.215454705727017,0.102433041857912,NA,0.702033400183968,0.669857254978553,0.957842693236715
31,"Isotropic",2169,"gravity",FALSE,"",0.518925629258182,0.282166753514937,0.155296855699886,NA,0.2972801623047,0.26720477454335,0.967504528985507
31,"Isotropic",2174,"divMigrate",FALSE,"",0.436943490300423,0.235157538467382,0.0935212247092616,NA,0.813195657943032,0.798180389748263,0.964938103864734
31,"Isotropic",2174,"gravity",FALSE,"",0.497852732385428,0.279838591269193,0.155036256536996,NA,0.368012090670983,0.318020323881955,0.947161835748792
31,"Isotropic",2179,"divMigrate",FALSE,"",0.448825629211913,0.227975626428746,0.089565484321939,NA,0.788893629658628,0.771494236550013,0.97758152173913
31,"Isotropic",2179,"gravity",FALSE,"",0.570614642777036,0.251069087109804,0.122465066545856,NA,0.301759717250448,0.279076849526825,0.974599939613527
31,"Isotropic",2184,"divMigrate",FALSE,"",0.44988970135324,0.215584451773078,0.0929653734769051,NA,0.731764179005265,0.702415114600893,0.978713768115942
31,"Isotropic",2184,"gravity",FALSE,"",0.519986613227568,0.272798339342771,0.140164513053379,NA,0.340316819482561,0.282080490559587,0.950143417874396
31,"Isotropic",2189,"divMigrate",FALSE,"",0.451308464208343,0.216791804971868,0.0960387165812928,NA,0.719397139885791,0.696277198053179,0.980223429951691
31,"Isotropic",2189,"gravity",FALSE,"",0.538590776576352,0.273419016474167,0.145879462171253,NA,0.284578110026622,0.264536483107523,0.976109601449275
31,"Isotropic",2194,"divMigrate",FALSE,"",0.450847366280435,0.212304972984343,0.0974221178164757,NA,0.706266765566323,0.681511400807718,0.979732789855073
31,"Isotropic",2194,"gravity",FALSE,"",0.546615599788722,0.25916646626777,0.136354413786642,NA,0.297864274330225,0.278729431148117,0.978298611111111
31,"Isotropic",2199,"divMigrate",FALSE,"",0.448293593141249,0.215503982763014,0.0985256977195448,NA,0.722474880374524,0.703882256260919,0.977015398550725
31,"Isotropic",2199,"gravity",FALSE,"",0.538032272687171,0.273743425387328,0.14235499183499,NA,0.278744333754761,0.253862651307678,0.970788043478261
31,"Isotropic",2204,"divMigrate",FALSE,"",0.454323335275438,0.199715763528682,0.0986100875165977,NA,0.646601250345264,0.615726115109607,0.983431461352657
31,"Isotropic",2204,"gravity",FALSE,"",0.550324977330095,0.263065176289233,0.138360260327269,NA,0.280797815497562,0.260289490500612,0.981544384057971
31,"Isotropic",2209,"divMigrate",FALSE,"",0.447513273570942,0.214930138601744,0.0989407715476977,NA,0.703776261528118,0.683515444859739,0.976185084541063
31,"Isotropic",2209,"gravity",FALSE,"",0.542077999808504,0.282257495074113,0.144073906127528,NA,0.257052878382263,0.232791952675247,0.970976751207729
31,"Isotropic",2214,"divMigrate",FALSE,"",0.44680389214339,0.210345097566071,0.0961693242278711,NA,0.691804981765708,0.662152044092394,0.975430253623188
31,"Isotropic",2214,"gravity",FALSE,"",0.559358403409524,0.259375537018879,0.127734431751597,NA,0.290078494547711,0.263349369188304,0.971203200483092
31,"Isotropic",2219,"divMigrate",FALSE,"",0.444143711790072,0.20765844034157,0.103720518440787,NA,0.652242655056148,0.619914669061533,0.972599637681159
31,"Isotropic",2219,"gravity",FALSE,"",0.505991836431555,0.281995036019455,0.144855014078424,NA,0.353670198922219,0.298413878784662,0.938028381642512
31,"Isotropic",2224,"divMigrate",FALSE,"",0.438362253155526,0.214288813810455,0.116148684934949,NA,0.647645488559618,0.629426415047222,0.966447765700483
31,"Isotropic",2224,"gravity",FALSE,"",0.485105280325805,0.304489562694394,0.175795831362963,NA,0.313430979549768,0.28992711094472,0.949350845410628
31,"Isotropic",2229,"divMigrate",FALSE,"",0.44871922199778,0.201866661967234,0.116303392180556,NA,0.57108951984014,0.536195309036119,0.977468297101449
31,"Isotropic",2229,"gravity",FALSE,"",0.506817586395149,0.290105174741313,0.153255580374118,NA,0.339750216781816,0.290001028604733,0.94501056763285
31,"Isotropic",2234,"divMigrate",FALSE,"",0.440383990224048,0.202487344195313,0.113144488054698,NA,0.600993519445161,0.562118521526875,0.968599033816425
31,"Isotropic",2234,"gravity",FALSE,"",0.523450027666864,0.297702172858254,0.159368848111462,NA,0.253511558124453,0.231439046982438,0.967240338164251
31,"Isotropic",2239,"divMigrate",FALSE,"",0.444214649932827,0.208968649576428,0.107916189094718,NA,0.661406952318348,0.636309412595154,0.972675120772947
31,"Isotropic",2239,"gravity",FALSE,"",0.534022467968055,0.280181189398727,0.149252172743447,NA,0.284047477794866,0.268824673291422,0.972071256038647
31,"Isotropic",2244,"divMigrate",FALSE,"",0.44432105714696,0.197742591412146,0.103360089292312,NA,0.611042678906554,0.561168938801612,0.972788345410628
31,"Isotropic",2244,"gravity",FALSE,"",0.531704990561275,0.288928303977089,0.149401576387276,NA,0.255462339340915,0.224373173923285,0.966862922705314
31,"Isotropic",2249,"divMigrate",FALSE,"",0.44095149536609,0.212354804382843,0.104871350370769,NA,0.693658111215275,0.65816136314159,0.969202898550725
31,"Isotropic",2249,"gravity",FALSE,"",0.524483004835683,0.303230634696385,0.160708129330419,NA,0.245726209025001,0.221290758731189,0.966674214975845
31,"Isotropic",2254,"divMigrate",FALSE,"",0.442654010792213,0.232573012194494,0.0964245650935102,NA,0.799658099732111,0.781157232287204,0.971014492753623
31,"Isotropic",2254,"gravity",FALSE,"",0.503231477415308,0.292084171624869,0.169597449221194,NA,0.325212535354664,0.311406606844392,0.964938103864734
31,"Isotropic",2259,"divMigrate",FALSE,"",0.447264990071299,0.214576069298096,0.10444213258741,NA,0.70792979640626,0.681833066233328,0.975920893719807
31,"Isotropic",2259,"gravity",FALSE,"",0.528813742265137,0.29235246831942,0.154025413760989,NA,0.261424315255454,0.239162408366429,0.967466787439614
31,"Isotropic",2264,"divMigrate",FALSE,"",0.446023572573084,0.204624339428152,0.118127810590853,NA,0.57965950089746,0.552267068498664,0.974599939613527
31,"Isotropic",2264,"gravity",FALSE,"",0.51848663463099,0.300676909530906,0.166182012766315,NA,0.267554832177479,0.25246724143342,0.969882246376812
31,"Isotropic",2269,"divMigrate",FALSE,"",0.441909160293284,0.201998210426224,0.115094375672925,NA,0.607475445510526,0.572948256015497,0.970221920289855
31,"Isotropic",2269,"gravity",FALSE,"",0.490795464912814,0.337843824005081,0.19881449610883,NA,0.23628403750383,0.210249795342907,0.963466183574879
31,"Isotropic",2274,"divMigrate",FALSE,"",0.443576206648031,0.201283175595645,0.118952687609077,NA,0.561084103703163,0.515791757443692,0.97199577294686
31,"Isotropic",2274,"gravity",FALSE,"",0.503909076107035,0.311242827825182,0.179432725126484,NA,0.267244185773605,0.244770787050275,0.967957427536232
31,"Isotropic",2279,"divMigrate",FALSE,"",0.449428603425331,0.201133435083042,0.123377481647537,NA,0.549186220578358,0.510715878417048,0.978223128019324
31,"Isotropic",2279,"gravity",FALSE,"",0.49450384878782,0.344876714953734,0.207561351919842,NA,0.218333035394481,0.19656002499149,0.972071256038647
31,"Isotropic",2284,"divMigrate",FALSE,"",0.452337067278293,0.211168916652252,0.102364878720668,NA,0.698189192481161,0.678325935341985,0.981317934782609
31,"Isotropic",2284,"gravity",FALSE,"",0.515532432487922,0.319002365767808,0.181941724114678,NA,0.220482488694805,0.200022412027057,0.978751509661836
31,"Isotropic",2289,"divMigrate",FALSE,"",0.456309603272582,0.205885592050579,0.100359824854101,NA,0.683854371139485,0.660354257739371,0.985544987922705
31,"Isotropic",2289,"gravity",FALSE,"",0.532086136859847,0.299565508869155,0.165474515813338,NA,0.221582638036616,0.200594873489056,0.9849788647343
31,"Isotropic",2294,"divMigrate",FALSE,"",0.458047587770084,0.186910153959362,0.109402481644529,NA,0.557014091370691,0.516407041745422,0.987394323671498
31,"Isotropic",2294,"gravity",FALSE,"",0.525933520560194,0.310339277778485,0.170909872018362,NA,0.207948349358208,0.178241664325436,0.980714070048309
31,"Isotropic",2299,"divMigrate",FALSE,"",0.443966366433184,0.209096341373749,0.102672135582084,NA,0.687508438765959,0.656110671361768,0.972410929951691
31,"Isotropic",2299,"gravity",FALSE,"",0.474970144064766,0.320644983530282,0.188967921033635,NA,0.311176420568307,0.244091079465042,0.947501509661836
31,"Isotropic",2304,"divMigrate",FALSE,"",0.452337067278293,0.204769507167469,0.10229072176457,NA,0.670865224098815,0.651780173663673,0.981317934782609
31,"Isotropic",2304,"gravity",FALSE,"",0.518845893224616,0.295448102967822,0.166941722588875,NA,0.261462650461005,0.237226069665929,0.97554347826087
31,"Isotropic",2309,"divMigrate",FALSE,"",0.449144850854311,0.210429019195857,0.102975228676107,NA,0.688049147358887,0.666798489801498,0.977921195652174
31,"Isotropic",2309,"gravity",FALSE,"",0.498272932193316,0.303950630855851,0.165174391959992,NA,0.313530036601648,0.257253343208788,0.947539251207729
31,"Isotropic",2314,"divMigrate",FALSE,"",0.45882790734039,0.207976889536839,0.0941597381220024,NA,0.703001615857902,0.680408196173126,0.988224637681159
31,"Isotropic",2314,"gravity",FALSE,"",0.546362339128889,0.263057843862373,0.139307695031412,NA,0.288972722706605,0.266239195616114,0.979732789855073
31,"Isotropic",2319,"divMigrate",FALSE,"",0.450989242565945,0.218386458151757,0.101344017128301,NA,0.72620022626696,0.704004119196798,0.979883756038647
31,"Isotropic",2319,"gravity",FALSE,"",0.515963416040035,0.275788127937431,0.158746758959541,NA,0.325773737957101,0.310223273625955,0.972901570048309
31,"Isotropic",2324,"divMigrate",FALSE,"",0.445314191145532,0.206716193664226,0.110474645118377,NA,0.644518959716198,0.619335685832617,0.973845108695652
31,"Isotropic",2324,"gravity",FALSE,"",0.530003723489834,0.28359385266507,0.152498843555716,NA,0.266546930322143,0.245381847718467,0.973090277777778
31,"Isotropic",2329,"divMigrate",FALSE,"",0.447903433356095,0.228201713521631,0.0931729300159685,NA,0.788097648312803,0.767519388131829,0.976600241545894
31,"Isotropic",2329,"gravity",FALSE,"",0.547737808789194,0.256616423632159,0.137051571758855,NA,0.306426425267482,0.287890897035624,0.980940519323672
31,"Isotropic",2334,"divMigrate",FALSE,"",0.448541876640892,0.220445926679921,0.100372244249473,NA,0.74456027181774,0.727627955386921,0.977279589371981
31,"Isotropic",2334,"gravity",FALSE,"",0.513624678664265,0.27950369151845,0.167452270664426,NA,0.336413967726179,0.32206409812276,0.979355374396135
31,"Isotropic",2339,"divMigrate",FALSE,"",0.443256985005632,0.221122172902754,0.107633588198038,NA,0.726865809289013,0.706484967680722,0.971656099033816
31,"Isotropic",2339,"gravity",FALSE,"",0.503419331271095,0.299839884503202,0.175296840213872,NA,0.297742606804387,0.275546487835659,0.968674516908213
31,"Isotropic",2344,"divMigrate",FALSE,"",0.448435469426759,0.207868579034398,0.103335478495535,NA,0.673198425416571,0.64712398123755,0.9771663647343
31,"Isotropic",2344,"gravity",FALSE,"",0.522810861011084,0.290492902997248,0.162289726115445,NA,0.265761066054706,0.240740595673945,0.976524758454106
31,"Isotropic",2349,"divMigrate",FALSE,"",0.448329062212626,0.218545795700348,0.0997752998661814,NA,0.732924696810164,0.713941333955096,0.977053140096618
31,"Isotropic",2349,"gravity",FALSE,"",0.499371344245799,0.295563536552836,0.164966810103619,NA,0.333362518867626,0.279379491874641,0.952558876811594
31,"Isotropic",2354,"divMigrate",FALSE,"",0.445065907645889,0.235782652475617,0.0930278455287232,NA,0.819104370353644,0.801407379664227,0.973580917874396
31,"Isotropic",2354,"gravity",FALSE,"",0.519408982530071,0.28311357166767,0.156350734448322,NA,0.310210179104249,0.286850529245363,0.966523248792271
31,"Isotropic",2359,"divMigrate",FALSE,"",0.444001835504562,0.216779787839726,0.102103069939093,NA,0.719743254288374,0.695290608767238,0.972448671497585
31,"Isotropic",2359,"gravity",FALSE,"",0.517070687195049,0.292179135590808,0.162478129481019,NA,0.284145807127437,0.263744831377345,0.968599033816425
31,"Isotropic",2364,"divMigrate",FALSE,"",0.447867964284718,0.196436976546318,0.113906899732153,NA,0.576562770561813,0.539005071200144,0.9765625
31,"Isotropic",2364,"gravity",FALSE,"",0.523106740839483,0.279819822978398,0.15426689574651,NA,0.303397261232308,0.286227830323878,0.969844504830918
31,"Isotropic",2369,"divMigrate",FALSE,"",0.453755830133396,0.19710175563478,0.111207840189048,NA,0.595503870358497,0.566112998212337,0.982827596618358
31,"Isotropic",2369,"gravity",FALSE,"",0.521061089420515,0.297586149812743,0.16618443930497,NA,0.249168870516102,0.224599293523522,0.97626056763285
31,"Isotropic",2374,"divMigrate",FALSE,"",0.454607087846458,0.215706644364118,0.0947458202789038,NA,0.729216236583971,0.713382078151625,0.983733393719807
31,"Isotropic",2374,"gravity",FALSE,"",0.567837282101325,0.262259481012695,0.126568603467935,NA,0.263451877759986,0.239866638225428,0.974335748792271
31,"Isotropic",2379,"divMigrate",FALSE,"",0.456451479558093,0.193554873616576,0.099244759404828,NA,0.607808325674045,0.558600813983052,0.98569595410628
31,"Isotropic",2379,"gravity",FALSE,"",0.551287113997093,0.270149651965518,0.140413235878427,NA,0.276277225409241,0.254833059786245,0.978977958937198
31,"Isotropic",2384,"divMigrate",FALSE,"",0.456948046557379,0.211178189701833,0.0964216272216274,NA,0.709523372956354,0.682360357155293,0.986224335748792
31,"Isotropic",2384,"gravity",FALSE,"",0.536388291678662,0.283116048372017,0.153380652351227,NA,0.264319936245326,0.24448432790527,0.978789251207729
31,"Isotropic",2389,"divMigrate",FALSE,"",0.452869103348957,0.215091990741271,0.100996026140156,NA,0.721988957254167,0.706282614295677,0.981884057971015
31,"Isotropic",2389,"gravity",FALSE,"",0.499654959244557,0.299856419815225,0.164739827101287,NA,0.325373628623485,0.275009345799298,0.950143417874396
31,"Isotropic",2394,"divMigrate",FALSE,"",0.453365670348243,0.194747096023661,0.11315480992768,NA,0.579211624835596,0.553023887116044,0.982412439613527
31,"Isotropic",2394,"gravity",FALSE,"",0.528683388949523,0.302316476936856,0.16162363908112,NA,0.23405110316615,0.208305781928574,0.973392210144927
31,"Isotropic",2399,"divMigrate",FALSE,"",0.447619680785075,0.229208646583228,0.0939880482492919,NA,0.790827183667709,0.774441952317472,0.976298309178744
31,"Isotropic",2399,"gravity",FALSE,"",0.515532315625348,0.269266462762948,0.150680857612955,NA,0.352666427339784,0.33453025387422,0.964447463768116
31,"Isotropic",2404,"divMigrate",FALSE,"",0.45297551056309,0.212255357561005,0.108195827187789,NA,0.691295334433491,0.669387222807465,0.981997282608696
31,"Isotropic",2404,"gravity",FALSE,"",0.525288922918325,0.271023965642201,0.148288295784229,NA,0.329197306021873,0.30807946917202,0.967391304347826
31,"Isotropic",2409,"divMigrate",FALSE,"",0.450989242565945,0.211378953894611,0.107512264480708,NA,0.674995559490361,0.649832247970161,0.979883756038647
31,"Isotropic",2409,"gravity",FALSE,"",0.510305801607841,0.276096141851893,0.155727092129462,NA,0.33652555740489,0.316269240014524,0.965126811594203
31,"Isotropic",2414,"divMigrate",FALSE,"",0.447974371498851,0.206954967000793,0.104048143073956,NA,0.670555314524541,0.639409934988796,0.976675724637681
31,"Isotropic",2414,"gravity",FALSE,"",0.512710422898901,0.294791385496733,0.157269596540967,NA,0.277823999816469,0.244223458592671,0.957653985507246
31,"Isotropic",2419,"divMigrate",FALSE,"",0.42804075338465,0.218973103778594,0.120549852981374,NA,0.644351065984127,0.615415816720752,0.955464975845411
31,"Isotropic",2419,"gravity",FALSE,"",0.455314396239226,0.308267453803103,0.176367805563839,NA,0.371055209833721,0.319736629171971,0.920667270531401
31,"Isotropic",2424,"divMigrate",FALSE,"",0.439000696440323,0.205416069024694,0.110293922693452,NA,0.632435076395319,0.601493246877475,0.96712711352657
