"replicate","scenario","generation","method","Excluded","Exclusion","rho_all","rmse_all","mae_all","rho_corr","rmse_corr","mae_corr","auc_corr"
1,"Isotropic",2209,"gravity",FALSE,"",0.533061200916191,0.267825950470155,0.150560025995769,NA,0.279208705220022,0.261068213869166,0.984488224637681
1,"Isotropic",2214,"divMigrate",FALSE,"",0.450208922995638,0.211278270381679,0.109624284152893,NA,0.685363280643928,0.658552634550104,0.979053442028985
1,"Isotropic",2214,"gravity",FALSE,"",0.529448493548449,0.264655615414153,0.148866749790246,NA,0.289654217207395,0.269186757849371,0.981204710144927
1,"Isotropic",2219,"divMigrate",FALSE,"",0.458792438269013,0.195434852848865,0.11595198914048,NA,0.59979312440134,0.565321888187993,0.988186896135266
1,"Isotropic",2219,"gravity",FALSE,"",0.533217100902028,0.251186279850426,0.146478023557227,NA,0.342286392184583,0.329586049284249,0.988715277777778
1,"Isotropic",2224,"divMigrate",FALSE,"",0.459608226910697,0.192265995772113,0.119988970747729,NA,0.57027287722974,0.538290367135419,0.989054951690821
1,"Isotropic",2224,"gravity",FALSE,"",0.530008140047067,0.268403520138866,0.155713794341288,NA,0.303352535338249,0.286033771684652,0.987092391304348
1,"Isotropic",2229,"divMigrate",FALSE,"",0.4551745929885,0.192814336338527,0.116112426232572,NA,0.580261564025465,0.544990962444689,0.984337258454106
1,"Isotropic",2229,"gravity",FALSE,"",0.548282988396348,0.242894804780026,0.135863204255668,NA,0.332549953805039,0.317777890046851,0.990942028985507
1,"Isotropic",2234,"divMigrate",FALSE,"",0.455706629059163,0.20830015698894,0.108938048900831,NA,0.684536380904922,0.663288768263877,0.984903381642512
1,"Isotropic",2234,"gravity",FALSE,"",0.543941571744686,0.273763953719821,0.148505307362088,NA,0.248151030784098,0.222816926187362,0.987054649758454
1,"Isotropic",2239,"divMigrate",FALSE,"",0.45662882491498,0.206968362674892,0.103985337593315,NA,0.683004526922338,0.665614767100384,0.985884661835749
1,"Isotropic",2239,"gravity",FALSE,"",0.546566658028416,0.259831878223134,0.139501968731506,NA,0.269418708316055,0.253311755264992,0.984752415458937
1,"Isotropic",2244,"divMigrate",FALSE,"",0.45531646927401,0.19806675698945,0.124854827315254,NA,0.547756429421937,0.527314969010376,0.984488224637681
