"cond","replicate","alternative","sign_concord","rho_signed","rho_abs","dbar_pres"
1,5,"perplexity",0.597701149425287,0.163209885543486,0.289348983013778,1
1,50,"global",0.913461538461538,0.886226394964259,0.749258508481809,1
1,50,"scale x0.5",0.653846153846154,0.356588072122053,0.233084391336819,1
1,50,"scale x2",0.846153846153846,0.821935346207191,0.711575802837939,1
1,50,"perplexity",0.682692307692308,0.282887015896725,0.437341299477222,0
1,6,"global",0.884955752212389,0.860686007053031,0.633924412801916,1
1,6,"scale x0.5",0.734513274336283,0.476711690731253,-0.000640428504890545,1
1,6,"scale x2",0.84070796460177,0.841115510013973,0.66676924612416,1
1,6,"perplexity",0.690265486725664,0.237906713686872,0.0428504890544947,1
1,7,"global",0.906976744186046,0.904089815557338,0.672550592009057,1
1,7,"scale x0.5",0.837209302325581,0.677192320392471,0.416557384782301,0
1,7,"scale x2",0.837209302325581,0.855917731968489,0.665059672626067,1
1,7,"perplexity",0.651162790697674,0.406934289353271,0.224793622340676,0
1,8,"global",0.795454545454545,0.778468528759114,0.591543094642669,0
1,8,"scale x0.5",0.75,0.531189461449051,0.326194920925646,1
1,8,"scale x2",0.670454545454545,0.566887393892431,0.434028389278293,0
1,8,"perplexity",0.625,0.27434750449086,0.430541368743616,1
1,9,"global",0.846153846153846,0.895625733489811,0.776827056438707,0
1,9,"scale x0.5",0.682692307692308,0.529915715352609,0.385394217433052,1
1,9,"scale x2",0.807692307692308,0.803040648671717,0.590846047156727,0
1,9,"perplexity",0.653846153846154,0.248970447028699,0.404107542942494,1
2,1,"global",0.970588235294118,0.889122758982608,0.800446064422655,1
2,1,"scale x0.5",0.735294117647059,0.76747608535688,0.706088037829914,1
2,1,"scale x2",0.852941176470588,0.817946392411201,0.779500430663221,1
2,1,"perplexity",0.843137254901961,0.723748081980024,0.565788798192926,1
2,10,"global",0.834782608695652,0.997084548104956,0.990922526509615,1
2,10,"scale x0.5",0.678260869565217,0.88827600688079,0.80561769622768,1
2,10,"scale x2",0.834782608695652,0.94584204873085,0.934075252578277,1
2,10,"perplexity",0.973913043478261,0.928470478021046,0.970546667420431,1
2,11,"global",0.836363636363636,0.713411700006874,0.591255929057538,1
2,11,"scale x0.5",0.763636363636364,0.727228981920671,0.61517838729635,0
2,11,"scale x2",0.909090909090909,0.869388877431773,0.691070323778099,1
2,11,"perplexity",0.690909090909091,0.633257716367636,0.494466212964873,1
2,13,"global",0.96039603960396,0.861600846262341,0.811318758815233,1
2,13,"scale x0.5",0.96039603960396,0.94033850493653,0.738352139163141,1
2,13,"scale x2",0.742574257425743,0.729384109073813,0.605912082745651,1
2,13,"perplexity",0.930693069306931,0.781734837799718,0.659837799717913,1
2,14,"global",0.992857142857143,0.995278987063716,0.981146949277898,1
2,14,"scale x0.5",0.742857142857143,0.973773134513439,0.639993976944096,1
2,14,"scale x2",0.871428571428571,0.965026417300342,0.933529377898042,1
2,14,"perplexity",0.857142857142857,0.957422309221919,0.927231741504612,1
2,15,"global",0.847058823529412,0.843815534170864,0.745362926944041,1
2,15,"scale x0.5",0.847058823529412,0.775297414891324,0.591584643739461,0
2,15,"scale x2",0.764705882352941,0.908668639633107,0.682600682326183,1
