"Stratum","He","n_poly","pop_index","is_terminus","replicate","scenario","generation"
"Pop24",0.13524,9,24,FALSE,17,"Isotropic",2004
"Pop25",0.104365,6,25,TRUE,17,"Isotropic",2004
"Pop01",0.096285,6,1,TRUE,18,"Isotropic",2004
"Pop02",0.122985,7,2,FALSE,18,"Isotropic",2004
"Pop03",0.146975,8,3,FALSE,18,"Isotropic",2004
"Pop04",0.15711,10,4,FALSE,18,"Isotropic",2004
"Pop05",0.17862,14,5,FALSE,18,"Isotropic",2004
"Pop06",0.214825,14,6,FALSE,18,"Isotropic",2004
"Pop07",0.266725,14,7,FALSE,18,"Isotropic",2004
"Pop08",0.252775,16,8,FALSE,18,"Isotropic",2004
"Pop09",0.2695325,16,9,FALSE,18,"Isotropic",2004
"Pop10",0.28695,16,10,FALSE,18,"Isotropic",2004
"Pop11",0.2938575,15,11,FALSE,18,"Isotropic",2004
"Pop12",0.29138,17,12,FALSE,18,"Isotropic",2004
"Pop13",0.2985825,17,13,FALSE,18,"Isotropic",2004
"Pop14",0.333365,18,14,FALSE,18,"Isotropic",2004
"Pop15",0.305575,18,15,FALSE,18,"Isotropic",2004
"Pop16",0.27661,17,16,FALSE,18,"Isotropic",2004
"Pop17",0.28017,16,17,FALSE,18,"Isotropic",2004
"Pop18",0.25995,14,18,FALSE,18,"Isotropic",2004
"Pop19",0.2323675,15,19,FALSE,18,"Isotropic",2004
"Pop20",0.2304925,15,20,FALSE,18,"Isotropic",2004
"Pop21",0.25488,15,21,FALSE,18,"Isotropic",2004
"Pop22",0.2314425,15,22,FALSE,18,"Isotropic",2004
"Pop23",0.2101125,14,23,FALSE,18,"Isotropic",2004
"Pop24",0.13101,13,24,FALSE,18,"Isotropic",2004
"Pop25",0.120315,12,25,TRUE,18,"Isotropic",2004
"Pop01",0.1325325,10,1,TRUE,19,"Isotropic",2004
"Pop02",0.154505,12,2,FALSE,19,"Isotropic",2004
"Pop03",0.159125,12,3,FALSE,19,"Isotropic",2004
"Pop04",0.1751725,14,4,FALSE,19,"Isotropic",2004
"Pop05",0.205215,12,5,FALSE,19,"Isotropic",2004
"Pop06",0.182115,14,6,FALSE,19,"Isotropic",2004
"Pop07",0.215495,14,7,FALSE,19,"Isotropic",2004
"Pop08",0.2177775,15,8,FALSE,19,"Isotropic",2004
"Pop09",0.1962725,12,9,FALSE,19,"Isotropic",2004
"Pop10",0.207665,12,10,FALSE,19,"Isotropic",2004
"Pop11",0.1804725,15,11,FALSE,19,"Isotropic",2004
"Pop12",0.2009775,15,12,FALSE,19,"Isotropic",2004
"Pop13",0.199735,15,13,FALSE,19,"Isotropic",2004
"Pop14",0.240655,15,14,FALSE,19,"Isotropic",2004
"Pop15",0.28695,17,15,FALSE,19,"Isotropic",2004
"Pop16",0.2731475,16,16,FALSE,19,"Isotropic",2004
"Pop17",0.3110525,17,17,FALSE,19,"Isotropic",2004
"Pop18",0.2776725,16,18,FALSE,19,"Isotropic",2004
"Pop19",0.30627,15,19,FALSE,19,"Isotropic",2004
"Pop20",0.2687425,15,20,FALSE,19,"Isotropic",2004
"Pop21",0.256645,14,21,FALSE,19,"Isotropic",2004
"Pop22",0.2187475,14,22,FALSE,19,"Isotropic",2004
"Pop23",0.1932925,13,23,FALSE,19,"Isotropic",2004
"Pop24",0.15205,9,24,FALSE,19,"Isotropic",2004
"Pop25",0.137995,9,25,TRUE,19,"Isotropic",2004
"Pop01",0.17483,10,1,TRUE,20,"Isotropic",2004
"Pop02",0.174715,11,2,FALSE,20,"Isotropic",2004
"Pop03",0.207615,12,3,FALSE,20,"Isotropic",2004
"Pop04",0.2275125,11,4,FALSE,20,"Isotropic",2004
"Pop05",0.24326,12,5,FALSE,20,"Isotropic",2004
"Pop06",0.21311,13,6,FALSE,20,"Isotropic",2004
"Pop07",0.225895,13,7,FALSE,20,"Isotropic",2004
"Pop08",0.2129925,13,8,FALSE,20,"Isotropic",2004
"Pop09",0.2201275,13,9,FALSE,20,"Isotropic",2004
"Pop10",0.2230875,12,10,FALSE,20,"Isotropic",2004
"Pop11",0.22501,14,11,FALSE,20,"Isotropic",2004
"Pop12",0.206785,15,12,FALSE,20,"Isotropic",2004
"Pop13",0.22987,14,13,FALSE,20,"Isotropic",2004
"Pop14",0.234175,14,14,FALSE,20,"Isotropic",2004
"Pop15",0.2363925,13,15,FALSE,20,"Isotropic",2004
"Pop16",0.2142025,14,16,FALSE,20,"Isotropic",2004
"Pop17",0.2533475,14,17,FALSE,20,"Isotropic",2004
"Pop18",0.203735,14,18,FALSE,20,"Isotropic",2004
"Pop19",0.2087225,12,19,FALSE,20,"Isotropic",2004
"Pop20",0.254715,12,20,FALSE,20,"Isotropic",2004
"Pop21",0.2575725,12,21,FALSE,20,"Isotropic",2004
"Pop22",0.2369275,12,22,FALSE,20,"Isotropic",2004
"Pop23",0.2209425,13,23,FALSE,20,"Isotropic",2004
"Pop24",0.2267525,12,24,FALSE,20,"Isotropic",2004
"Pop25",0.172915,12,25,TRUE,20,"Isotropic",2004
"Pop01",0.1166625,7,1,TRUE,21,"Isotropic",2004
"Pop02",0.12907,8,2,FALSE,21,"Isotropic",2004
"Pop03",0.112105,8,3,FALSE,21,"Isotropic",2004
"Pop04",0.11842,10,4,FALSE,21,"Isotropic",2004
"Pop05",0.14016,9,5,FALSE,21,"Isotropic",2004
"Pop06",0.177495,10,6,FALSE,21,"Isotropic",2004
"Pop07",0.1850025,12,7,FALSE,21,"Isotropic",2004
"Pop08",0.19887,13,8,FALSE,21,"Isotropic",2004
"Pop09",0.2197225,13,9,FALSE,21,"Isotropic",2004
"Pop10",0.2291075,13,10,FALSE,21,"Isotropic",2004
"Pop11",0.2546875,13,11,FALSE,21,"Isotropic",2004
"Pop12",0.2624275,13,12,FALSE,21,"Isotropic",2004
"Pop13",0.284255,15,13,FALSE,21,"Isotropic",2004
"Pop14",0.21247,15,14,FALSE,21,"Isotropic",2004
"Pop15",0.2305125,14,15,FALSE,21,"Isotropic",2004
"Pop16",0.2282,15,16,FALSE,21,"Isotropic",2004
"Pop17",0.23347,15,17,FALSE,21,"Isotropic",2004
"Pop18",0.230715,14,18,FALSE,21,"Isotropic",2004
"Pop19",0.2088725,14,19,FALSE,21,"Isotropic",2004
"Pop20",0.209195,13,20,FALSE,21,"Isotropic",2004
"Pop21",0.2025475,12,21,FALSE,21,"Isotropic",2004
"Pop22",0.1719375,11,22,FALSE,21,"Isotropic",2004
"Pop23",0.164535,11,23,FALSE,21,"Isotropic",2004
"Pop24",0.168615,12,24,FALSE,21,"Isotropic",2004
"Pop25",0.161365,10,25,TRUE,21,"Isotropic",2004
"Pop01",0.1814725,13,1,TRUE,22,"Isotropic",2004
"Pop02",0.196865,15,2,FALSE,22,"Isotropic",2004
"Pop03",0.207075,13,3,FALSE,22,"Isotropic",2004
"Pop04",0.208665,12,4,FALSE,22,"Isotropic",2004
"Pop05",0.2545425,14,5,FALSE,22,"Isotropic",2004
"Pop06",0.2522325,15,6,FALSE,22,"Isotropic",2004
"Pop07",0.2298825,16,7,FALSE,22,"Isotropic",2004
"Pop08",0.27093,17,8,FALSE,22,"Isotropic",2004
"Pop09",0.331435,19,9,FALSE,22,"Isotropic",2004
"Pop10",0.333705,19,10,FALSE,22,"Isotropic",2004
"Pop11",0.2675875,16,11,FALSE,22,"Isotropic",2004
"Pop12",0.2749425,18,12,FALSE,22,"Isotropic",2004
"Pop13",0.2720525,18,13,FALSE,22,"Isotropic",2004
"Pop14",0.3139875,18,14,FALSE,22,"Isotropic",2004
"Pop15",0.313985,18,15,FALSE,22,"Isotropic",2004
"Pop16",0.32724,17,16,FALSE,22,"Isotropic",2004
"Pop17",0.274495,18,17,FALSE,22,"Isotropic",2004
"Pop18",0.2560275,14,18,FALSE,22,"Isotropic",2004
"Pop19",0.285565,17,19,FALSE,22,"Isotropic",2004
"Pop20",0.2803325,17,20,FALSE,22,"Isotropic",2004
"Pop21",0.2493925,14,21,FALSE,22,"Isotropic",2004
"Pop22",0.245445,14,22,FALSE,22,"Isotropic",2004
"Pop23",0.2221475,14,23,FALSE,22,"Isotropic",2004
"Pop24",0.1882175,13,24,FALSE,22,"Isotropic",2004
"Pop25",0.18032,12,25,TRUE,22,"Isotropic",2004
"Pop01",0.13857,11,1,TRUE,23,"Isotropic",2004
"Pop02",0.205665,12,2,FALSE,23,"Isotropic",2004
"Pop03",0.191725,13,3,FALSE,23,"Isotropic",2004
"Pop04",0.1986475,13,4,FALSE,23,"Isotropic",2004
"Pop05",0.2336275,14,5,FALSE,23,"Isotropic",2004
"Pop06",0.2220475,14,6,FALSE,23,"Isotropic",2004
"Pop07",0.24532,15,7,FALSE,23,"Isotropic",2004
"Pop08",0.248805,15,8,FALSE,23,"Isotropic",2004
"Pop09",0.2503025,15,9,FALSE,23,"Isotropic",2004
"Pop10",0.262785,15,10,FALSE,23,"Isotropic",2004
"Pop11",0.2597125,14,11,FALSE,23,"Isotropic",2004
"Pop12",0.2314875,14,12,FALSE,23,"Isotropic",2004
"Pop13",0.25946,15,13,FALSE,23,"Isotropic",2004
"Pop14",0.2969625,14,14,FALSE,23,"Isotropic",2004
"Pop15",0.2538775,14,15,FALSE,23,"Isotropic",2004
"Pop16",0.271495,14,16,FALSE,23,"Isotropic",2004
"Pop17",0.2045975,15,17,FALSE,23,"Isotropic",2004
"Pop18",0.1588925,15,18,FALSE,23,"Isotropic",2004
"Pop19",0.16644,17,19,FALSE,23,"Isotropic",2004
"Pop20",0.1675825,15,20,FALSE,23,"Isotropic",2004
"Pop21",0.1605325,15,21,FALSE,23,"Isotropic",2004
"Pop22",0.193405,13,22,FALSE,23,"Isotropic",2004
"Pop23",0.204165,12,23,FALSE,23,"Isotropic",2004
"Pop24",0.2120425,13,24,FALSE,23,"Isotropic",2004
"Pop25",0.1526,11,25,TRUE,23,"Isotropic",2004
"Pop01",0.1495125,10,1,TRUE,24,"Isotropic",2004
"Pop02",0.19126,12,2,FALSE,24,"Isotropic",2004
"Pop03",0.200065,13,3,FALSE,24,"Isotropic",2004
"Pop04",0.2274,14,4,FALSE,24,"Isotropic",2004
"Pop05",0.2625625,15,5,FALSE,24,"Isotropic",2004
"Pop06",0.2846975,15,6,FALSE,24,"Isotropic",2004
"Pop07",0.27871,18,7,FALSE,24,"Isotropic",2004
"Pop08",0.25537,17,8,FALSE,24,"Isotropic",2004
"Pop09",0.2789575,16,9,FALSE,24,"Isotropic",2004
"Pop10",0.3033125,17,10,FALSE,24,"Isotropic",2004
"Pop11",0.301885,17,11,FALSE,24,"Isotropic",2004
"Pop12",0.2961575,19,12,FALSE,24,"Isotropic",2004
"Pop13",0.26438,17,13,FALSE,24,"Isotropic",2004
"Pop14",0.2262325,17,14,FALSE,24,"Isotropic",2004
"Pop15",0.2780775,15,15,FALSE,24,"Isotropic",2004
"Pop16",0.2785925,16,16,FALSE,24,"Isotropic",2004
"Pop17",0.2607225,15,17,FALSE,24,"Isotropic",2004
"Pop18",0.2442325,15,18,FALSE,24,"Isotropic",2004
"Pop19",0.2354425,15,19,FALSE,24,"Isotropic",2004
"Pop20",0.2294975,13,20,FALSE,24,"Isotropic",2004
"Pop21",0.2281,12,21,FALSE,24,"Isotropic",2004
"Pop22",0.207905,12,22,FALSE,24,"Isotropic",2004
"Pop23",0.161505,11,23,FALSE,24,"Isotropic",2004
"Pop24",0.188335,12,24,FALSE,24,"Isotropic",2004
"Pop25",0.1519,11,25,TRUE,24,"Isotropic",2004
"Pop01",0.148235,8,1,TRUE,25,"Isotropic",2004
"Pop02",0.1378675,10,2,FALSE,25,"Isotropic",2004
"Pop03",0.15581,10,3,FALSE,25,"Isotropic",2004
"Pop04",0.159665,10,4,FALSE,25,"Isotropic",2004
"Pop05",0.174285,11,5,FALSE,25,"Isotropic",2004
"Pop06",0.1680775,11,6,FALSE,25,"Isotropic",2004
"Pop07",0.2103425,13,7,FALSE,25,"Isotropic",2004
"Pop08",0.1921025,13,8,FALSE,25,"Isotropic",2004
"Pop09",0.18561,13,9,FALSE,25,"Isotropic",2004
"Pop10",0.20057,15,10,FALSE,25,"Isotropic",2004
"Pop11",0.21687,13,11,FALSE,25,"Isotropic",2004
"Pop12",0.193665,12,12,FALSE,25,"Isotropic",2004
"Pop13",0.2117425,12,13,FALSE,25,"Isotropic",2004
"Pop14",0.185975,12,14,FALSE,25,"Isotropic",2004
"Pop15",0.2040375,12,15,FALSE,25,"Isotropic",2004
"Pop16",0.2120825,13,16,FALSE,25,"Isotropic",2004
"Pop17",0.2234475,13,17,FALSE,25,"Isotropic",2004
"Pop18",0.2534675,13,18,FALSE,25,"Isotropic",2004
"Pop19",0.2150125,13,19,FALSE,25,"Isotropic",2004
"Pop20",0.2006875,12,20,FALSE,25,"Isotropic",2004
"Pop21",0.1914575,13,21,FALSE,25,"Isotropic",2004
"Pop22",0.22151,13,22,FALSE,25,"Isotropic",2004
"Pop23",0.2106575,11,23,FALSE,25,"Isotropic",2004
"Pop24",0.21059,12,24,FALSE,25,"Isotropic",2004
"Pop25",0.2036775,9,25,TRUE,25,"Isotropic",2004
"Pop01",0.13742,13,1,TRUE,26,"Isotropic",2004
"Pop02",0.18787,14,2,FALSE,26,"Isotropic",2004
"Pop03",0.24725,14,3,FALSE,26,"Isotropic",2004
"Pop04",0.2437525,14,4,FALSE,26,"Isotropic",2004
"Pop05",0.2501425,15,5,FALSE,26,"Isotropic",2004
"Pop06",0.2647825,16,6,FALSE,26,"Isotropic",2004
"Pop07",0.2865475,16,7,FALSE,26,"Isotropic",2004
"Pop08",0.2878725,16,8,FALSE,26,"Isotropic",2004
"Pop09",0.3047275,17,9,FALSE,26,"Isotropic",2004
"Pop10",0.3153775,17,10,FALSE,26,"Isotropic",2004
"Pop11",0.304375,16,11,FALSE,26,"Isotropic",2004
"Pop12",0.2992475,16,12,FALSE,26,"Isotropic",2004
"Pop13",0.2933575,16,13,FALSE,26,"Isotropic",2004
"Pop14",0.2673825,17,14,FALSE,26,"Isotropic",2004
"Pop15",0.2904325,17,15,FALSE,26,"Isotropic",2004
"Pop16",0.2962925,17,16,FALSE,26,"Isotropic",2004
"Pop17",0.29086,16,17,FALSE,26,"Isotropic",2004
"Pop18",0.25756,17,18,FALSE,26,"Isotropic",2004
"Pop19",0.3033,17,19,FALSE,26,"Isotropic",2004
"Pop20",0.294945,16,20,FALSE,26,"Isotropic",2004
"Pop21",0.257715,16,21,FALSE,26,"Isotropic",2004
"Pop22",0.2532675,14,22,FALSE,26,"Isotropic",2004
"Pop23",0.28044,15,23,FALSE,26,"Isotropic",2004
"Pop24",0.2897375,15,24,FALSE,26,"Isotropic",2004
"Pop25",0.263805,15,25,TRUE,26,"Isotropic",2004
"Pop01",0.1682575,11,1,TRUE,27,"Isotropic",2004
"Pop02",0.20025,12,2,FALSE,27,"Isotropic",2004
"Pop03",0.216215,12,3,FALSE,27,"Isotropic",2004
"Pop04",0.23284,14,4,FALSE,27,"Isotropic",2004
"Pop05",0.2061025,12,5,FALSE,27,"Isotropic",2004
"Pop06",0.2261625,12,6,FALSE,27,"Isotropic",2004
"Pop07",0.1993625,12,7,FALSE,27,"Isotropic",2004
"Pop08",0.21474,17,8,FALSE,27,"Isotropic",2004
"Pop09",0.267425,17,9,FALSE,27,"Isotropic",2004
"Pop10",0.2889225,17,10,FALSE,27,"Isotropic",2004
"Pop11",0.2774425,17,11,FALSE,27,"Isotropic",2004
"Pop12",0.2897125,18,12,FALSE,27,"Isotropic",2004
"Pop13",0.2764125,18,13,FALSE,27,"Isotropic",2004
"Pop14",0.261845,17,14,FALSE,27,"Isotropic",2004
"Pop15",0.2274775,16,15,FALSE,27,"Isotropic",2004
"Pop16",0.1703975,14,16,FALSE,27,"Isotropic",2004
"Pop17",0.1846025,13,17,FALSE,27,"Isotropic",2004
"Pop18",0.1833075,14,18,FALSE,27,"Isotropic",2004
"Pop19",0.1934975,11,19,FALSE,27,"Isotropic",2004
"Pop20",0.20372,10,20,FALSE,27,"Isotropic",2004
"Pop21",0.17594,10,21,FALSE,27,"Isotropic",2004
"Pop22",0.1325675,12,22,FALSE,27,"Isotropic",2004
"Pop23",0.15445,10,23,FALSE,27,"Isotropic",2004
"Pop24",0.1887375,11,24,FALSE,27,"Isotropic",2004
"Pop25",0.2073025,11,25,TRUE,27,"Isotropic",2004
"Pop01",0.1725775,9,1,TRUE,28,"Isotropic",2004
"Pop02",0.1257475,9,2,FALSE,28,"Isotropic",2004
"Pop03",0.17589,10,3,FALSE,28,"Isotropic",2004
"Pop04",0.195715,11,4,FALSE,28,"Isotropic",2004
"Pop05",0.210125,12,5,FALSE,28,"Isotropic",2004
"Pop06",0.23659,12,6,FALSE,28,"Isotropic",2004
"Pop07",0.26052,16,7,FALSE,28,"Isotropic",2004
"Pop08",0.2514975,16,8,FALSE,28,"Isotropic",2004
"Pop09",0.2881375,17,9,FALSE,28,"Isotropic",2004
"Pop10",0.2679775,16,10,FALSE,28,"Isotropic",2004
"Pop11",0.293135,16,11,FALSE,28,"Isotropic",2004
"Pop12",0.2713,16,12,FALSE,28,"Isotropic",2004
"Pop13",0.26169,15,13,FALSE,28,"Isotropic",2004
"Pop14",0.2328275,15,14,FALSE,28,"Isotropic",2004
"Pop15",0.1941525,14,15,FALSE,28,"Isotropic",2004
"Pop16",0.230505,13,16,FALSE,28,"Isotropic",2004
"Pop17",0.201305,15,17,FALSE,28,"Isotropic",2004
"Pop18",0.214375,13,18,FALSE,28,"Isotropic",2004
"Pop19",0.22458,13,19,FALSE,28,"Isotropic",2004
"Pop20",0.2535475,13,20,FALSE,28,"Isotropic",2004
"Pop21",0.187745,12,21,FALSE,28,"Isotropic",2004
"Pop22",0.18156,12,22,FALSE,28,"Isotropic",2004
"Pop23",0.2091975,12,23,FALSE,28,"Isotropic",2004
"Pop24",0.1865225,13,24,FALSE,28,"Isotropic",2004
"Pop25",0.14729,11,25,TRUE,28,"Isotropic",2004
"Pop01",0.1187025,6,1,TRUE,29,"Isotropic",2004
"Pop02",0.12687,6,2,FALSE,29,"Isotropic",2004
"Pop03",0.11056,9,3,FALSE,29,"Isotropic",2004
"Pop04",0.1332875,9,4,FALSE,29,"Isotropic",2004
"Pop05",0.13364,8,5,FALSE,29,"Isotropic",2004
"Pop06",0.15565,9,6,FALSE,29,"Isotropic",2004
"Pop07",0.1730875,10,7,FALSE,29,"Isotropic",2004
"Pop08",0.211485,11,8,FALSE,29,"Isotropic",2004
"Pop09",0.19704,13,9,FALSE,29,"Isotropic",2004
"Pop10",0.1926625,14,10,FALSE,29,"Isotropic",2004
"Pop11",0.219335,15,11,FALSE,29,"Isotropic",2004
"Pop12",0.26414,15,12,FALSE,29,"Isotropic",2004
"Pop13",0.2733875,15,13,FALSE,29,"Isotropic",2004
"Pop14",0.26288,15,14,FALSE,29,"Isotropic",2004
"Pop15",0.2957225,16,15,FALSE,29,"Isotropic",2004
"Pop16",0.2731175,16,16,FALSE,29,"Isotropic",2004
"Pop17",0.30508,15,17,FALSE,29,"Isotropic",2004
"Pop18",0.2981075,15,18,FALSE,29,"Isotropic",2004
"Pop19",0.2568175,14,19,FALSE,29,"Isotropic",2004
"Pop20",0.27328,14,20,FALSE,29,"Isotropic",2004
"Pop21",0.2740275,14,21,FALSE,29,"Isotropic",2004
"Pop22",0.2855375,14,22,FALSE,29,"Isotropic",2004
"Pop23",0.2820325,13,23,FALSE,29,"Isotropic",2004
"Pop24",0.25682,13,24,FALSE,29,"Isotropic",2004
"Pop25",0.2430175,13,25,TRUE,29,"Isotropic",2004
"Pop01",0.141745,10,1,TRUE,30,"Isotropic",2004
"Pop02",0.1683775,10,2,FALSE,30,"Isotropic",2004
"Pop03",0.19551,14,3,FALSE,30,"Isotropic",2004
"Pop04",0.2093325,15,4,FALSE,30,"Isotropic",2004
"Pop05",0.2098225,15,5,FALSE,30,"Isotropic",2004
"Pop06",0.2016275,17,6,FALSE,30,"Isotropic",2004
"Pop07",0.2729725,17,7,FALSE,30,"Isotropic",2004
"Pop08",0.26944,18,8,FALSE,30,"Isotropic",2004
"Pop09",0.2059025,15,9,FALSE,30,"Isotropic",2004
"Pop10",0.209665,14,10,FALSE,30,"Isotropic",2004
"Pop11",0.205035,13,11,FALSE,30,"Isotropic",2004
"Pop12",0.2345675,14,12,FALSE,30,"Isotropic",2004
"Pop13",0.1979575,13,13,FALSE,30,"Isotropic",2004
"Pop14",0.1876825,15,14,FALSE,30,"Isotropic",2004
"Pop15",0.1989825,16,15,FALSE,30,"Isotropic",2004
"Pop16",0.1953825,14,16,FALSE,30,"Isotropic",2004
"Pop17",0.2072075,15,17,FALSE,30,"Isotropic",2004
"Pop18",0.2283775,14,18,FALSE,30,"Isotropic",2004
"Pop19",0.2393925,14,19,FALSE,30,"Isotropic",2004
"Pop20",0.2513075,14,20,FALSE,30,"Isotropic",2004
"Pop21",0.2225625,15,21,FALSE,30,"Isotropic",2004
"Pop22",0.2262525,14,22,FALSE,30,"Isotropic",2004
"Pop23",0.23884,12,23,FALSE,30,"Isotropic",2004
"Pop24",0.16916,11,24,FALSE,30,"Isotropic",2004
"Pop25",0.1597825,11,25,TRUE,30,"Isotropic",2004
"Pop01",0.0885,8,1,TRUE,31,"Isotropic",2004
"Pop02",0.156625,9,2,FALSE,31,"Isotropic",2004
"Pop03",0.1523975,11,3,FALSE,31,"Isotropic",2004
"Pop04",0.1870075,12,4,FALSE,31,"Isotropic",2004
"Pop05",0.1941225,13,5,FALSE,31,"Isotropic",2004
"Pop06",0.218555,13,6,FALSE,31,"Isotropic",2004
"Pop07",0.2278225,12,7,FALSE,31,"Isotropic",2004
"Pop08",0.227185,14,8,FALSE,31,"Isotropic",2004
"Pop09",0.2752325,14,9,FALSE,31,"Isotropic",2004
"Pop10",0.273505,14,10,FALSE,31,"Isotropic",2004
"Pop11",0.2436425,14,11,FALSE,31,"Isotropic",2004
"Pop12",0.2445725,16,12,FALSE,31,"Isotropic",2004
"Pop13",0.2522125,16,13,FALSE,31,"Isotropic",2004
"Pop14",0.2106325,13,14,FALSE,31,"Isotropic",2004
"Pop15",0.20426,12,15,FALSE,31,"Isotropic",2004
"Pop16",0.1935025,12,16,FALSE,31,"Isotropic",2004
"Pop17",0.1715175,11,17,FALSE,31,"Isotropic",2004
"Pop18",0.1792975,12,18,FALSE,31,"Isotropic",2004
"Pop19",0.205435,12,19,FALSE,31,"Isotropic",2004
"Pop20",0.1892875,11,20,FALSE,31,"Isotropic",2004
"Pop21",0.17347,10,21,FALSE,31,"Isotropic",2004
"Pop22",0.1696975,9,22,FALSE,31,"Isotropic",2004
"Pop23",0.13936,9,23,FALSE,31,"Isotropic",2004
"Pop24",0.13678,7,24,FALSE,31,"Isotropic",2004
"Pop25",0.088325,6,25,TRUE,31,"Isotropic",2004
"Pop01",0.1214825,8,1,TRUE,32,"Isotropic",2004
"Pop02",0.1074175,7,2,FALSE,32,"Isotropic",2004
"Pop03",0.1438725,10,3,FALSE,32,"Isotropic",2004
"Pop04",0.1641175,12,4,FALSE,32,"Isotropic",2004
"Pop05",0.20777,11,5,FALSE,32,"Isotropic",2004
"Pop06",0.20124,13,6,FALSE,32,"Isotropic",2004
"Pop07",0.2090575,16,7,FALSE,32,"Isotropic",2004
"Pop08",0.230595,17,8,FALSE,32,"Isotropic",2004
"Pop09",0.2729575,16,9,FALSE,32,"Isotropic",2004
"Pop10",0.340505,18,10,FALSE,32,"Isotropic",2004
"Pop11",0.3259975,19,11,FALSE,32,"Isotropic",2004
"Pop12",0.31505,19,12,FALSE,32,"Isotropic",2004
"Pop13",0.259465,18,13,FALSE,32,"Isotropic",2004
"Pop14",0.2744375,18,14,FALSE,32,"Isotropic",2004
"Pop15",0.273955,17,15,FALSE,32,"Isotropic",2004
"Pop16",0.2675925,17,16,FALSE,32,"Isotropic",2004
"Pop17",0.2521875,14,17,FALSE,32,"Isotropic",2004
"Pop18",0.21868,14,18,FALSE,32,"Isotropic",2004
"Pop19",0.19133,13,19,FALSE,32,"Isotropic",2004
"Pop20",0.1631725,11,20,FALSE,32,"Isotropic",2004
"Pop21",0.167535,11,21,FALSE,32,"Isotropic",2004
"Pop22",0.14128,9,22,FALSE,32,"Isotropic",2004
"Pop23",0.1221025,7,23,FALSE,32,"Isotropic",2004
"Pop24",0.0965975,7,24,FALSE,32,"Isotropic",2004
"Pop25",0.07585,6,25,TRUE,32,"Isotropic",2004
"Pop01",0.1749075,11,1,TRUE,33,"Isotropic",2004
"Pop02",0.198355,9,2,FALSE,33,"Isotropic",2004
"Pop03",0.2067975,12,3,FALSE,33,"Isotropic",2004
"Pop04",0.18283,11,4,FALSE,33,"Isotropic",2004
"Pop05",0.193505,13,5,FALSE,33,"Isotropic",2004
"Pop06",0.20856,14,6,FALSE,33,"Isotropic",2004
"Pop07",0.231955,15,7,FALSE,33,"Isotropic",2004
"Pop08",0.2413875,16,8,FALSE,33,"Isotropic",2004
"Pop09",0.2219575,17,9,FALSE,33,"Isotropic",2004
"Pop10",0.2335,14,10,FALSE,33,"Isotropic",2004
"Pop11",0.2257375,15,11,FALSE,33,"Isotropic",2004
"Pop12",0.2303725,13,12,FALSE,33,"Isotropic",2004
"Pop13",0.2894675,15,13,FALSE,33,"Isotropic",2004
"Pop14",0.255225,16,14,FALSE,33,"Isotropic",2004
"Pop15",0.27725,17,15,FALSE,33,"Isotropic",2004
"Pop16",0.2579225,15,16,FALSE,33,"Isotropic",2004
"Pop17",0.22466,15,17,FALSE,33,"Isotropic",2004
"Pop18",0.304225,16,18,FALSE,33,"Isotropic",2004
"Pop19",0.2854,15,19,FALSE,33,"Isotropic",2004
"Pop20",0.27631,15,20,FALSE,33,"Isotropic",2004
"Pop21",0.21499,14,21,FALSE,33,"Isotropic",2004
"Pop22",0.234105,15,22,FALSE,33,"Isotropic",2004
"Pop23",0.214325,13,23,FALSE,33,"Isotropic",2004
"Pop24",0.200385,13,24,FALSE,33,"Isotropic",2004
"Pop25",0.168405,11,25,TRUE,33,"Isotropic",2004
"Pop01",0.1434725,11,1,TRUE,34,"Isotropic",2004
"Pop02",0.15729,11,2,FALSE,34,"Isotropic",2004
"Pop03",0.190955,13,3,FALSE,34,"Isotropic",2004
"Pop04",0.224065,14,4,FALSE,34,"Isotropic",2004
"Pop05",0.253555,15,5,FALSE,34,"Isotropic",2004
"Pop06",0.2632675,15,6,FALSE,34,"Isotropic",2004
"Pop07",0.26441,15,7,FALSE,34,"Isotropic",2004
"Pop08",0.2529075,13,8,FALSE,34,"Isotropic",2004
"Pop09",0.231385,13,9,FALSE,34,"Isotropic",2004
"Pop10",0.2591475,16,10,FALSE,34,"Isotropic",2004
"Pop11",0.253735,17,11,FALSE,34,"Isotropic",2004
"Pop12",0.2668625,16,12,FALSE,34,"Isotropic",2004
"Pop13",0.31375,16,13,FALSE,34,"Isotropic",2004
"Pop14",0.3032925,18,14,FALSE,34,"Isotropic",2004
"Pop15",0.271305,17,15,FALSE,34,"Isotropic",2004
"Pop16",0.27471,17,16,FALSE,34,"Isotropic",2004
"Pop17",0.238675,15,17,FALSE,34,"Isotropic",2004
"Pop18",0.2320725,17,18,FALSE,34,"Isotropic",2004
"Pop19",0.2195225,15,19,FALSE,34,"Isotropic",2004
"Pop20",0.19903,16,20,FALSE,34,"Isotropic",2004
"Pop21",0.19219,14,21,FALSE,34,"Isotropic",2004
"Pop22",0.1704,14,22,FALSE,34,"Isotropic",2004
"Pop23",0.1580075,12,23,FALSE,34,"Isotropic",2004
"Pop24",0.1652,11,24,FALSE,34,"Isotropic",2004
"Pop25",0.12493,10,25,TRUE,34,"Isotropic",2004
"Pop01",0.2271425,13,1,TRUE,35,"Isotropic",2004
"Pop02",0.223025,12,2,FALSE,35,"Isotropic",2004
